tas,pr,tos
13.4165,1062.02,17.415
13.4389,1066.67,17.4304
13.4829,1066.95,17.4142
13.4082,1061.41,17.3559
13.3579,1060.08,17.3481
13.4452,1062.09,17.4046
13.2621,1059.31,17.3392
13.2545,1057.9,17.3224
13.3189,1058.47,17.3543
13.4294,1060.81,17.385
13.2189,1059.55,17.2894
13.2717,1060.65,17.2346
13.1417,1056.35,17.1776
13.1449,1057.97,17.212
13.4349,1061.94,17.4165
13.4646,1064.5,17.3871
13.4113,1063.27,17.3856
13.4711,1064.47,17.3978
13.4293,1058.34,17.4042
13.5273,1063.38,17.442
13.5242,1063.11,17.4598
13.4061,1060.43,17.4233
13.4909,1063.34,17.4674
13.4443,1060.15,17.4063
13.4641,1060.22,17.3675
13.3883,1059.88,17.3778
13.5522,1064.58,17.4813
13.5839,1065.83,17.5269
13.5495,1062.59,17.4375
13.5172,1060.64,17.4019
13.4861,1070.67,17.4028
13.3329,1061.54,17.3443
13.5687,1066.6,17.519
13.5966,1064.89,17.5105
13.1962,1048.16,17.2493
13.1512,1049.74,17.2002
13.4144,1059.15,17.3685
13.478,1053.64,17.3533
13.3122,1052.33,17.2888
13.386,1059.99,17.3647
13.3365,1056.63,17.3333
13.3554,1056.54,17.3672
13.3938,1061.32,17.428
13.4573,1059.83,17.3806
13.2852,1054.94,17.2711
13.415,1059.24,17.365
13.4298,1059.86,17.3592
13.412,1059.14,17.3678
13.535,1058.14,17.4764
13.6671,1066.43,17.5549
13.5085,1060.23,17.4738
13.5409,1064.92,17.5096
13.4541,1063.31,17.4501
13.3567,1055.99,17.3883
13.3607,1057.42,17.3755
13.3916,1060.32,17.3789
13.2753,1051.95,17.2571
13.3643,1060.62,17.3443
13.4829,1061.37,17.4746
13.4913,1059.45,17.4932
13.6103,1061.51,17.506
13.8448,1062.63,17.6451
13.5633,1062.43,17.4643
13.2427,1059.45,17.2747
13.4264,1055.29,17.3611
13.5693,1061.7,17.5045
13.5969,1056.43,17.4901
13.751,1069.01,17.562
13.8141,1065.17,17.6178
13.8513,1065.56,17.6718
13.7889,1065.66,17.6425
13.6462,1062.14,17.5687
13.7413,1067.37,17.6039
13.6417,1066.37,17.5358
13.5829,1060.63,17.4924
13.6599,1062.54,17.5841
13.802,1067.24,17.6368
13.8096,1064.43,17.6856
13.8247,1067.73,17.6452
13.7564,1066.17,17.641
13.837,1070.38,17.7226
13.7929,1067.82,17.7025
13.86,1065.84,17.7766
13.9397,1070.54,17.7497
13.8022,1068.61,17.626
13.7952,1064.11,17.6263
13.8525,1069.48,17.7534
13.7979,1065.53,17.669
13.758,1060.13,17.6488
13.8734,1070.92,17.741
13.8981,1068.08,17.6542
13.7486,1060.36,17.5843
13.8571,1062.62,17.6385
13.7766,1061.53,17.6405
13.8703,1067.42,17.7349
13.8135,1066.97,17.6734
13.856,1067.76,17.6866
13.6988,1060.85,17.6171
13.8563,1062.54,17.6784
13.9198,1064.93,17.767
13.8045,1070.33,17.6569
13.6805,1060.59,17.5642
13.7533,1066.11,17.6146
13.7812,1062.92,17.64
13.8201,1068.09,17.7153
14.11,1069.01,17.8375
13.949,1070.01,17.776
14.0159,1063.86,17.7857
13.992,1065.56,17.7852
14.0972,1069.56,17.8123
14.0421,1064.57,17.764
13.9488,1061.11,17.7622
13.922,1064.31,17.7674
13.9841,1067.93,17.786
14.033,1062.37,17.7973
14.049,1068.68,17.7827
13.6782,1058.03,17.501
13.6754,1054.64,17.5019
13.7302,1061.76,17.6076
13.708,1060.77,17.6186
13.8713,1062.7,17.6951
13.9644,1065.92,17.7392
14.0519,1070.17,17.8452
14.1277,1066.48,17.8168
13.8242,1061.61,17.6643
13.9149,1062.72,17.6961
13.9568,1062.96,17.7461
14.0339,1064.65,17.7462
14.0436,1061.06,17.7929
13.9646,1063.75,17.7396
14.149,1063.88,17.8245
14.2877,1072.28,17.9358
14.1039,1067.6,17.8405
13.9987,1062.02,17.784
14.088,1068.07,17.8442
14.1125,1065.5,17.8685
14.0543,1065.48,17.8621
14.3284,1071.24,17.9757
14.4332,1075.2,18.0547
14.1975,1069.91,17.9203
14.2186,1070.57,17.9395
14.164,1069.65,17.9602
14.0915,1060.05,17.8674
13.9559,1052.42,17.7026
13.9774,1060.24,17.7426
14.282,1071.28,17.926
14.2736,1069.74,17.9281
14.411,1073.66,17.9862
14.5296,1074.25,18.0642
14.3321,1076.27,17.9925
14.331,1073.8,17.9938
14.3804,1074.79,18.0015
14.3205,1071.12,17.9875
14.5743,1077.3,18.1372
14.6999,1077.49,18.1929
14.729,1077.36,18.162
