tas,pr,tos
15.1887,1019.33,18.5677
14.9672,1012.42,18.4064
14.8633,1010.32,18.3402
15.2235,1013.46,18.5375
15.2781,1021.68,18.6194
15.2074,1019.19,18.5829
14.9379,1014.38,18.4004
14.9711,1012.36,18.4101
14.9556,1014.18,18.4709
15.2432,1018.05,18.5791
15.3992,1015.79,18.7126
15.3376,1015.56,18.6793
15.4937,1027.72,18.7298
15.2282,1023.4,18.6201
15.3693,1018.22,18.7041
15.41,1021.15,18.7365
15.5424,1021.72,18.7478
15.5128,1019.04,18.757
15.6083,1022.46,18.851
15.6283,1023.36,18.8567
15.6613,1023.33,18.9094
15.7803,1026.44,18.9738
15.5856,1029.09,18.826
15.5233,1023.93,18.8459
15.8778,1029.2,19.044
16.0163,1031.41,19.1486
16.246,1038.73,19.2694
15.9366,1034.77,19.087
15.8571,1030.56,19.0443
15.9639,1030.98,19.0922
15.9742,1026.96,19.0936
16.084,1032.88,19.2146
16.066,1031.24,19.2051
16.1393,1035.72,19.2131
16.144,1036.05,19.2
16.3996,1030.55,19.3815
16.5456,1035.54,19.414
16.2552,1031.98,19.2856
16.3331,1032.61,19.3204
16.397,1036.57,19.4
16.4787,1038.74,19.4217
16.5343,1035.82,19.5191
16.7117,1041.45,19.61
16.6997,1036.82,19.5751
16.7532,1040.87,19.6219
16.7644,1039.09,19.6376
16.8652,1035.19,19.6863
16.8941,1041.91,19.687
16.8167,1036.5,19.6569
16.9961,1043.33,19.81
16.8885,1044.07,19.7653
17.0168,1041.7,19.8214
17.2119,1050.2,19.9093
17.2114,1045.07,19.9569
17.2162,1046.21,20.003
17.3592,1042.96,20.0638
17.524,1046.47,20.1202
17.5151,1050.71,20.1271
17.5403,1046.28,20.1431
17.3939,1051.11,20.04
17.3822,1045.79,20.0884
17.6677,1051.47,20.2283
17.8079,1056.99,20.3444
17.5881,1052.72,20.2128
17.5443,1048.35,20.1666
17.8889,1053.42,20.3974
18.1837,1063.07,20.5933
17.8558,1064.27,20.3966
17.7946,1058.6,20.4123
18.0168,1056.07,20.5259
18.1244,1058.14,20.5991
18.1274,1058.65,20.5879
18.2385,1055.49,20.6863
18.4752,1065.49,20.7936
18.5735,1063.78,20.8731
18.4598,1065.48,20.8064
18.4293,1065.84,20.8331
18.6498,1066.1,20.962
18.6771,1065.95,21.0023
18.7914,1067.73,21.0316
18.7857,1068.14,21.0354
18.8118,1074.71,21.061
18.804,1062.48,21.0556
19.0763,1074.6,21.24
19.0704,1071.23,21.2694
18.9776,1072.32,21.22
19.1318,1073.45,21.3015
19.257,1073.2,21.3623
19.2,1073.33,21.3395
19.2423,1072.27,21.3729
19.0165,1078.38,21.214
19.0253,1072.15,21.2551
19.303,1070.89,21.4034
19.5562,1083.07,21.608
19.6884,1086.92,21.6957
