tas,pr,tos
13.4475,1068.11,17.4365
13.3263,1066.29,17.3854
13.4177,1067.23,17.3704
13.3827,1063.29,17.3388
13.2686,1063.94,17.3305
13.3604,1065.68,17.3617
13.349,1067.64,17.4123
13.4846,1068.25,17.4528
13.4659,1065.82,17.4504
13.4514,1067.1,17.4158
13.4465,1060.42,17.414
13.7147,1069.31,17.6178
13.5767,1070.79,17.5142
13.2975,1068.22,17.304
13.2526,1063.93,17.3544
13.3846,1068.3,17.4379
13.4623,1069.73,17.4764
13.398,1064.9,17.4192
13.4822,1068.39,17.5405
13.574,1072.54,17.5776
13.5139,1073.14,17.5405
13.5894,1067.4,17.5395
13.4337,1065.43,17.4657
13.4601,1073.77,17.4559
13.3698,1066.39,17.3979
13.3072,1064.99,17.3626
13.4087,1061.84,17.4568
13.5906,1066.26,17.5017
13.402,1073.06,17.4304
13.3252,1064.91,17.3959
13.4717,1067.13,17.5119
13.5642,1064.42,17.5067
13.4613,1068.39,17.4214
13.4066,1066.67,17.4202
13.5432,1068.25,17.5294
13.7054,1075.09,17.631
13.5367,1065.86,17.4994
13.4861,1065.07,17.3672
13.4315,1063.82,17.4139
13.3634,1064.21,17.3814
13.5429,1069.22,17.5178
13.7795,1074.03,17.6797
13.6081,1069.51,17.5265
13.4213,1068.35,17.4157
13.4198,1066.46,17.4629
13.4869,1069.59,17.4843
13.4571,1070.52,17.4819
13.5078,1067.35,17.4947
13.4749,1065.63,17.4543
13.3519,1069.77,17.3932
13.4427,1065.97,17.424
13.6243,1072.05,17.5496
13.5256,1070.88,17.5186
13.3768,1066.74,17.4532
13.4829,1069.7,17.52
13.4846,1067.72,17.5132
13.4012,1065.96,17.4317
13.4567,1069.14,17.5038
13.5193,1071.9,17.5446
13.5039,1064.53,17.4627
13.4294,1066.16,17.4337
13.2906,1064.16,17.4116
13.3947,1062.46,17.3867
13.4998,1066.09,17.4975
13.6185,1073.72,17.5934
13.6619,1072.78,17.5839
13.4327,1064.17,17.4577
13.357,1069.2,17.4679
13.5659,1070.19,17.5141
13.4753,1063.05,17.4783
13.589,1071.84,17.6188
13.7119,1074.1,17.6801
13.6301,1069.46,17.5496
13.4741,1064.36,17.4981
13.5949,1070.44,17.5283
13.6074,1067.02,17.5848
13.4677,1067.4,17.4503
13.3618,1065.88,17.4104
13.5437,1067.28,17.5299
13.5702,1068.37,17.5868
13.5222,1070.02,17.4797
13.3836,1064.6,17.3789
13.4305,1068.93,17.4294
13.5226,1069.12,17.5257
13.4721,1070.07,17.4724
13.4511,1063.12,17.4684
13.7586,1068.97,17.6657
13.842,1073.38,17.7483
13.4947,1072.44,17.5254
13.4198,1072.53,17.4435
13.3478,1063.61,17.3928
13.4185,1069.61,17.4333
13.4372,1070.03,17.4043
13.3463,1067.54,17.4421
13.4694,1069.62,17.545
13.5518,1068.25,17.5257
13.5742,1067.69,17.5403
13.4946,1064.47,17.5012
13.647,1067.42,17.6128
13.5745,1067.51,17.5372
13.5389,1072.21,17.5361
13.644,1067.8,17.5586
13.4739,1070.28,17.5043
13.3929,1067.91,17.4361
13.3487,1059.92,17.4345
13.376,1063.15,17.4217
13.4372,1069.73,17.476
13.4804,1065.02,17.4597
13.3451,1062.88,17.3859
13.2423,1060.43,17.302
13.4247,1068.97,17.4092
13.4517,1061.45,17.4761
13.5191,1069.39,17.5198
13.5468,1067.14,17.5224
13.7256,1071.4,17.6441
13.5467,1067.71,17.5146
13.4529,1060.93,17.4121
13.434,1066.73,17.4657
13.5981,1068.77,17.5742
13.6036,1067.76,17.5164
13.2886,1060.19,17.318
13.4503,1063.72,17.4601
13.3866,1068.33,17.4466
13.4368,1062.31,17.4887
13.5526,1067.37,17.5669
13.6653,1069.86,17.6099
13.4989,1069.78,17.5054
13.4378,1069.92,17.4535
13.4976,1066.17,17.4897
13.4416,1068.14,17.4811
13.4648,1067.8,17.4286
13.3674,1064.78,17.3914
13.405,1065.34,17.452
13.6045,1070.29,17.6236
13.6514,1071.78,17.5917
13.5797,1066.52,17.527
13.4958,1070.51,17.4724
13.4991,1066.05,17.4618
13.6548,1064.84,17.5819
13.6914,1070.1,17.6255
13.5392,1071.07,17.51
13.4831,1071.37,17.5119
