tas,pr,tos
14.1396,1055.29,18.3527
14.2042,1069.56,18.3966
14.3309,1074.42,18.4469
14.1749,1058.61,18.347
14.0295,1057.5,18.3321
14.0654,1059.14,18.3855
14.1252,1062.93,18.4025
14.3409,1068.53,18.5331
14.3423,1074.58,18.5352
14.255,1066.04,18.512
14.3574,1071.06,18.5759
14.5154,1075.98,18.6388
14.3425,1064.11,18.5896
14.4764,1074.13,18.6293
14.4378,1079.93,18.634
14.4576,1074.99,18.6703
14.5159,1073.67,18.6687
14.5361,1072.43,18.6446
14.5032,1074.52,18.6768
14.4962,1068.63,18.6621
14.6497,1080.64,18.7508
14.7168,1085.22,18.7675
14.6476,1076.48,18.7392
14.8032,1077.7,18.8364
14.8226,1087.76,18.8735
14.7267,1080.13,18.8381
14.8064,1080.08,18.8259
14.7524,1074.37,18.8109
14.73,1077.53,18.8032
14.733,1081.56,18.853
14.8755,1086.58,18.9437
14.8408,1080.07,18.9058
14.9624,1083.26,18.9733
15.0355,1095.93,19.0443
14.9888,1087.4,18.9844
15.1385,1088.64,19.0506
15.1382,1092.12,19.0819
15.2292,1090.4,19.1361
15.2191,1092.03,19.1508
15.3593,1098.34,19.2401
15.3477,1093.59,19.1956
15.3145,1088.61,19.1774
15.4969,1097.87,19.2852
15.4451,1103.48,19.323
15.4318,1097.86,19.2664
15.548,1096.19,19.3114
15.519,1093.65,19.2979
15.5568,1099.48,19.4073
15.6068,1102.8,19.4186
15.7307,1099.06,19.489
15.7704,1107.41,19.5336
15.962,1113.48,19.5998
15.8267,1106.2,19.5776
15.8323,1094.2,19.5009
15.9443,1108.75,19.6459
16.1078,1121.57,19.7816
16.0379,1106.12,19.6618
16.1682,1117.66,19.801
16.1865,1124.39,19.8266
16.1361,1105.34,19.7103
16.332,1118.97,19.8535
16.3987,1127.68,19.9157
16.2766,1113.19,19.8434
16.2988,1118.74,19.8987
16.3141,1118.23,19.9201
16.4554,1122.35,19.9873
16.4698,1124.96,19.9718
16.5077,1120.39,20.0306
16.6124,1128.45,20.0829
16.5386,1126.98,20.0565
16.5324,1128.5,20.0369
16.6096,1131.88,20.0889
16.5117,1122.63,20.0527
16.7254,1131.96,20.1693
16.7201,1131.45,20.183
16.6833,1124.65,20.1754
16.801,1133.54,20.2448
16.8802,1137.74,20.3432
17.0402,1146.56,20.3985
16.956,1131.34,20.3504
17.0425,1138.8,20.4288
17.0941,1145.46,20.4476
17.147,1145.55,20.5066
17.2414,1141.99,20.6095
17.3144,1150.11,20.5862
17.3775,1144.44,20.6361
17.3667,1149.04,20.6274
17.3703,1144.14,20.64
17.3979,1153.22,20.6703
17.4615,1141.35,20.7178
17.4763,1146.13,20.7567
17.6572,1161.82,20.8873
17.5589,1147.08,20.8258
17.6373,1156.89,20.8843
17.8632,1164.34,20.9905
