tas,pr,tos
15.2519,1168.09,18.9227
15.265,1165.87,18.9365
15.2141,1164.72,18.9174
15.1891,1164.41,18.8755
15.2305,1166.16,18.9249
15.3142,1167.25,18.9733
15.2933,1164.45,18.9608
15.3663,1164.81,19.0261
15.4214,1167.56,19.0324
15.3974,1172.48,18.9834
15.4047,1164.88,19.022
15.4524,1169.1,19.0289
15.3798,1164.43,18.9692
15.4383,1166.93,19.0516
15.4627,1169.66,19.0474
15.4732,1167.69,19.0712
15.52,1171.77,19.1002
15.556,1168.91,19.119
15.5208,1164.87,19.1217
15.6291,1167.18,19.1826
15.7206,1176.92,19.307
15.7045,1174.6,19.2751
15.812,1173.41,19.2848
15.6607,1169.21,19.2535
15.7248,1178.75,19.2974
15.8449,1176.49,19.3176
15.8175,1176.18,19.3018
15.8701,1177.35,19.3508
15.9776,1178.43,19.3992
15.9661,1176.77,19.4112
15.9859,1177.76,19.4211
16.0475,1178.13,19.4303
16.0302,1182.11,19.4481
16.0915,1181.52,19.5309
16.0728,1179.98,19.4938
16.1438,1180.58,19.4952
16.0143,1176.39,19.4671
16.0516,1181.57,19.4504
16.0833,1181.06,19.492
16.1442,1179.7,19.4952
16.1155,1176.43,19.4961
16.1838,1184.08,19.5382
16.3009,1186.11,19.6014
16.244,1180.98,19.6317
16.3504,1184.31,19.6504
16.2478,1180.63,19.6314
16.3033,1184.39,19.649
16.3677,1180.97,19.7026
16.4153,1186.74,19.7535
16.4865,1185.07,19.763
16.4584,1179.9,19.7644
16.5518,1184.54,19.8063
16.5476,1188.98,19.8543
16.5483,1185.44,19.8357
16.6243,1189.27,19.8905
16.6572,1188.28,19.9061
16.73,1192.68,19.9314
16.7433,1190.05,19.9593
16.7893,1188.75,19.9886
16.8314,1190.79,19.99
16.7621,1192.84,19.9621
16.7976,1189.31,19.9556
16.7537,1189.77,19.9551
16.8195,1191.07,19.9639
16.8153,1190.11,20.0025
16.8105,1188.26,20.015
16.8334,1192.1,20.0165
16.9037,1190.16,20.0825
17.0641,1192.86,20.1823
17.0487,1195.54,20.1616
17.0188,1190.15,20.1731
17.1552,1196.43,20.2336
17.0968,1197.34,20.2632
17.1049,1193.46,20.2281
17.1345,1193.76,20.2474
17.1718,1197.83,20.2744
17.184,1196.09,20.2891
17.2355,1195.05,20.3116
17.2288,1194.3,20.3247
17.3255,1199.96,20.3613
17.339,1199.3,20.3728
17.4301,1200.03,20.4622
17.5085,1200.37,20.5129
17.4912,1201.51,20.4906
17.483,1196.14,20.5255
17.4961,1199.06,20.5267
17.5615,1198.92,20.5579
17.5534,1202.48,20.5558
17.6093,1202.18,20.5587
17.5828,1200.62,20.5657
17.5371,1203.37,20.568
17.5877,1203.77,20.634
17.6875,1206.85,20.6401
17.7178,1206.02,20.6709
17.781,1204.0,20.718
