tas,pr,tos
14.277,1121.09,18.3163
14.5945,1129.72,18.4855
14.4726,1129.29,18.4256
14.483,1133.24,18.4577
14.4734,1127.9,18.4094
14.4725,1127.76,18.3621
14.4545,1126.13,18.3809
14.4503,1127.33,18.4061
14.5193,1125.46,18.4728
14.5947,1128.95,18.4848
14.7307,1132.44,18.5905
14.8151,1137.0,18.6026
14.762,1131.76,18.6235
14.7651,1136.83,18.5795
14.6559,1128.14,18.5025
14.8158,1132.4,18.6042
14.8107,1132.42,18.6302
14.9395,1137.58,18.7098
14.8807,1137.27,18.6364
14.8823,1132.67,18.6259
14.9449,1132.29,18.6362
14.9812,1133.33,18.7016
14.9721,1134.55,18.6875
14.9814,1137.82,18.7127
15.0464,1134.25,18.7369
15.1146,1132.05,18.7727
15.1397,1134.61,18.7783
15.1758,1136.97,18.8534
15.2098,1133.61,18.8453
15.1208,1140.03,18.8518
15.1953,1134.87,18.8912
15.2975,1146.36,18.9858
15.3747,1146.77,18.9712
15.2657,1144.22,18.8991
15.1575,1140.88,18.9376
15.4168,1145.41,19.0114
15.5105,1146.5,19.1163
15.6719,1148.07,19.1808
15.589,1144.72,19.1365
15.6422,1146.26,19.1005
15.6995,1146.16,19.1651
15.6508,1142.27,19.1867
15.7414,1143.28,19.2667
15.756,1151.31,19.2537
15.6699,1150.27,19.2156
15.5776,1146.03,19.1477
15.7513,1147.33,19.2065
15.7799,1148.9,19.2584
15.772,1144.19,19.2348
15.8734,1148.91,19.3669
16.0513,1155.91,19.4553
15.903,1154.81,19.3623
16.0699,1151.52,19.4407
15.9939,1153.97,19.3988
16.0467,1152.96,19.4402
16.1506,1163.59,19.5251
16.2373,1159.92,19.5423
16.1699,1161.18,19.4938
16.0427,1157.59,19.4517
15.9968,1148.73,19.4409
16.3389,1167.89,19.6116
16.2092,1159.83,19.5094
16.1797,1159.37,19.5106
16.2702,1159.92,19.5803
16.339,1168.76,19.6377
16.3404,1161.14,19.6403
16.3833,1165.05,19.6909
16.5828,1171.77,19.8417
16.5463,1168.94,19.8129
16.4373,1166.14,19.7373
16.401,1165.8,19.707
16.5595,1164.67,19.8253
16.7271,1172.1,19.9199
16.671,1170.6,19.8784
16.6895,1171.32,19.8896
16.5442,1176.02,19.8314
16.5197,1169.17,19.7887
16.4963,1166.51,19.7926
16.5666,1169.41,19.8123
16.5328,1165.09,19.7483
16.4369,1163.61,19.7566
16.5038,1167.23,19.7947
16.5922,1171.04,19.8146
16.4308,1171.11,19.7386
16.4334,1168.61,19.7501
16.3817,1167.72,19.724
16.5429,1165.25,19.8075
16.5448,1171.75,19.8166
16.414,1168.5,19.6894
16.3296,1166.99,19.6597
16.4001,1164.55,19.7127
16.5682,1165.61,19.7978
16.5537,1164.3,19.8127
16.598,1173.41,19.8504
16.5377,1174.54,19.8297
