tas,pr,tos
13.3157,1071.31,17.4466
13.4519,1068.27,17.4731
13.4996,1070.04,17.4455
13.5902,1070.05,17.5769
13.7328,1070.65,17.641
13.6072,1074.39,17.5922
13.4329,1067.93,17.4746
13.3764,1058.46,17.3971
13.4441,1065.06,17.4207
13.4969,1066.25,17.452
13.3531,1066.55,17.4094
13.43,1066.1,17.4283
13.2445,1058.18,17.3176
13.264,1059.49,17.3431
13.2328,1060.27,17.3268
13.3932,1066.25,17.3715
13.4585,1063.37,17.4411
13.6421,1066.28,17.5754
13.5482,1065.0,17.5433
13.4046,1061.46,17.4616
13.3429,1066.7,17.3915
13.4052,1064.15,17.4518
13.5502,1069.71,17.5568
13.7159,1070.16,17.6365
13.5944,1069.64,17.6357
13.6699,1067.83,17.6611
13.7538,1072.71,17.6854
13.5419,1069.6,17.521
13.5294,1063.21,17.5396
13.5932,1067.58,17.5953
13.523,1064.65,17.502
13.4678,1060.77,17.4297
13.33,1061.04,17.3313
13.2042,1051.86,17.2411
12.9669,1050.78,17.1296
12.8431,1049.85,17.0515
12.9391,1050.45,17.0962
13.1358,1053.43,17.2529
13.29,1063.15,17.4149
13.3574,1054.09,17.4148
13.2847,1060.21,17.3326
13.1732,1055.62,17.2919
13.2906,1059.06,17.3669
13.5121,1063.89,17.5077
13.4521,1066.57,17.4732
13.4159,1067.13,17.4651
13.5417,1062.74,17.4963
13.6235,1064.47,17.5325
13.419,1062.51,17.4666
13.3966,1062.16,17.4127
13.4388,1063.18,17.4314
13.398,1066.74,17.4146
13.351,1062.28,17.4428
13.3973,1061.08,17.4395
13.4166,1058.86,17.3966
13.4054,1062.56,17.4241
13.4637,1069.24,17.4658
13.3051,1062.2,17.3612
13.3542,1060.08,17.4322
13.5183,1060.68,17.5449
13.5602,1062.28,17.5448
13.4661,1058.42,17.4818
13.6469,1067.89,17.628
13.6232,1065.41,17.5848
13.6664,1062.18,17.5718
13.5833,1062.87,17.5482
13.7378,1069.05,17.6595
13.6273,1067.01,17.5791
13.558,1066.18,17.532
13.6473,1065.6,17.6032
13.594,1065.91,17.527
13.3965,1062.63,17.4408
13.4677,1060.43,17.4743
13.5248,1066.03,17.4728
13.4827,1062.87,17.4586
13.5987,1060.96,17.5174
13.5372,1064.55,17.494
13.4967,1059.17,17.4622
13.6174,1063.75,17.5789
13.562,1062.1,17.512
13.6104,1070.51,17.5395
13.5748,1062.88,17.5152
13.5996,1064.3,17.5761
13.4261,1062.63,17.5044
13.5826,1063.31,17.5919
13.7903,1070.32,17.6885
13.6159,1063.66,17.5272
13.5317,1061.87,17.4525
13.5091,1061.35,17.4476
13.4905,1058.46,17.4346
13.453,1063.56,17.5212
13.6476,1069.64,17.6725
13.7741,1064.95,17.6433
13.5417,1062.06,17.4875
13.5477,1059.72,17.5055
13.5511,1061.99,17.4664
13.4925,1062.53,17.5119
13.6153,1066.1,17.5592
13.6207,1064.05,17.5821
13.5682,1062.48,17.6011
13.6721,1064.45,17.5901
13.5431,1057.22,17.5207
13.6618,1061.36,17.6216
13.7034,1068.98,17.667
13.6555,1062.5,17.6218
13.7713,1066.29,17.7006
13.6723,1068.09,17.6236
13.6409,1066.77,17.5696
13.5783,1064.72,17.5721
13.5272,1055.31,17.4951
13.4915,1061.56,17.5269
13.6905,1058.9,17.6373
13.7608,1067.5,17.7312
13.895,1067.53,17.7881
13.8043,1065.83,17.6538
13.6331,1056.89,17.5244
13.5702,1062.02,17.4935
13.6218,1059.3,17.5517
13.7689,1063.33,17.6597
13.5678,1059.76,17.5454
13.613,1062.03,17.5869
13.8712,1064.69,17.7547
13.9979,1066.72,17.7956
13.9628,1066.33,17.8475
13.8618,1069.07,17.7753
13.9049,1063.31,17.746
14.0135,1066.56,17.8436
14.0261,1069.58,17.8338
13.9784,1067.03,17.7747
14.0979,1067.89,17.8819
14.2549,1073.24,17.9583
14.1811,1071.99,17.8965
14.0849,1070.44,17.8608
13.9068,1061.01,17.7599
14.115,1066.68,17.8489
14.139,1066.54,17.8766
14.0946,1070.09,17.8951
14.2148,1075.65,17.9592
14.1975,1073.26,17.9182
14.3963,1073.51,18.0489
14.5162,1078.95,18.1562
14.3149,1076.35,18.0189
13.7467,1063.08,17.6602
13.7838,1058.66,17.6224
14.0737,1067.56,17.823
14.0997,1071.96,17.8333
14.1579,1072.72,17.8838
14.2033,1076.54,17.9738
14.493,1075.06,18.1187
14.5225,1083.8,18.1852
14.4803,1080.28,18.0717
14.3897,1077.28,18.1273
14.4842,1077.78,18.1339
14.5759,1080.96,18.2114
14.4321,1075.36,18.1033
14.4099,1080.61,18.0836
