tas,pr,tos
13.8334,1074.21,17.7072
13.8531,1071.41,17.7257
13.5841,1069.17,17.5409
13.586,1068.48,17.5245
13.7189,1068.88,17.589
13.6186,1069.86,17.6007
13.5832,1069.12,17.5223
13.5599,1072.47,17.4884
13.625,1071.18,17.5129
13.6196,1075.02,17.5692
13.5762,1072.6,17.4911
13.4979,1065.84,17.4442
13.6983,1070.09,17.6011
13.601,1070.4,17.4723
13.4883,1063.41,17.4673
13.8512,1072.64,17.672
13.9048,1073.67,17.6577
13.692,1068.62,17.5148
13.5456,1068.04,17.459
13.543,1062.37,17.4475
13.6176,1071.33,17.548
13.723,1073.4,17.5707
13.6674,1067.46,17.5441
13.719,1073.5,17.6372
13.7333,1068.6,17.6003
13.6666,1067.66,17.5938
13.57,1070.97,17.5646
13.7405,1076.81,17.6458
13.5944,1070.87,17.4866
13.4507,1063.76,17.3915
13.4599,1070.4,17.4575
13.495,1070.84,17.5127
13.707,1071.76,17.6201
13.7479,1068.98,17.6169
13.7448,1069.76,17.6531
13.8218,1076.45,17.6782
13.7048,1072.56,17.6524
13.6101,1071.07,17.575
13.6521,1072.41,17.5741
13.6255,1069.43,17.5694
13.5713,1065.76,17.5279
13.6258,1065.05,17.5629
13.6886,1069.25,17.5906
13.6792,1073.66,17.5933
13.6884,1071.83,17.6153
13.8191,1073.5,17.6809
13.8541,1073.61,17.6482
13.6809,1073.65,17.6171
13.7435,1070.2,17.5365
13.5906,1067.35,17.5439
13.6827,1070.74,17.6325
13.6831,1069.11,17.6102
13.6378,1075.74,17.5173
13.5675,1066.43,17.4935
13.7045,1072.06,17.605
13.6844,1072.28,17.5761
13.7922,1070.47,17.6587
13.9054,1071.45,17.6993
13.831,1073.44,17.6661
13.8755,1074.52,17.723
13.56,1071.49,17.4948
13.5499,1069.86,17.448
13.611,1068.72,17.5285
13.5267,1062.36,17.4881
13.4767,1064.83,17.5039
13.5963,1073.18,17.5272
13.6591,1069.4,17.5712
13.624,1074.14,17.5989
13.5237,1072.14,17.5862
13.6199,1070.29,17.5858
13.6723,1072.32,17.5677
13.4546,1061.08,17.3681
13.5695,1068.09,17.4718
13.7513,1072.14,17.6132
13.8266,1073.45,17.6132
13.5084,1065.99,17.4433
13.5745,1072.03,17.4785
13.6774,1069.6,17.5971
13.4599,1065.08,17.471
13.3777,1065.07,17.3623
13.5032,1067.91,17.4967
13.6599,1068.3,17.656
13.787,1071.03,17.6823
13.5803,1070.04,17.5468
13.6593,1071.18,17.6094
13.6006,1067.65,17.5217
13.6331,1065.43,17.5594
13.449,1067.52,17.4342
13.4734,1065.53,17.4563
13.5263,1067.94,17.5546
13.7316,1069.15,17.603
13.5151,1067.93,17.5032
13.7465,1070.78,17.6693
13.8038,1071.26,17.6669
13.6859,1070.56,17.5876
13.7782,1072.82,17.6716
13.8972,1075.46,17.751
13.7121,1068.5,17.6165
13.8096,1075.31,17.6917
13.7551,1070.87,17.6033
13.5006,1067.54,17.5473
13.6512,1068.49,17.5943
13.6795,1068.12,17.5381
13.5859,1066.43,17.5279
13.7187,1072.98,17.6063
13.7087,1074.38,17.5567
13.6512,1066.24,17.5504
13.7719,1071.2,17.6481
13.801,1071.84,17.6676
13.8313,1072.11,17.6863
13.8025,1075.74,17.6766
13.6987,1072.98,17.5165
13.5152,1066.45,17.4612
13.4763,1065.25,17.4707
13.6122,1072.46,17.5911
13.5785,1066.16,17.585
13.6032,1073.16,17.5289
13.495,1067.54,17.3895
13.4128,1067.2,17.3568
13.3819,1064.64,17.3688
13.3491,1066.72,17.403
13.5279,1065.25,17.508
13.6294,1065.35,17.5972
13.7198,1070.67,17.6537
13.7206,1074.12,17.63
13.6045,1065.19,17.512
13.57,1067.38,17.5369
13.697,1071.15,17.5971
13.6865,1067.07,17.6396
13.6375,1070.47,17.5803
13.5414,1062.13,17.4475
13.6508,1068.89,17.5374
13.819,1075.18,17.7135
13.6997,1067.35,17.5814
13.5014,1070.09,17.504
13.5755,1072.25,17.5308
13.7266,1072.7,17.6542
13.8617,1075.91,17.6642
13.5898,1070.03,17.5121
13.5394,1061.49,17.4352
13.6274,1068.49,17.5327
13.6839,1070.36,17.5764
13.5558,1071.01,17.5027
13.5379,1067.57,17.5073
13.6845,1065.9,17.5639
13.7708,1071.32,17.5963
13.4317,1060.61,17.3588
13.5926,1069.14,17.5602
13.6629,1070.35,17.5729
13.7293,1076.02,17.6005
13.6403,1066.81,17.5014
13.6737,1068.27,17.5126
13.6155,1073.45,17.5339
13.5016,1066.99,17.4641
13.5912,1072.12,17.5388
13.7223,1071.96,17.6154
13.7555,1070.0,17.6211
13.7519,1071.43,17.6499
13.7117,1073.41,17.5726
13.6205,1067.64,17.5746
13.728,1074.58,17.64
13.6953,1065.82,17.5892
13.6366,1072.92,17.6045
13.7229,1070.96,17.637
13.8236,1071.32,17.699
13.9233,1073.16,17.7313
13.7735,1069.89,17.607
13.6736,1068.97,17.5252
13.6733,1069.25,17.5341
13.7773,1074.44,17.605
13.7112,1066.8,17.5535
13.6499,1064.98,17.5553
13.6336,1068.11,17.6423
13.8118,1069.56,17.707
13.8659,1072.2,17.7196
13.7946,1071.33,17.6462
13.7679,1071.17,17.6407
13.764,1072.81,17.6339
13.6661,1073.84,17.6272
13.6642,1069.15,17.5762
13.7105,1071.39,17.6032
13.7268,1070.95,17.5891
13.6392,1068.43,17.632
13.6054,1070.32,17.5577
13.5732,1067.21,17.5347
13.5878,1070.74,17.6004
13.7202,1070.09,17.6273
13.6662,1068.17,17.6334
13.6335,1067.2,17.5731
13.7441,1068.16,17.6299
13.7061,1066.11,17.5159
13.6252,1071.44,17.5037
13.4642,1067.89,17.4043
13.4142,1066.01,17.3618
13.5779,1070.21,17.4943
13.424,1058.14,17.4388
13.6378,1064.88,17.5734
13.6776,1066.86,17.5823
13.6906,1067.46,17.5641
13.7376,1071.41,17.5982
13.7117,1072.44,17.6201
13.8056,1072.47,17.6285
13.5541,1066.34,17.5161
13.5735,1066.13,17.5341
13.6927,1068.87,17.6314
13.619,1069.26,17.5543
13.5843,1069.01,17.5523
13.7036,1074.55,17.6502
13.6638,1070.21,17.5819
13.693,1069.99,17.6462
13.8188,1075.61,17.683
13.5975,1065.99,17.6095
13.7133,1075.82,17.6757
13.7167,1069.11,17.6058
13.5001,1065.1,17.4382
13.5295,1069.46,17.4281
