tas,pr,tos
12.3064,977.766,16.7402
12.1901,975.928,16.6417
12.2037,972.047,16.6418
12.2226,972.362,16.6771
12.212,975.228,16.649
12.1772,972.858,16.6052
12.0666,977.33,16.5489
11.9012,969.026,16.4599
11.8186,964.797,16.4011
11.8844,967.287,16.4441
12.0464,970.786,16.5523
12.1563,972.754,16.5837
12.0834,968.141,16.5678
12.0694,970.209,16.5753
12.217,972.816,16.612
12.3469,974.875,16.6711
12.219,972.315,16.6119
12.0333,973.485,16.5356
12.0365,973.258,16.5477
12.171,970.242,16.6824
12.151,973.712,16.6815
12.2185,977.396,16.6196
12.125,972.663,16.6409
12.2525,974.452,16.7197
12.2855,969.638,16.7908
12.3923,982.12,16.8089
12.2056,976.559,16.6653
12.2394,976.38,16.6584
12.2316,977.001,16.6479
12.0646,977.515,16.5702
12.1957,971.999,16.6639
12.3847,977.05,16.8112
12.226,980.329,16.7324
12.071,968.549,16.5662
11.731,966.945,16.3878
11.8162,962.086,16.3523
11.9492,967.276,16.4752
11.9309,962.618,16.4471
12.0157,967.621,16.4782
11.8635,963.502,16.4298
11.917,966.662,16.4395
11.9651,965.407,16.5138
12.072,971.579,16.5557
11.9904,970.788,16.5067
11.9625,969.453,16.488
11.9888,967.898,16.5143
11.9836,969.619,16.5481
11.9565,967.395,16.5275
11.9316,967.32,16.4586
11.9371,969.333,16.5302
12.0328,971.75,16.5748
12.0427,967.255,16.5964
12.2465,970.916,16.6989
12.1111,973.252,16.6185
12.1525,972.064,16.6128
12.2412,971.282,16.6877
12.2127,975.273,16.6416
12.2514,975.854,16.688
12.2148,973.294,16.6777
12.1964,975.759,16.6604
12.1555,968.655,16.6529
12.3029,977.482,16.7485
12.1894,975.65,16.6455
12.169,972.241,16.6719
12.2206,971.457,16.6812
12.2469,976.006,16.6774
12.1191,970.95,16.6514
12.2466,972.922,16.7251
12.3497,980.354,16.7758
12.2381,976.962,16.6572
12.203,975.566,16.6626
12.2785,975.163,16.7223
12.4158,978.323,16.8014
12.3416,977.008,16.8065
12.3072,971.479,16.7888
12.4189,978.911,16.8513
12.6029,982.875,16.9793
12.5657,984.182,16.8584
12.5208,978.261,16.8819
12.5167,978.697,16.9125
12.4419,982.492,16.8344
12.4901,975.434,16.8687
12.6003,983.454,16.9259
12.291,974.602,16.7213
12.1922,973.55,16.6754
12.0758,973.151,16.6296
12.4199,971.728,16.8297
12.5013,983.24,16.8811
12.4354,984.042,16.8679
12.3497,978.998,16.8064
12.4412,977.201,16.8745
12.4829,982.656,16.8733
12.5217,980.626,16.8614
12.5686,981.358,16.9425
12.5116,979.917,16.8891
12.4675,979.458,16.8782
12.5233,981.911,16.8512
12.5126,975.885,16.8237
12.5102,978.623,16.9437
12.7829,988.098,17.0632
12.7208,983.708,17.0081
12.6798,979.658,16.9609
12.4619,981.143,16.9091
12.6235,978.111,16.9861
12.5757,989.588,16.922
12.453,980.611,16.8287
12.5423,979.47,16.8924
12.5054,985.894,16.9044
12.356,983.28,16.8542
12.5236,980.64,16.9646
12.8166,987.415,17.0956
12.7963,988.447,17.107
12.5229,985.685,16.8877
12.4301,979.752,16.8457
12.2412,973.43,16.7145
12.1457,968.442,16.6575
12.2928,969.185,16.7621
12.5182,975.116,16.8752
12.4102,977.553,16.8062
12.4271,972.337,16.8383
12.5474,977.429,16.9312
12.5428,977.388,16.9106
12.5255,976.893,16.922
12.608,974.36,16.9451
12.6533,981.347,16.9855
12.5656,976.267,16.9742
12.6625,977.721,16.9889
12.6909,984.102,17.064
12.6021,985.191,16.9647
12.5265,980.867,16.9249
12.5453,980.684,16.9302
12.706,980.336,17.0693
12.7591,984.735,17.1204
12.6621,982.787,17.0013
12.7112,982.033,16.9956
12.5676,978.492,16.8688
12.7718,982.064,16.9968
12.9077,985.123,17.1182
12.9521,983.178,17.2346
13.0665,989.557,17.2895
13.121,992.564,17.2879
12.8784,988.114,17.1991
12.813,985.67,17.1351
13.0487,984.84,17.2504
13.0065,995.488,17.2517
12.9101,991.559,17.1778
13.0158,989.706,17.2328
13.2013,988.087,17.4174
13.3638,998.492,17.4567
13.3725,996.918,17.4897
13.4343,999.384,17.5704
13.4303,999.133,17.5086
13.4156,1000.27,17.5182
13.3821,995.864,17.5333
13.412,1000.08,17.5403
13.4944,1000.09,17.5573
