tas,pr,tos
13.7408,1089.97,17.7012
13.7786,1091.29,17.7007
13.7762,1087.82,17.7052
13.7868,1088.05,17.7291
13.8078,1089.31,17.6813
13.7684,1084.12,17.6581
13.5748,1083.36,17.5729
13.42,1077.19,17.4478
13.5639,1072.88,17.5038
13.6284,1085.14,17.6246
13.6344,1082.54,17.6133
13.5157,1082.86,17.5369
13.684,1082.14,17.5949
13.6512,1082.01,17.5985
13.7626,1086.81,17.6699
13.9056,1092.14,17.8028
13.9306,1091.04,17.7681
13.7876,1089.57,17.6952
13.6078,1084.57,17.5491
13.5104,1078.98,17.5204
13.7197,1082.54,17.6439
13.7385,1087.82,17.654
13.6461,1082.66,17.5752
13.7706,1084.4,17.7307
13.8606,1090.05,17.765
13.8446,1089.12,17.7258
13.6261,1079.17,17.6035
13.64,1084.49,17.624
13.626,1083.26,17.6417
13.6275,1084.42,17.6542
13.7088,1084.93,17.6299
13.6957,1083.12,17.6486
13.719,1080.03,17.6815
13.6606,1081.14,17.6675
13.4718,1066.08,17.5101
13.4166,1071.28,17.4427
13.3921,1080.01,17.4425
13.4298,1080.9,17.4551
13.3369,1073.49,17.3701
13.3447,1072.16,17.4006
13.3467,1073.49,17.4033
13.3445,1072.78,17.4318
13.5128,1074.52,17.5202
13.6415,1074.66,17.5726
13.5593,1082.0,17.5822
13.663,1084.34,17.6409
13.7201,1082.31,17.6641
13.6316,1078.57,17.5631
13.5208,1078.27,17.4436
13.538,1074.92,17.492
13.6263,1075.31,17.5868
13.7647,1078.79,17.6497
13.7935,1079.57,17.702
13.6383,1080.55,17.6129
13.5665,1074.04,17.5566
13.5916,1077.9,17.5626
13.6597,1078.96,17.6166
13.5682,1079.63,17.5888
13.4925,1075.7,17.5366
13.5403,1073.79,17.5385
13.6187,1078.94,17.5213
13.6356,1077.98,17.5945
13.7019,1074.71,17.6438
13.6948,1081.87,17.677
13.8046,1081.14,17.7428
13.7196,1083.77,17.6498
13.4946,1081.48,17.5204
13.542,1079.68,17.5531
13.6129,1078.86,17.6046
13.7358,1078.16,17.7186
13.916,1092.64,17.7737
13.8511,1078.64,17.7252
13.8705,1086.78,17.7204
13.7999,1079.74,17.6788
13.9058,1084.58,17.7633
13.9194,1084.3,17.7481
13.9568,1082.32,17.8254
13.9247,1086.59,17.8307
13.9579,1085.83,17.8377
13.9042,1083.43,17.7911
13.9616,1086.33,17.825
13.8501,1081.91,17.7331
13.7853,1084.32,17.7136
13.8134,1083.37,17.7288
13.8387,1083.14,17.7154
13.9305,1084.19,17.755
13.7961,1079.45,17.6723
13.7359,1078.01,17.7175
13.8587,1083.17,17.7204
13.9694,1082.91,17.7492
13.8309,1079.23,17.7011
13.8395,1078.73,17.7066
13.7818,1079.86,17.6538
13.8072,1077.85,17.7064
13.9523,1083.42,17.744
13.953,1081.27,17.8215
13.9808,1089.67,17.8339
13.9441,1085.2,17.8393
13.9129,1086.88,17.8589
13.9825,1086.65,17.8464
13.87,1083.75,17.7711
13.8417,1078.28,17.7457
13.9359,1082.27,17.8323
14.079,1086.98,17.8809
14.052,1089.86,17.8471
13.9752,1088.02,17.848
14.0089,1084.34,17.8686
13.9701,1083.42,17.8446
14.0267,1089.53,17.8562
13.8806,1086.36,17.7979
13.8845,1080.13,17.7905
14.0628,1079.49,17.8608
14.1721,1082.19,17.8765
13.9582,1081.97,17.7859
13.7026,1074.66,17.5747
13.5576,1067.85,17.5494
13.7875,1074.62,17.7163
13.997,1078.96,17.8228
13.9967,1074.21,17.795
13.9601,1074.66,17.7435
14.0157,1083.78,17.8443
14.0743,1081.33,17.8219
14.2038,1084.19,17.9099
14.1164,1078.9,17.897
14.1449,1087.02,17.9725
14.3125,1092.48,18.0382
14.0974,1086.62,17.9013
13.9583,1083.23,17.7964
14.142,1081.85,17.887
14.0747,1082.42,17.8415
14.1366,1089.79,17.8858
14.1994,1084.73,17.918
14.1781,1077.69,17.914
14.0389,1075.24,17.8595
14.0835,1084.32,17.8884
14.2124,1082.1,17.9815
14.2001,1086.0,18.0085
14.2382,1088.42,17.991
14.2086,1087.45,17.9599
14.4109,1092.43,18.0603
14.5059,1095.11,18.1791
14.483,1090.79,18.1504
14.2314,1081.46,17.9706
14.3099,1084.7,18.0632
14.3894,1088.29,18.0169
14.3983,1090.34,18.0832
14.5009,1098.85,18.2314
14.7286,1099.61,18.3337
14.5974,1098.65,18.1971
14.632,1098.19,18.2718
14.7103,1097.62,18.3544
14.769,1100.48,18.3721
14.7358,1098.27,18.2682
14.6517,1097.11,18.2344
14.6962,1098.66,18.2629
14.706,1100.62,18.3194
