tas,pr,tos
13.6693,1128.12,17.8563
13.5416,1125.78,17.7885
13.5475,1124.36,17.7436
13.5204,1128.61,17.7723
13.4837,1124.29,17.7387
13.5264,1124.23,17.7542
13.5781,1128.52,17.7812
13.5463,1124.79,17.7242
13.5589,1124.32,17.7799
13.4648,1122.95,17.684
13.5167,1119.41,17.7152
13.5909,1123.22,17.8417
13.7579,1125.58,17.9203
13.7734,1130.91,17.9632
13.7035,1130.04,17.9352
13.5605,1125.99,17.832
13.5785,1126.9,17.8553
13.5641,1128.6,17.8407
13.5977,1129.03,17.8933
13.486,1126.32,17.8324
13.5317,1131.95,17.8193
13.5775,1128.87,17.8029
13.482,1125.38,17.7599
13.5576,1124.59,17.7863
13.4998,1124.19,17.7585
13.5718,1124.37,17.7403
13.497,1123.57,17.7457
13.7508,1125.06,17.9306
13.7437,1134.9,17.9729
13.857,1136.34,17.9923
13.7159,1129.04,17.8651
13.7456,1129.17,17.9395
13.7477,1130.69,17.926
13.615,1127.89,17.846
13.4428,1123.01,17.8019
13.5399,1130.38,17.8733
13.5865,1128.83,17.8716
13.7381,1130.8,17.9683
13.7506,1131.09,17.9303
13.4997,1124.34,17.7987
13.5334,1123.17,17.8661
13.6721,1125.77,17.9361
13.5906,1127.15,17.8979
13.5662,1128.49,17.9235
13.6042,1126.54,17.8627
13.5089,1124.84,17.8684
13.6775,1132.25,17.8841
13.6211,1128.33,17.8264
13.7855,1126.4,17.9428
13.6581,1129.87,17.8655
13.6184,1126.13,17.8147
13.5113,1125.76,17.7772
13.5921,1126.36,17.8603
13.7123,1128.69,17.9301
13.7896,1129.9,17.9349
13.6975,1129.26,17.9205
13.7507,1128.6,17.904
13.6631,1127.72,17.885
13.755,1132.01,17.9243
13.6636,1133.02,17.9165
13.7391,1127.16,17.9183
13.691,1128.78,17.8502
13.5979,1124.21,17.7352
13.5341,1118.75,17.7022
13.5779,1126.12,17.7861
13.715,1125.57,17.8281
13.7696,1128.32,17.9346
13.6862,1126.25,17.8684
13.612,1127.34,17.8033
13.5703,1127.5,17.775
13.4185,1124.82,17.7267
13.6664,1128.48,17.8339
13.5004,1125.83,17.795
13.6312,1126.69,17.7886
13.6715,1123.14,17.8633
13.6765,1128.1,17.9135
13.7265,1131.74,17.945
13.6689,1127.21,17.8533
13.6252,1127.85,17.8261
13.6465,1128.33,17.8984
13.6284,1131.06,17.8323
13.607,1126.97,17.8074
13.5073,1125.85,17.7461
13.4622,1123.21,17.6985
13.4494,1122.62,17.7358
13.54,1126.19,17.8128
