tas,pr,tos
12.8362,1010.7,18.0236
12.9047,1013.66,18.0674
12.8346,1010.2,17.9782
12.787,1009.72,17.9571
12.8329,1006.96,17.9647
12.7076,1006.31,17.893
12.54,1006.66,17.8162
12.5734,1001.15,17.8572
12.5778,1007.61,17.8534
12.6382,1000.61,17.8179
12.7695,1003.25,17.9005
12.9054,1003.44,18.0007
12.8822,1010.91,18.0138
12.8205,1010.27,17.955
12.8843,1010.43,18.0251
12.7721,1008.16,17.9179
12.8618,1012.41,18.0281
12.8059,1008.33,17.9656
12.8871,1011.21,18.0075
12.9051,1008.89,18.0257
12.9231,1007.75,18.0339
13.0242,1015.75,18.15
12.8046,1007.28,17.983
12.8751,1012.32,17.9882
12.7381,1007.51,17.8895
12.772,1006.15,17.9066
12.7374,1004.6,17.9557
12.7979,1008.6,17.9538
12.953,1010.82,18.103
12.9365,1008.96,18.0401
12.7313,996.31,17.9311
12.8511,1004.96,18.0089
12.9592,1011.02,18.106
12.9547,1013.75,18.0927
12.4257,993.323,17.7822
12.6128,1000.74,17.8902
12.6837,1007.45,17.8973
12.5613,1000.87,17.8341
12.6589,1009.44,17.9165
12.571,999.272,17.8401
12.8301,1006.36,18.0099
12.8633,1006.08,18.0312
12.7464,1003.92,18.0065
12.7956,1005.28,17.9721
12.7098,1002.74,17.9498
12.7431,1004.81,17.9695
12.7346,1008.53,17.9597
12.7242,1006.63,17.9648
12.6878,1005.53,17.9204
12.8658,1007.45,18.0619
12.9396,1007.5,18.1034
12.8535,1003.56,18.0558
12.7999,1005.32,18.0107
12.5791,1000.83,17.8825
12.808,1002.57,18.0227
13.0453,1013.81,18.2139
12.9396,1009.61,18.0743
12.8929,1002.94,18.0813
12.9655,1002.53,18.0977
13.1423,1012.03,18.276
13.2299,1019.66,18.3281
13.1061,1012.79,18.2029
12.9985,1010.7,18.1565
12.9008,1010.71,18.1209
12.9963,1013.77,18.1136
12.9532,1010.55,18.1384
13.0399,1009.2,18.163
13.1952,1015.25,18.2748
13.1373,1015.27,18.2591
13.1677,1015.69,18.2416
13.1463,1018.02,18.2315
13.1676,1014.67,18.2795
13.2316,1018.31,18.2872
13.19,1015.53,18.2872
13.0396,1013.27,18.1906
13.0965,1011.72,18.2028
13.0985,1011.05,18.2784
13.1201,1016.2,18.2486
13.0393,1007.66,18.1443
13.1669,1016.55,18.3021
13.2847,1018.33,18.3459
13.1647,1020.34,18.2866
13.0508,1013.0,18.1922
13.0486,1011.52,18.179
13.0641,1014.54,18.2589
12.9968,1012.89,18.192
13.0902,1013.98,18.2538
13.3447,1023.65,18.3772
13.2576,1018.12,18.3133
13.2581,1016.08,18.309
13.2101,1012.03,18.3076
13.3211,1025.07,18.3741
13.0944,1009.29,18.2299
13.1931,1015.04,18.2993
13.1375,1012.66,18.2664
13.2083,1012.91,18.3309
13.2756,1021.06,18.3939
13.2084,1019.87,18.3673
13.2799,1014.91,18.3791
13.2671,1013.48,18.3894
13.3435,1022.83,18.3973
13.1931,1016.86,18.3286
13.2902,1013.6,18.375
13.3765,1019.96,18.4331
13.3796,1021.01,18.4004
13.2462,1010.76,18.3688
13.2897,1014.37,18.4064
13.4236,1020.52,18.4701
13.3513,1018.06,18.42
13.2692,1017.36,18.4134
13.2775,1022.53,18.3545
13.2682,1017.18,18.3253
13.1823,1015.39,18.326
13.0867,1015.88,18.2252
12.9255,1006.79,18.1154
13.0021,1006.75,18.1469
13.0788,1007.08,18.2414
13.0888,1009.59,18.2364
13.2061,1014.53,18.3398
13.2805,1016.33,18.3591
13.2634,1010.09,18.3612
13.4879,1019.71,18.4888
13.3933,1011.48,18.4512
13.4941,1016.73,18.5178
13.5758,1022.53,18.5769
13.4848,1021.32,18.4898
13.2902,1008.69,18.3529
13.3774,1012.09,18.4012
13.4471,1015.06,18.4724
13.581,1020.61,18.5286
13.6021,1019.22,18.5405
13.5728,1013.53,18.5427
13.3723,1013.02,18.4069
13.4289,1014.16,18.4415
13.6679,1020.24,18.6102
13.4524,1021.91,18.4816
13.4773,1014.24,18.5562
13.6891,1026.32,18.6771
13.5234,1017.59,18.5351
13.6685,1021.54,18.6402
13.8669,1030.2,18.7488
13.6309,1026.33,18.5962
13.3647,1017.1,18.4068
13.2735,1012.75,18.3374
13.597,1019.45,18.5343
13.5687,1021.18,18.4894
13.6259,1016.25,18.5844
13.8222,1028.6,18.6698
13.7086,1026.77,18.5844
13.6496,1020.03,18.5893
13.8151,1025.71,18.7097
13.9312,1029.34,18.772
13.7289,1021.87,18.6299
13.8681,1029.62,18.7517
13.9166,1028.02,18.7682
13.8774,1030.55,18.7621
