tas,pr,tos
13.9666,1028.74,18.1911
13.8034,1026.14,18.1393
13.8785,1025.31,18.1227
13.9746,1032.98,18.2287
14.1341,1042.99,18.3464
13.9843,1037.22,18.1567
13.91,1025.54,18.1794
14.0615,1029.9,18.3127
14.0451,1030.58,18.2896
14.1395,1032.17,18.3841
14.2173,1043.92,18.4036
14.101,1036.24,18.2893
14.1067,1031.04,18.3393
14.2078,1035.01,18.3573
14.1819,1035.6,18.3461
14.2672,1034.77,18.3964
14.2438,1038.68,18.4621
14.3433,1039.08,18.3879
14.3314,1033.33,18.3783
14.4395,1030.12,18.4896
14.4719,1036.96,18.5124
14.5356,1044.52,18.5758
14.6276,1047.24,18.5538
14.5089,1037.44,18.4955
14.4735,1034.58,18.506
14.4773,1036.64,18.5457
14.5583,1036.51,18.5945
14.6617,1041.3,18.6046
14.6996,1038.88,18.671
14.8371,1044.07,18.7432
14.8825,1045.92,18.7771
14.8819,1049.35,18.7471
14.775,1046.3,18.7307
14.7625,1041.4,18.7328
14.8863,1043.4,18.7787
14.8564,1041.52,18.7163
14.8468,1041.5,18.7311
14.8521,1041.42,18.8005
15.0533,1052.4,18.932
15.1021,1053.63,18.8838
15.0266,1047.46,18.853
14.9729,1046.58,18.8895
15.1012,1051.87,18.9001
15.1268,1049.81,18.9351
15.2095,1051.73,18.9955
15.3099,1056.16,19.0655
15.2731,1052.05,18.9858
15.3557,1051.72,19.0278
15.3742,1053.88,19.131
15.4439,1060.52,19.1084
15.382,1052.38,19.069
15.3769,1055.86,19.11
15.4119,1054.71,19.1397
15.3847,1053.7,19.1237
15.5271,1060.33,19.2396
15.7654,1063.59,19.3475
15.7676,1061.45,19.3014
15.6807,1057.23,19.2551
15.7684,1059.56,19.3803
15.9337,1066.24,19.4574
15.9278,1062.22,19.4838
15.9414,1063.1,19.4657
15.9663,1059.9,19.4634
15.9047,1065.08,19.4761
16.0304,1063.15,19.4916
16.09,1066.97,19.5516
16.1088,1066.48,19.6074
16.2485,1067.62,19.6869
16.3417,1071.88,19.7691
16.3589,1068.32,19.7341
16.2671,1070.26,19.6766
16.2626,1072.84,19.7063
16.3116,1070.21,19.7211
16.2198,1071.65,19.6857
16.3464,1071.51,19.7516
16.479,1079.68,19.8955
16.5013,1075.69,19.8991
16.6151,1076.99,19.9083
16.552,1074.55,19.8316
16.5021,1078.39,19.8289
16.5505,1073.67,19.9188
16.8068,1078.51,20.0843
16.9974,1086.88,20.1213
16.8553,1079.66,20.0346
16.7947,1080.98,20.0276
16.9886,1081.95,20.1623
17.0392,1088.27,20.1711
16.9636,1081.81,20.1401
17.0861,1086.5,20.2183
17.208,1085.13,20.3123
17.2648,1089.02,20.3171
17.2356,1089.33,20.3107
17.1657,1090.12,20.3134
17.1353,1087.29,20.2711
17.2361,1087.89,20.3346
