tas,pr,tos
14.8365,1101.56,18.3833
14.9723,1099.65,18.4807
14.8539,1104.32,18.3579
14.9193,1101.44,18.4072
14.9362,1102.44,18.3859
14.9073,1099.65,18.4089
15.0076,1102.07,18.4524
14.9714,1096.66,18.5046
15.1831,1099.87,18.5548
14.968,1103.21,18.4982
15.0721,1107.81,18.5672
15.0453,1104.27,18.5355
14.9768,1099.45,18.5004
15.1152,1105.7,18.5575
15.095,1104.4,18.5539
15.0394,1104.21,18.5191
15.0784,1102.83,18.5353
15.1324,1106.8,18.548
14.9771,1100.14,18.5079
15.2071,1104.86,18.6172
15.2316,1105.88,18.6798
15.1995,1106.08,18.589
15.2036,1108.78,18.6049
15.2414,1105.63,18.5718
15.328,1102.59,18.6793
15.1989,1105.41,18.6589
15.1439,1104.88,18.5787
15.2068,1109.31,18.5927
15.185,1105.05,18.5972
15.1527,1104.24,18.5811
15.4082,1110.52,18.7499
15.3729,1107.76,18.7439
15.2535,1107.49,18.7246
15.4666,1112.65,18.7735
15.3201,1111.25,18.7511
15.5018,1111.41,18.8246
15.5047,1114.61,18.8777
15.3375,1110.88,18.7512
15.3983,1113.4,18.7765
15.363,1109.42,18.7815
15.4591,1111.79,18.7984
15.3615,1110.95,18.7453
15.3228,1110.43,18.7603
15.3255,1107.69,18.7282
15.3799,1109.84,18.7235
15.2746,1111.5,18.6843
15.3337,1113.66,18.7478
15.3717,1110.44,18.7407
15.2569,1106.18,18.6722
15.3129,1108.65,18.7432
15.2539,1106.85,18.7026
15.3317,1109.18,18.7566
15.45,1110.34,18.7719
15.3329,1110.78,18.7624
15.3619,1106.82,18.7919
15.5269,1115.53,18.8427
15.4904,1112.83,18.7191
15.091,1109.49,18.5844
15.3258,1108.51,18.7124
15.4224,1104.46,18.7131
15.3317,1111.85,18.6892
15.2003,1111.55,18.6738
15.3434,1112.47,18.7571
15.4493,1104.38,18.7355
15.5092,1113.75,18.8039
15.2543,1110.63,18.6502
15.2454,1108.92,18.6595
15.2229,1108.57,18.6452
15.1798,1106.5,18.5838
15.2408,1102.55,18.6642
15.3586,1110.44,18.7549
15.3525,1109.32,18.7812
15.4521,1113.13,18.8169
15.4425,1115.34,18.7882
15.2989,1111.43,18.7205
15.2213,1103.35,18.6574
15.324,1115.54,18.7302
15.0823,1105.31,18.5567
15.2097,1109.79,18.696
15.3197,1110.64,18.7291
15.3178,1107.19,18.7018
15.3415,1112.38,18.7811
15.4191,1113.94,18.7908
15.333,1109.76,18.7589
15.1921,1113.38,18.6865
15.2357,1106.89,18.6991
15.247,1108.35,18.6872
15.3832,1110.35,18.7623
15.4713,1114.67,18.8401
15.2731,1108.78,18.7022
15.2696,1108.82,18.6537
15.23,1106.99,18.6177
15.2367,1105.92,18.6806
15.307,1112.9,18.6927
15.1948,1110.33,18.6387
