tas,pr,tos
15.8447,1055.1,18.832
15.9259,1057.44,18.858
15.8305,1055.64,18.8423
15.7593,1055.85,18.7626
15.7957,1058.62,18.8773
15.9052,1062.87,18.9286
15.8561,1055.6,18.8273
15.8037,1054.51,18.8341
15.9982,1061.23,18.9535
16.0111,1065.68,18.9649
15.9843,1060.79,18.932
15.8878,1064.38,18.9352
16.0024,1061.52,19.0306
16.0097,1056.83,18.9684
16.0331,1064.11,18.9658
16.0101,1060.54,18.9541
16.171,1063.14,19.1008
16.2348,1072.73,19.139
16.1736,1060.6,19.0809
16.215,1066.98,19.0957
16.217,1065.85,19.0674
16.274,1067.57,19.1962
16.382,1066.45,19.2252
16.527,1075.72,19.3123
16.2882,1068.8,19.1345
16.295,1066.67,19.2076
16.3033,1072.05,19.1988
16.2724,1068.86,19.1819
16.4652,1073.63,19.3161
16.3814,1078.03,19.2065
16.2363,1066.43,19.1328
16.3503,1071.54,19.2646
16.3164,1067.48,19.1787
16.2576,1068.04,19.2283
16.3876,1074.32,19.2384
16.5111,1073.45,19.3229
16.4334,1073.86,19.2763
16.4984,1075.81,19.3886
16.4153,1080.94,19.2974
16.385,1069.51,19.2645
16.3699,1069.96,19.2107
16.2614,1071.12,19.2328
16.4696,1073.05,19.3536
16.3951,1076.01,19.2789
16.299,1068.33,19.229
16.3837,1074.09,19.2339
16.4273,1069.92,19.3015
16.5376,1079.62,19.3766
16.5474,1080.18,19.3481
16.3546,1072.76,19.2543
16.454,1074.21,19.2707
16.3992,1077.1,19.2461
16.3408,1071.28,19.2066
16.4575,1072.52,19.2681
16.3007,1071.88,19.1243
16.2785,1070.3,19.1677
16.3221,1079.65,19.2058
16.2948,1072.31,19.1958
16.2853,1070.88,19.1914
16.2209,1072.45,19.1382
16.3398,1074.22,19.2264
16.3025,1074.1,19.1994
16.2209,1069.17,19.1355
16.2949,1073.64,19.1484
16.2531,1074.04,19.1697
16.2727,1072.91,19.1391
16.2778,1069.2,19.1735
16.3014,1075.63,19.2147
16.1474,1066.19,19.053
16.0984,1071.65,19.1474
16.2646,1067.93,19.1415
16.2917,1074.29,19.2059
16.3505,1076.85,19.2295
16.212,1076.24,19.1083
16.138,1065.78,19.0171
16.2102,1067.33,19.0595
16.2534,1068.62,19.1162
16.3337,1070.2,19.1886
16.2429,1074.69,19.1515
16.1233,1067.6,19.0875
16.2273,1074.54,19.1635
16.1647,1070.28,19.1349
16.1971,1069.52,19.104
16.0858,1063.89,18.9888
16.159,1067.81,19.0935
16.2464,1071.62,19.1596
16.2448,1074.57,19.1458
16.1694,1074.1,19.1638
16.1613,1073.61,19.0584
16.0873,1063.75,19.0807
16.2328,1074.24,19.1643
16.1475,1072.05,19.0873
16.1278,1070.21,19.0741
16.0903,1068.94,19.0364
16.1561,1070.32,19.0653
