tas,pr,tos
14.6135,1100.55,18.9756
14.8141,1103.14,18.9765
14.7321,1093.55,18.7813
14.4731,1091.73,18.8167
14.5474,1095.92,18.8884
14.5338,1090.02,18.8824
14.5755,1089.45,18.8933
14.6219,1100.17,18.9673
14.7541,1089.46,18.9067
14.6664,1090.87,18.9747
14.7362,1094.65,19.0328
14.8745,1094.87,19.0229
14.8514,1094.01,19.0057
14.8399,1095.56,19.0545
14.8454,1094.27,19.0142
14.8419,1099.34,19.0421
14.9695,1097.93,19.0648
14.9496,1096.28,18.988
14.8078,1090.59,18.9914
14.8014,1096.35,19.0961
14.9167,1097.13,19.0955
14.9664,1096.96,19.0574
14.8584,1100.43,19.1311
14.9063,1099.36,19.179
15.027,1104.5,19.2477
15.0618,1105.12,19.22
15.1747,1104.21,19.266
15.2221,1099.75,19.1999
15.1085,1100.2,19.2349
15.1538,1099.85,19.2848
15.0933,1110.0,19.3336
15.2481,1099.53,19.2575
15.0936,1103.94,19.3348
15.2257,1110.09,19.4152
15.3889,1106.85,19.3465
15.2705,1106.67,19.3149
15.2228,1102.17,19.3318
15.2908,1106.05,19.3258
15.2698,1099.88,19.3217
15.2442,1104.54,19.3938
15.3132,1108.77,19.4659
15.547,1104.11,19.4747
15.5273,1105.61,19.4684
15.5146,1100.36,19.4556
15.4662,1114.48,19.57
15.5669,1113.35,19.5897
15.7093,1107.54,19.4609
15.3803,1106.56,19.4917
15.5228,1110.63,19.5164
15.6891,1107.87,19.528
15.6036,1110.73,19.5251
15.4934,1110.94,19.5091
15.5559,1106.61,19.4858
15.5365,1107.49,19.5293
15.6206,1113.69,19.5326
15.6043,1107.57,19.5456
15.5935,1109.97,19.5989
15.679,1114.3,19.5985
15.7103,1111.95,19.549
15.588,1108.04,19.5258
15.5943,1107.96,19.5751
15.6271,1112.78,19.6071
15.7109,1109.25,19.6502
15.7959,1113.43,19.6469
15.7794,1110.9,19.6775
15.7077,1112.85,19.6998
15.84,1110.16,19.7425
15.8929,1117.38,19.8853
16.0613,1120.84,19.8951
16.1031,1117.66,19.8068
15.9671,1114.17,19.8138
16.0036,1121.77,19.8522
16.1397,1118.51,19.8761
16.0959,1126.5,19.8776
16.1313,1118.54,19.9017
16.1674,1113.66,19.9434
16.1469,1123.62,19.8884
16.1181,1115.67,19.9316
16.1519,1115.44,19.9505
16.2042,1122.88,20.0706
16.3076,1124.41,20.0444
16.293,1121.1,20.1507
16.4365,1130.95,20.1628
16.4893,1130.28,20.2179
16.5865,1125.02,20.1327
16.5301,1123.29,20.1158
16.4317,1119.34,20.0189
16.3445,1119.81,20.0618
16.3788,1121.77,20.1186
16.45,1124.81,20.143
16.485,1125.31,20.1491
16.5024,1123.91,20.1518
16.4819,1122.86,20.1693
16.4736,1127.43,20.1851
16.5887,1132.44,20.2016
