tas,pr,tos
14.5568,1173.63,18.0197
14.5575,1172.11,17.9788
14.6309,1174.78,18.1077
14.7166,1182.05,18.0891
14.5589,1177.45,17.9843
14.5016,1169.43,17.9722
14.5384,1171.6,18.0378
14.4958,1169.82,18.0133
14.4998,1175.37,18.0224
14.4363,1173.89,17.9298
14.5392,1167.19,17.9923
14.5392,1173.41,18.0504
14.6027,1172.73,18.0469
14.6696,1175.43,18.0471
14.4417,1172.42,17.9315
14.376,1168.81,17.9039
14.4697,1171.64,17.9438
14.5584,1174.13,18.0498
14.7395,1178.31,18.1271
14.7394,1176.95,18.115
14.5577,1172.75,18.006
14.6398,1174.73,18.089
14.8035,1178.83,18.1858
14.7503,1181.28,18.1303
14.4956,1174.88,17.9302
14.5055,1171.08,17.9305
14.5477,1172.5,18.0068
14.7605,1173.96,18.133
14.7802,1181.76,18.1206
14.4522,1170.59,17.9542
14.4398,1174.63,17.8928
14.4467,1168.16,17.9304
14.5387,1168.21,18.0327
14.6213,1172.81,18.0988
14.5269,1170.34,18.0324
14.2506,1166.93,17.7774
14.2707,1165.15,17.786
14.384,1161.94,17.9122
14.462,1168.73,17.9962
14.7334,1172.0,18.1815
14.8595,1181.22,18.2478
14.5264,1172.79,17.95
14.2207,1166.31,17.8184
14.3834,1169.12,17.8867
14.5294,1170.8,18.0019
14.6447,1174.47,18.0856
14.671,1174.77,18.0833
14.5401,1173.85,17.9783
14.4422,1169.89,17.9301
14.5637,1172.52,18.0145
14.6081,1175.13,18.0172
14.553,1169.72,17.9733
14.4552,1170.04,17.959
14.4603,1166.35,17.9219
14.3744,1167.54,17.8985
14.4126,1168.69,17.9611
14.551,1168.67,18.0546
14.6825,1177.66,18.1341
14.6992,1175.44,18.0947
14.642,1171.61,18.0693
14.5527,1171.57,18.0506
14.6247,1180.25,18.0487
14.6656,1171.75,18.1177
14.541,1167.72,18.0554
14.4695,1166.8,18.0175
14.5958,1172.53,18.0438
14.5957,1172.08,18.0456
14.5262,1171.04,18.0688
14.631,1175.57,18.0689
14.6243,1175.65,18.0802
14.5857,1170.43,18.0696
14.7306,1175.79,18.1554
14.8311,1177.79,18.2218
14.7505,1176.58,18.1407
14.6233,1169.29,18.008
14.5905,1170.6,18.0273
14.6482,1166.33,18.0699
14.6638,1176.7,18.0607
14.635,1168.5,18.0919
14.7093,1175.35,18.1508
14.8153,1172.06,18.2557
15.0209,1180.83,18.3767
15.118,1189.39,18.3743
14.5761,1172.2,18.017
14.4707,1162.9,17.9667
14.7372,1171.53,18.165
14.7333,1176.16,18.1475
14.8044,1173.1,18.1857
14.815,1173.93,18.2215
14.7882,1178.25,18.1998
14.7755,1174.68,18.1471
14.6522,1172.97,18.0962
14.6347,1171.39,18.1402
14.7937,1179.85,18.2279
14.7978,1176.42,18.1888
14.7074,1169.31,18.1349
14.7632,1168.76,18.2185
14.8876,1173.4,18.3222
14.8879,1177.98,18.2845
14.7614,1171.05,18.2085
14.8755,1172.6,18.2372
15.076,1175.6,18.3813
15.1547,1187.56,18.411
14.7492,1175.4,18.1274
14.6196,1169.51,18.073
14.7524,1169.21,18.2291
14.8299,1175.38,18.2574
14.8523,1173.09,18.198
14.9232,1167.71,18.3103
15.0508,1177.64,18.3535
15.1766,1180.89,18.4588
14.9861,1178.7,18.3313
14.5541,1169.95,18.047
14.5421,1164.27,18.0084
14.4958,1159.84,18.0076
14.7768,1163.4,18.2017
14.9836,1174.47,18.3147
14.5828,1167.13,17.9823
14.3657,1157.8,17.8968
14.4759,1161.92,17.9544
14.5786,1167.65,18.051
14.5642,1161.61,18.0591
14.5307,1163.67,18.0531
14.5004,1163.92,18.0481
14.6352,1165.44,18.1661
14.9157,1167.34,18.3461
14.9936,1181.79,18.3354
14.58,1163.58,18.0537
14.5216,1159.19,18.0458
14.6844,1164.34,18.1571
14.8075,1167.98,18.228
14.814,1168.16,18.2146
14.6312,1163.57,18.1159
14.4479,1156.56,18.0403
14.5489,1161.92,18.0787
14.6634,1161.04,18.1603
14.7774,1166.58,18.2448
14.8569,1165.25,18.2574
14.7592,1161.08,18.1566
14.7982,1162.28,18.2077
14.8717,1164.91,18.2562
14.9585,1164.05,18.3123
14.8863,1163.15,18.3086
15.1673,1175.92,18.4511
14.8972,1171.88,18.1982
14.7438,1164.07,18.1419
14.8714,1162.75,18.2565
15.132,1164.75,18.3912
15.1465,1170.59,18.4209
15.1726,1173.39,18.4179
15.1477,1171.4,18.4233
15.1478,1170.92,18.4138
15.2451,1172.96,18.5104
15.3788,1176.65,18.6051
15.5797,1180.66,18.7072
15.5587,1173.83,18.7037
