tas,pr,tos
15.9305,1182.34,19.508
16.0279,1181.07,19.5399
15.9622,1178.3,19.5055
15.8774,1181.75,19.5068
15.914,1181.15,19.5336
15.9035,1179.34,19.5073
16.0042,1186.89,19.5641
16.0073,1183.36,19.5945
16.0384,1183.54,19.5823
16.1411,1180.02,19.6279
16.1172,1181.75,19.668
16.2216,1186.65,19.6738
16.2066,1185.56,19.6878
16.2265,1185.44,19.7108
16.2325,1185.14,19.7229
16.2549,1184.4,19.7149
16.2247,1183.03,19.7358
16.3327,1188.8,19.7945
16.3512,1185.22,19.7861
16.3244,1188.53,19.747
16.3304,1192.0,19.8065
16.3383,1193.7,19.8111
16.3118,1185.55,19.7911
16.4639,1190.32,19.8824
16.397,1189.86,19.7988
16.3449,1187.74,19.8029
16.4337,1191.75,19.8758
16.4793,1193.51,19.8515
16.4647,1191.69,19.8825
16.5601,1195.95,19.9368
16.5681,1188.71,19.9267
16.5757,1191.78,19.9382
16.6093,1195.2,19.9744
16.5999,1196.79,19.9641
16.5637,1190.19,19.9215
16.6136,1194.95,19.9835
16.5808,1192.34,19.979
16.5723,1194.73,19.9515
16.5921,1194.9,19.961
16.669,1196.18,20.0195
16.6905,1192.1,20.0428
16.7635,1199.51,20.0588
16.7701,1190.09,20.0419
16.7809,1194.81,20.078
16.8596,1193.97,20.1483
16.8537,1199.67,20.1928
16.8676,1198.79,20.165
16.77,1193.15,20.1015
16.8484,1200.99,20.192
16.8706,1201.92,20.1656
16.8517,1197.38,20.1913
16.911,1196.79,20.1943
16.8803,1198.43,20.1944
16.9732,1200.78,20.242
16.9213,1200.95,20.2171
17.005,1202.48,20.2842
16.9349,1202.7,20.27
16.8933,1197.82,20.226
16.9825,1199.91,20.2716
16.999,1208.33,20.2458
16.9707,1201.5,20.2354
17.0075,1200.62,20.2882
17.0255,1204.43,20.2995
16.9857,1199.29,20.2764
17.0529,1203.25,20.2897
17.0313,1201.62,20.2723
17.0226,1201.09,20.2944
17.0406,1208.09,20.3255
17.0125,1196.42,20.269
17.0696,1203.94,20.3363
17.0815,1209.58,20.3397
17.0156,1201.87,20.2706
17.0646,1209.42,20.3424
17.019,1202.08,20.3019
16.989,1202.4,20.3068
17.1234,1207.23,20.3585
17.0832,1199.71,20.3442
17.0741,1206.99,20.3582
17.1241,1204.37,20.3698
17.1103,1204.19,20.3529
17.1147,1204.18,20.3981
17.2549,1210.95,20.4666
17.1549,1207.81,20.4038
17.109,1209.0,20.3897
17.1082,1208.11,20.365
17.174,1205.04,20.3949
17.118,1203.31,20.382
17.0731,1204.5,20.3481
17.1396,1204.64,20.3977
17.2311,1209.22,20.4415
17.2057,1206.34,20.3899
17.1361,1207.6,20.3921
17.1653,1206.19,20.3861
17.1477,1210.11,20.3953
17.1923,1202.71,20.3972
