tas,pr,tos
14.4969,1077.34,18.1144
14.5396,1081.62,18.1751
14.508,1078.71,18.0745
14.4211,1079.13,18.1058
14.6834,1084.8,18.2746
14.6317,1085.05,18.2385
14.5246,1080.8,18.2182
14.7631,1089.39,18.3682
14.916,1082.68,18.4051
14.8648,1089.15,18.4096
14.6981,1076.24,18.2066
14.5835,1081.02,18.1879
14.5743,1079.44,18.1096
14.6999,1075.29,18.2554
14.9451,1080.78,18.4726
14.9945,1084.44,18.4564
14.8651,1086.62,18.3765
14.895,1085.98,18.3997
14.8724,1085.8,18.3836
14.778,1084.89,18.3221
15.0269,1088.89,18.4916
15.1703,1090.93,18.5794
15.2391,1089.65,18.6014
15.0672,1088.18,18.5352
15.1096,1091.74,18.5627
15.3094,1096.87,18.6706
15.0625,1092.61,18.4743
14.7937,1087.33,18.3172
14.9422,1090.42,18.4274
15.0857,1088.2,18.5357
15.2139,1095.9,18.6336
15.1798,1091.5,18.5726
15.2932,1093.48,18.6942
15.1839,1094.12,18.6072
15.0483,1090.9,18.5289
14.992,1091.64,18.4557
15.205,1087.55,18.6058
15.5029,1093.86,18.8346
15.6078,1105.08,18.8243
15.1136,1088.47,18.4859
15.2303,1092.66,18.6067
15.403,1093.89,18.7092
15.159,1088.38,18.5475
15.1448,1090.43,18.5636
15.1531,1092.42,18.5406
15.0959,1089.21,18.5657
15.0778,1086.69,18.4925
15.1587,1086.27,18.594
15.1494,1093.99,18.5977
15.0788,1084.27,18.5427
15.1187,1090.45,18.5908
15.0116,1092.21,18.5399
14.9661,1086.52,18.4286
15.1514,1090.04,18.5978
15.2368,1093.58,18.6803
15.3136,1092.06,18.7316
15.2782,1095.72,18.7136
15.2733,1097.47,18.616
15.0585,1091.46,18.5525
15.077,1090.75,18.5672
15.2001,1088.48,18.6404
15.3621,1090.75,18.6826
15.3278,1098.52,18.693
14.991,1091.86,18.4677
14.8742,1089.19,18.369
14.9186,1086.77,18.4216
15.0763,1088.72,18.5167
15.1756,1090.32,18.6216
15.2726,1093.05,18.6618
15.101,1087.89,18.5087
15.0749,1093.27,18.4979
15.1064,1086.89,18.516
15.1493,1090.97,18.6356
15.2739,1091.24,18.6675
15.3413,1093.49,18.6761
15.2125,1093.32,18.6327
15.0155,1088.08,18.4525
14.9034,1084.12,18.443
14.8599,1082.79,18.3981
14.899,1085.6,18.4198
15.1417,1093.83,18.5987
15.2583,1093.54,18.6431
15.1869,1090.64,18.5973
15.0161,1086.32,18.4914
14.9774,1089.53,18.4844
15.1165,1086.2,18.5035
15.0681,1092.71,18.5048
14.8871,1087.8,18.3964
14.8716,1085.12,18.4006
14.9659,1082.77,18.4258
15.1049,1088.93,18.5307
15.1703,1088.11,18.6056
15.2733,1095.87,18.6672
14.9161,1089.38,18.3959
14.9709,1084.66,18.3931
