tas,pr,tos
13.7232,1024.88,17.4642
13.6304,1020.41,17.3479
13.642,1020.41,17.3914
13.7934,1025.42,17.4759
13.7168,1018.17,17.4019
13.7136,1019.17,17.3962
13.6716,1022.17,17.4522
13.3947,1019.39,17.3227
13.5554,1017.25,17.3509
13.6954,1020.04,17.4125
13.8324,1022.83,17.4391
13.7454,1021.25,17.4229
13.8279,1022.7,17.4421
13.5688,1017.27,17.3538
13.7509,1019.99,17.4684
13.7396,1023.22,17.4047
13.6764,1015.82,17.3957
13.8078,1023.1,17.503
13.7732,1022.45,17.4413
13.839,1021.4,17.4713
13.8974,1025.27,17.5436
13.9783,1023.07,17.5907
13.9118,1026.16,17.5374
13.952,1021.87,17.5586
13.9536,1027.2,17.5745
13.9937,1024.83,17.5981
13.9395,1026.24,17.5961
13.9764,1025.3,17.5676
13.8193,1022.81,17.4886
13.9817,1023.57,17.5817
14.037,1024.73,17.6011
14.0142,1023.31,17.6278
14.0191,1029.46,17.7032
13.9245,1027.35,17.647
13.4284,1008.42,17.2951
13.6541,1018.65,17.3936
13.6173,1013.75,17.3749
13.7574,1020.34,17.4621
13.6793,1020.83,17.4234
13.6412,1015.57,17.4436
13.7802,1016.35,17.4645
13.5166,1015.16,17.3497
13.6419,1018.77,17.4353
13.7298,1019.87,17.4579
13.8396,1020.43,17.5755
13.9067,1026.84,17.5472
13.822,1024.95,17.5499
13.887,1022.68,17.5334
13.9357,1027.49,17.5989
13.9869,1020.41,17.5938
13.9244,1026.1,17.6276
13.9355,1021.7,17.5716
13.9437,1022.29,17.5643
13.5208,1009.76,17.3304
13.5154,1015.51,17.3502
13.6187,1018.31,17.4462
13.7219,1020.76,17.4845
13.7468,1019.76,17.4443
13.6724,1020.77,17.443
13.7489,1019.14,17.4565
13.6487,1021.98,17.4319
13.6664,1022.0,17.4812
13.6861,1020.23,17.4922
13.6421,1022.13,17.4824
13.7153,1017.78,17.4868
13.8196,1021.71,17.52
13.8622,1021.01,17.5681
13.8607,1021.16,17.5534
13.8583,1024.72,17.552
13.8682,1018.45,17.5727
14.0638,1026.49,17.6133
13.8951,1026.73,17.5446
13.9641,1024.26,17.5799
13.9053,1020.62,17.5912
13.9574,1020.43,17.6192
14.0612,1028.39,17.6249
13.9854,1020.61,17.632
14.2236,1029.04,17.744
14.082,1029.9,17.6733
13.9878,1023.99,17.5957
13.9359,1020.73,17.6192
14.1604,1031.69,17.7213
14.0566,1021.93,17.6955
14.1253,1032.19,17.6657
14.0681,1026.91,17.7074
14.0687,1024.31,17.672
13.9721,1025.04,17.6767
14.0878,1028.62,17.6924
14.118,1030.42,17.6886
14.0346,1025.65,17.6945
14.0263,1030.87,17.6802
14.0351,1023.4,17.6572
14.0413,1034.26,17.7167
14.0523,1028.23,17.614
14.0703,1025.79,17.6371
14.0823,1031.17,17.7167
14.0843,1029.68,17.6807
14.0874,1027.82,17.6831
14.0452,1027.86,17.6928
14.1239,1028.04,17.6894
13.9789,1028.21,17.6993
13.9904,1025.33,17.647
14.0599,1025.46,17.7064
14.1052,1029.59,17.6665
14.0156,1022.41,17.6368
14.0523,1029.65,17.6939
14.0391,1026.77,17.6448
14.0923,1027.52,17.6571
14.1486,1029.48,17.7518
14.0714,1026.75,17.7531
14.1117,1027.6,17.7128
14.0132,1021.21,17.7221
14.1777,1030.26,17.7638
13.9494,1024.09,17.5908
13.7708,1017.12,17.4781
13.8632,1018.92,17.5714
13.9441,1018.99,17.6
14.0321,1026.08,17.6799
14.0173,1023.89,17.6854
14.0056,1025.26,17.6542
13.9951,1025.26,17.6371
14.0792,1019.73,17.6806
14.0677,1023.24,17.6743
14.1238,1026.6,17.7584
14.318,1028.22,17.7829
14.1339,1023.35,17.7278
14.2369,1022.97,17.7439
14.2051,1029.48,17.756
14.1331,1025.06,17.7421
14.3158,1032.21,17.8521
14.2178,1026.31,17.8186
14.3799,1032.07,17.8776
14.3216,1028.74,17.8652
14.2646,1021.64,17.7637
14.3764,1022.6,17.8202
14.3767,1028.34,17.8853
14.5761,1029.9,17.9401
14.5702,1027.69,17.9481
14.6443,1033.04,18.0209
14.7178,1033.59,18.1343
14.8093,1036.53,18.1587
14.7816,1035.21,18.1478
14.421,1030.16,17.9275
14.5378,1031.18,17.9573
14.6271,1032.83,18.0112
14.6048,1033.99,18.038
14.7851,1040.03,18.1281
14.8458,1037.94,18.1536
14.8127,1039.72,18.1841
14.852,1040.66,18.1856
14.8842,1038.45,18.1707
14.9062,1036.9,18.2267
14.9822,1042.72,18.2361
14.8933,1040.02,18.1447
14.9449,1037.02,18.2156
14.9412,1040.81,18.2587
