tas,pr,tos
15.2452,1179.2,18.4959
15.2748,1171.11,18.4935
15.3055,1174.76,18.5142
15.4551,1175.52,18.6753
15.5149,1179.9,18.6436
15.3212,1173.23,18.5619
15.4734,1174.21,18.6964
15.7255,1181.54,18.8507
15.7863,1190.58,18.8531
15.3099,1175.43,18.5062
15.224,1175.07,18.4614
15.3358,1170.63,18.623
15.6412,1183.1,18.7835
15.8946,1188.26,18.9427
15.625,1178.77,18.7476
15.6387,1171.56,18.7228
15.7204,1178.3,18.8007
15.8354,1184.13,18.9022
15.843,1183.85,18.927
15.7616,1182.23,18.8456
15.7587,1177.62,18.7807
15.8452,1174.83,18.9686
16.1253,1186.68,19.1179
16.241,1195.05,19.1979
15.8778,1186.61,18.8799
15.7025,1180.74,18.7897
15.9077,1180.95,18.9604
16.1436,1187.02,19.1754
16.4448,1201.83,19.3178
16.07,1195.34,19.014
15.9234,1183.7,18.9382
15.9908,1185.03,19.0549
16.166,1190.19,19.1842
16.2902,1196.35,19.1765
16.0942,1187.5,19.0841
16.1346,1185.86,19.0881
16.435,1187.48,19.3127
16.6534,1202.98,19.4573
16.3502,1190.42,19.2204
16.2526,1190.73,19.1469
16.3182,1185.63,19.2269
16.5111,1193.68,19.3462
16.6456,1203.82,19.4732
16.4304,1196.49,19.2781
16.3499,1188.18,19.2045
16.4175,1187.62,19.3201
16.6968,1186.75,19.5587
16.9607,1193.01,19.7189
16.9052,1192.52,19.6578
16.9286,1195.83,19.6344
16.8294,1197.69,19.5791
16.8462,1186.23,19.6321
17.0066,1193.79,19.7492
17.1498,1195.55,19.8367
17.3275,1201.8,19.8786
16.9847,1196.94,19.6195
16.8723,1194.84,19.5626
17.0544,1192.02,19.7168
17.2676,1198.88,19.8698
17.4266,1202.21,19.9637
17.5414,1202.23,20.0489
17.3985,1201.82,19.9422
17.2384,1201.51,19.8081
17.2408,1195.79,19.833
17.3736,1198.74,20.0094
17.6653,1201.62,20.1711
17.6483,1208.6,20.1453
17.5883,1206.94,20.062
17.507,1200.27,20.0568
17.6587,1204.67,20.1963
17.9998,1209.88,20.4101
18.093,1221.36,20.4809
17.8292,1208.59,20.2657
17.6975,1205.16,20.1718
17.82,1210.22,20.2821
17.9882,1208.51,20.4344
18.2521,1218.3,20.6018
18.2524,1220.29,20.5278
17.9779,1213.33,20.3176
17.9308,1212.22,20.3049
18.1561,1212.86,20.4952
18.3863,1211.89,20.6687
18.3563,1221.87,20.605
18.2573,1210.67,20.5583
18.3098,1217.47,20.6107
18.533,1221.85,20.7576
18.5291,1227.23,20.7131
18.2219,1217.98,20.4973
18.2463,1214.25,20.577
18.4534,1219.81,20.6916
18.5825,1215.16,20.8203
18.7959,1223.43,20.9992
18.9933,1240.64,21.1154
18.7085,1225.13,20.846
18.7201,1219.68,20.8487
