tas,pr,tos
14.3699,1106.46,18.4228
14.196,1102.01,18.3315
14.2785,1096.45,18.4626
14.45,1105.88,18.5491
14.4636,1110.0,18.5596
14.5006,1105.38,18.5548
14.5372,1096.52,18.5694
14.6787,1103.56,18.6611
14.6519,1115.89,18.6633
14.5543,1104.16,18.643
14.5865,1110.63,18.6053
14.5371,1101.23,18.5055
14.8073,1105.49,18.7196
14.84,1106.24,18.7682
14.8032,1109.18,18.717
14.8194,1112.9,18.7707
14.9802,1114.97,18.7899
14.9984,1121.71,18.859
15.0009,1114.73,18.8558
15.1287,1118.91,18.9475
15.1134,1114.49,18.9367
15.2783,1123.51,19.0408
15.2158,1119.9,18.9674
15.0336,1119.41,18.8705
15.0562,1117.27,18.9553
15.2448,1129.05,18.9841
15.0345,1114.51,18.8628
15.3913,1127.46,19.09
15.3211,1128.93,19.0523
15.157,1119.06,19.0211
15.3871,1123.28,19.1168
15.5723,1134.62,19.2222
15.3981,1119.86,19.1347
15.3754,1120.05,19.1074
15.6829,1124.76,19.3029
15.6473,1131.12,19.2562
15.6278,1124.25,19.2507
15.7195,1127.1,19.3549
15.7026,1127.82,19.3305
15.8532,1131.57,19.4621
15.9278,1139.33,19.4056
15.6285,1118.89,19.2665
15.7051,1123.75,19.3658
15.8353,1133.35,19.4696
15.7871,1133.19,19.4252
15.9218,1128.67,19.4682
15.8798,1137.61,19.508
16.0517,1136.6,19.5913
16.1301,1145.54,19.6516
15.9575,1131.37,19.536
16.0757,1138.01,19.6069
16.1683,1142.78,19.6616
15.9822,1132.67,19.5386
16.0666,1136.07,19.5798
16.2031,1142.51,19.6459
16.023,1132.96,19.5916
16.248,1136.23,19.6872
16.2274,1148.78,19.728
16.0263,1132.01,19.5764
16.0416,1135.71,19.6147
16.218,1141.25,19.7456
16.3347,1152.2,19.8354
16.3504,1144.19,19.8108
16.3534,1140.79,19.7896
16.4733,1145.84,19.8813
16.2222,1140.29,19.6664
16.3624,1141.55,19.754
16.4904,1152.55,19.8781
16.4631,1153.31,19.844
16.1506,1137.92,19.6263
16.388,1142.85,19.8342
16.5267,1156.34,19.8891
16.2666,1139.34,19.7154
16.369,1146.36,19.8039
16.576,1153.55,19.9062
16.2552,1145.27,19.7452
16.4139,1144.24,19.8637
16.6266,1153.58,19.9388
16.407,1150.25,19.8447
16.495,1154.18,19.8986
16.6231,1154.65,19.9741
16.6684,1161.68,20.0141
16.4551,1148.97,19.872
16.5199,1142.89,19.8994
16.5319,1159.54,19.9146
16.532,1155.49,19.9198
16.6256,1153.66,19.9536
16.5637,1151.32,19.9579
16.7129,1157.36,20.0635
16.7025,1151.78,20.035
16.6189,1160.29,20.0192
16.5666,1149.81,20.0225
16.8116,1155.12,20.1646
16.8071,1165.44,20.1524
16.7366,1149.3,20.064
