tas,pr,tos
15.0047,1039.51,18.2868
14.9984,1040.59,18.2924
15.0724,1043.73,18.3103
15.0722,1037.75,18.3019
15.1342,1047.83,18.4025
15.1505,1046.95,18.3962
15.0557,1040.77,18.3478
15.1486,1044.84,18.3541
15.1274,1043.24,18.4129
15.133,1044.97,18.3662
15.1501,1040.3,18.4021
15.2155,1047.53,18.4579
15.0947,1044.04,18.3754
15.0693,1039.39,18.3727
15.1347,1046.7,18.4215
15.1326,1045.91,18.4368
15.2359,1043.91,18.4591
15.4078,1048.64,18.5428
15.2651,1047.53,18.4861
15.3167,1050.49,18.5122
15.446,1046.9,18.5782
15.6042,1050.0,18.6479
15.5209,1055.89,18.6337
15.4762,1053.56,18.576
15.4802,1051.2,18.5909
15.4432,1051.82,18.5807
15.5051,1055.01,18.6447
15.4914,1052.18,18.6157
15.5133,1048.7,18.6276
15.5641,1054.96,18.6645
15.5695,1045.62,18.6687
15.637,1054.17,18.725
15.7325,1057.78,18.759
15.6675,1056.18,18.7093
15.624,1057.82,18.7024
15.5434,1055.46,18.657
15.4618,1051.04,18.5957
15.3953,1051.74,18.5812
15.4684,1049.95,18.6269
15.5453,1059.28,18.6457
15.5199,1052.46,18.6333
15.5972,1056.43,18.6855
15.5327,1055.88,18.6225
15.5609,1052.53,18.6318
15.6318,1055.6,18.7389
15.6011,1055.67,18.7015
15.479,1052.43,18.6422
15.3942,1046.79,18.6474
15.5284,1055.12,18.7188
15.6002,1058.64,18.7337
15.4724,1055.31,18.6565
15.5775,1053.79,18.7324
15.6222,1060.77,18.7227
15.6494,1050.87,18.7741
15.8065,1058.6,18.8107
15.7327,1054.94,18.7487
15.6911,1057.49,18.768
15.8235,1056.47,18.8025
15.7193,1060.96,18.8127
15.7103,1060.62,18.8088
15.7286,1055.17,18.7769
15.6555,1054.5,18.7485
15.6868,1058.22,18.7636
15.53,1058.02,18.6944
15.5516,1053.57,18.6743
15.5343,1057.42,18.6976
15.6067,1059.74,18.712
15.4989,1055.45,18.6791
15.5459,1055.05,18.6843
15.5365,1055.95,18.6931
15.5238,1053.34,18.6499
15.5003,1057.74,18.7099
15.5859,1057.41,18.7208
15.5174,1055.07,18.7158
15.6274,1059.88,18.6897
15.5525,1054.77,18.6325
15.5396,1055.47,18.6573
15.4709,1055.31,18.6687
15.545,1057.39,18.6783
15.36,1056.51,18.5675
15.4578,1056.98,18.6215
15.3953,1054.88,18.6309
15.4792,1057.47,18.7023
15.5689,1058.26,18.7005
15.5173,1053.68,18.6243
15.5428,1055.35,18.6473
15.6072,1055.59,18.7086
15.6303,1057.15,18.7243
15.5574,1059.71,18.7322
15.6142,1058.43,18.7606
15.7515,1056.9,18.7794
15.7582,1057.6,18.8118
15.7805,1060.87,18.823
15.7119,1061.69,18.7713
15.7291,1061.5,18.8153
