tas,pr,tos
13.5595,1097.35,17.8528
13.5884,1103.51,17.9229
13.6467,1109.08,17.8961
13.4113,1096.75,17.7292
13.4577,1105.23,17.8259
13.541,1108.4,17.9014
13.5141,1104.23,17.8542
13.6126,1109.31,17.951
13.5966,1110.64,17.9197
13.5306,1104.23,17.8768
13.5036,1102.58,17.8577
13.4629,1102.64,17.8722
13.4718,1110.87,17.815
13.253,1099.06,17.6931
13.395,1101.79,17.7992
13.5113,1110.1,17.8596
13.3035,1102.47,17.7586
13.3755,1100.84,17.7806
13.505,1102.58,17.8616
13.579,1103.66,17.8744
13.4645,1098.72,17.8254
13.6312,1106.04,17.9647
13.5348,1104.89,17.8854
13.607,1105.83,17.9324
13.6275,1103.0,17.9242
13.7814,1109.04,18.0483
13.7132,1115.64,18.0089
13.4027,1098.08,17.8127
13.5785,1096.01,17.9573
13.6746,1108.79,17.9714
13.6166,1104.81,17.9323
13.5576,1097.05,17.9233
13.7097,1106.55,18.0136
13.6798,1105.15,17.9997
13.3359,1102.72,17.7903
13.0646,1089.14,17.6206
13.1849,1098.15,17.7418
13.1688,1094.41,17.7069
13.39,1097.05,17.8301
13.2642,1094.58,17.757
13.0655,1094.37,17.7438
13.0755,1097.66,17.6872
13.1389,1085.72,17.7265
13.3464,1101.1,17.8341
13.2497,1096.88,17.7901
13.4137,1104.35,17.8818
13.4112,1102.02,17.7911
13.2482,1086.9,17.7036
13.3735,1099.44,17.8372
13.435,1102.65,17.8764
13.5037,1102.29,17.8482
13.3667,1100.89,17.7186
13.2944,1092.81,17.6488
13.186,1088.54,17.6229
13.2385,1094.27,17.6567
13.2798,1089.97,17.6836
13.2335,1095.38,17.6897
13.3761,1088.72,17.7998
13.5263,1104.12,17.8908
13.3741,1098.4,17.7708
13.4538,1092.48,17.895
13.61,1103.13,17.9383
13.2805,1091.81,17.7661
13.1863,1092.05,17.684
13.2219,1093.96,17.7845
13.4359,1101.92,17.8798
13.3342,1099.27,17.7808
13.367,1096.91,17.7886
13.3347,1100.98,17.8133
13.1936,1097.71,17.7063
13.5082,1098.01,17.898
13.5489,1099.67,17.9263
13.5095,1099.6,17.9122
13.5955,1100.82,17.9033
13.5748,1093.31,17.9627
13.6648,1098.09,17.9429
13.4786,1094.93,17.8566
13.4747,1103.02,17.8837
13.555,1097.93,17.9246
13.4205,1099.45,17.8506
13.415,1091.27,17.8361
13.546,1100.97,17.9155
13.5408,1097.8,17.8907
13.4442,1098.15,17.7874
13.595,1096.83,17.9354
13.7051,1095.87,17.9576
13.5392,1099.1,17.8682
13.5581,1092.43,17.9072
13.7912,1103.76,18.0466
13.5223,1093.85,17.8614
13.5437,1095.86,17.9457
13.6184,1097.66,17.9422
13.7367,1105.04,18.0864
13.6233,1100.67,17.9523
13.7116,1095.79,17.9835
13.842,1099.18,18.0761
13.6738,1100.35,18.01
13.7428,1099.84,18.033
13.5908,1094.39,17.9691
13.7274,1102.08,17.9734
13.5185,1092.33,17.9232
13.7133,1098.89,17.966
13.6735,1099.81,17.9591
13.6047,1092.58,17.9377
13.7344,1096.81,17.9714
13.7169,1099.01,18.0464
13.9479,1103.7,18.1916
13.8863,1109.79,18.1569
13.5952,1096.48,17.973
13.6116,1096.35,17.9976
13.5518,1100.05,17.9857
13.5598,1096.87,17.9216
13.4668,1096.44,17.9181
13.3545,1093.51,17.7974
13.0802,1082.6,17.5782
13.0914,1080.86,17.5577
12.9948,1078.95,17.5127
13.0973,1083.29,17.6234
13.1489,1083.91,17.6866
13.107,1085.72,17.5944
13.1812,1081.67,17.6242
13.2124,1089.74,17.701
13.2692,1082.38,17.7457
13.329,1086.34,17.7619
13.4235,1085.89,17.8598
13.4271,1095.44,17.834
13.2332,1079.72,17.6421
13.3098,1077.43,17.7725
13.5383,1082.8,17.905
13.7913,1083.77,18.0164
13.7119,1093.67,17.9903
13.5688,1083.07,17.8771
13.6317,1083.65,17.9379
13.3121,1084.31,17.792
13.5131,1085.02,17.8818
13.5285,1084.58,17.8864
13.4822,1083.48,17.8623
13.7283,1086.53,17.9673
13.7367,1093.53,18.0065
13.7767,1092.84,18.0313
13.7636,1088.57,18.0092
13.7,1088.88,18.0011
13.5267,1081.37,17.8589
13.4616,1083.12,17.8384
13.5092,1084.05,17.8109
13.5983,1088.83,17.888
13.7825,1085.15,18.078
13.9715,1091.26,18.1934
13.8392,1093.59,18.1233
14.0011,1093.11,18.2026
13.9944,1088.46,18.1952
14.0625,1092.51,18.2514
14.1844,1094.14,18.3373
14.1886,1098.8,18.2946
14.0681,1094.06,18.2495
14.1691,1099.56,18.3616
