exp0
1.23596
0.13834
1.87203
5.76826
0.0
0.739435
0.189894
0.0865771
0.100265
0.913095
5.94378
0.750331
1.8385
0.642014
1.32331
0.145386
2.10995
1.73464
0.00386155
2.10816
8.1769
0.0648817
0.157861
0.267134
11.9508
4.74719
1.05147
0.0126625
2.57299
2.71643
16.9627
1.32375
1.73807
0.310439
0.511493
0.846063
0.107701
3.07007
0.399561
0.0891046
0.22372
0.263469
0.24033
0.161261
0.732285
0.00548586
0.0551877
0.00439808
0.000600443
0.0824406
0.046808
0.552591
0.204929
0.129157
0.0998997
0.0108561
0.0490392
0.181992
0.00112109
0.00293881
7.8832e-05
0.0
0.117186
0.0145586
0.0227224
0.000844771
1.44401e-06
0.113141
0.360421
0.165813
0.0222104
0.358479
0.0124549
0.0139706
0.000911539
0.0210098
0.0468371
0.00599089
4.80764
0.147241
0.0167983
0.0161519
0.0234981
0.00494275
0.00911776
0.00762101
0.00262521
0.0102912
0.0866036
0.169324
0.0752072
0.000734412
0.0638517
0.0152237
0.0783667
1.32621
0.336245
1.88642
1.60328
1.89881
0.283611
0.48726
0.110348
0.0
0.217813
0.442491
0.531352
0.611344
0.165849
0.947666
0.0152502
0.0360456
0.0274283
0.0373994
