0.0143875,4.33138,9.28649,21.8365
0.0,1.10042,0.0,3.47612
0.0229166,8.53197,0.0,1.45318
1.81237,86.3255,5.98384,51.4463
0.0,0.0,0.0,0.0
0.0,7.88091,0.29636,0.0
0.0,2.5494,0.0,0.0
0.0,0.608937,0.0,0.0
0.215875,2.96662,2.91172,16.7231
0.0,4.35426,0.0,0.460562
0.0,36.8047,0.0,2.61651
0.0,6.03304,0.0,0.232297
0.0,15.0291,0.0,0.770717
0.0,7.05507,0.0,0.0
0.0,4.66113,0.0,0.0
0.0,0.223415,0.0,0.0
0.0,12.9679,0.0,0.730545
0.0,5.86855,0.0492488,2.19365
0.0,0.211685,0.0,0.0
0.0,6.86167,0.0,0.0
0.381103,56.144,5.16438,5.44761
0.917707,0.10118,4.11705,0.601574
0.0,1.12283,0.0,0.0
0.182321,3.02612,2.08405,2.85479
1.44609,201.391,0.0,61.5584
1.68818,111.112,6.05562,50.8924
0.0,11.3953,2.78885,2.58388
0.0,0.0,0.0,1.0084
0.228381,5.24613,2.94105,19.8153
0.0,14.9542,0.506674,7.16523
0.0,159.902,17.0327,48.8029
1.2164,5.56482,0.784892,2.27544
0.0311282,20.7812,0.418437,5.38532
0.0,3.99758,0.347259,0.475113
0.0,1.7931,0.00471807,2.43479
0.204607,19.1378,0.455954,4.16662
0.0,0.0,0.0,4.62129
0.029371,12.9312,0.0447382,11.9598
0.0,12.467,0.0,0.382149
0.0,0.796623,0.0,0.0704581
0.0,2.37861,0.0,0.139219
0.0,2.22142,0.0617366,0.747523
0.0,1.32492,0.0540555,0.0
0.0,2.14497,0.0,0.311142
0.0,3.9645,0.0,0.437289
0.0,1.45034,0.0,0.0
0.0,0.940292,0.0,0.0
0.0,0.0,0.0,0.0
0.0,1.39042,0.0,0.0
0.0,1.36839,0.0,0.0
0.0,1.19435,0.0,0.0
0.0,9.93672,0.0,0.0365248
0.0,10.2412,0.11276,0.372761
0.0,8.77612,0.0,0.0
0.0,0.732524,1.13369,0.502598
0.0,1.05972,0.0,1.00434
0.0,1.6926,0.0,0.0
0.0,4.04002,0.476429,0.20848
0.0,2.16158,0.0,0.0
0.0,2.07023,0.0,0.0163631
0.0,0.175321,0.0,0.0
0.0,0.0,0.0,0.0
0.0,1.13186,0.0,0.0
0.0,5.57321,0.0,0.0
0.0,0.268127,0.585529,0.601153
0.0,0.802903,0.0,0.0
0.0,0.121855,0.0,0.0
0.0,1.85078,4.71008,1.29196
0.0,8.98678,0.0,0.449731
0.0,6.77697,0.0,0.0
0.0284097,0.620448,0.0,0.0690594
0.029969,5.99436,0.0,1.98263
0.208681,0.688163,0.0,0.595137
0.0,0.426005,0.11702,0.178324
0.0,1.2653,0.0,0.665972
0.0,4.92595,0.0,0.143872
0.0,1.37314,0.0,0.0
0.0,2.96975,0.0,1.07339
0.767009,382.522,0.088146,132.725
0.0,5.88788,0.318349,8.46173
0.0,0.260264,0.0854768,0.801165
0.0,2.55405,0.0,0.256832
0.0508959,0.255301,0.632542,4.8487
0.163203,0.00606263,0.476152,1.04778
0.346953,0.0,2.16963,1.07851
0.0,0.139872,0.0,0.348222
0.0,0.273834,0.325204,0.169856
0.0,0.529072,0.0331843,0.346678
0.384224,0.315429,5.29702,4.52987
0.0,4.51595,2.67063,6.2839
1.30114,0.098131,6.16642,0.650812
0.534815,0.0,0.0,0.0472016
0.625509,0.343425,1.49043,0.281375
0.00245532,0.0,0.815421,0.141179
0.955934,0.0,2.67874,0.437538
0.0,3.92279,0.0,10.4905
0.0,0.390029,0.0730125,2.57745
0.292471,17.4122,0.902295,21.1271
0.0012692,20.7643,0.0,29.4485
0.0115466,54.8025,0.113483,11.1223
0.332065,0.891614,2.29096,7.65245
0.0,2.65164,0.0819499,6.42715
0.0,0.162488,0.0,2.25935
0.0,0.0,0.0,0.00588104
0.0893103,2.78908,0.0,9.8528
0.0,3.7169,0.182452,11.2155
0.0,0.0506362,0.000233036,3.49038
0.0,5.51903,0.120723,10.1816
0.0,0.216467,0.0,3.60117
0.213652,0.580452,1.60877,26.1653
0.0314786,0.000331535,0.0594278,1.01173
0.0012737,0.416128,0.333656,2.00337
0.111717,0.0,0.476287,1.15949
0.0,0.0,0.0,0.206977
