exp0
36.1677
4.42556
11.586
132.501
0.0
9.29803
3.35261
0.611903
20.6147
4.98903
44.6634
5.82804
15.5381
8.54088
6.30828
0.500955
14.9428
8.70141
0.231717
7.2808
66.2877
5.06978
1.16812
7.61379
265.202
165.565
16.6824
1.33013
25.3857
23.3671
237.84
10.4196
27.8158
5.61552
4.71321
26.2734
4.35368
25.3235
13.1366
0.942344
2.42163
3.19252
1.38348
2.43541
5.68979
1.35185
0.837461
0.136314
1.23183
1.49809
1.48288
9.2993
10.2476
8.08335
2.76435
1.88702
1.68358
5.35781
2.46779
2.08076
0.156667
0.00797054
1.31768
5.20449
1.46189
0.737544
0.115593
7.09261
9.16382
7.44931
0.645028
7.624
1.61558
0.688718
1.70773
5.14906
1.47975
3.6223
474.713
13.2824
1.10079
2.5988
5.10939
1.48481
3.1628
0.427103
0.74302
0.812281
9.22878
12.676
7.28059
0.513017
2.58787
0.919477
3.75969
15.377
3.36878
41.925
52.8953
69.7462
10.4977
9.01063
2.52322
0.00849908
12.3377
15.4577
3.44605
14.9948
3.46993
29.9196
0.977587
2.5453
1.54364
0.29311
