14.1075,90.0758,0.0,51.7923
3.86538,9.15602,0.0,10.8751
5.53477,36.4418,0.0,0.825395
26.3622,260.734,0.0,198.553
0.0,0.0,0.0,0.0
6.55502,26.0676,0.0,1.58567
1.0048,6.0725,0.0,1.03756
0.664018,1.53941,0.0,0.21663
1.62624,11.7164,0.0,9.07051
0.663582,14.9371,0.0,0.485685
22.4944,136.505,0.0,5.27892
0.0988043,24.0917,0.0,1.51308
2.12696,58.6209,0.0,3.55288
3.46133,29.1982,0.0,0.0776889
6.80699,14.1485,0.0,0.22402
0.314841,0.410557,0.0,0.00257568
3.5888,41.6881,0.0,4.63573
2.4497,27.5205,0.0,1.92135
0.234036,0.691192,0.0,0.00119205
1.57459,7.7438,0.0,4.50463
17.0865,126.115,0.0,29.2745
1.96711,5.37802,0.0,2.75884
0.264125,3.6128,0.0,0.139572
3.64798,15.7484,0.0,24.4782
125.441,335.185,0.0,115.418
59.3746,364.56,0.0,140.555
5.62192,59.744,0.0,12.6121
5.21407,1.88203,0.0,1.29292
7.4662,27.7003,0.0,35.1824
2.18599,54.2571,0.0,18.6102
14.3259,612.582,0.0,201.723
9.44013,18.9777,0.0,8.56542
2.55798,76.8423,0.0,28.1022
1.39106,17.4272,0.0,5.75049
0.196516,7.08633,0.0,3.16144
4.36077,85.9921,0.0,22.09
1.21074,2.84226,0.0,14.0656
2.50904,56.7538,0.0,26.8644
0.806451,42.9371,0.0,1.91011
0.922633,3.40759,0.0,0.231829
0.442254,9.34118,0.0,2.83188
0.804714,8.78613,0.0,1.23935
2.13133,4.22546,0.0,0.31131
1.83375,9.15197,0.0,1.75157
4.94798,7.42395,0.0,4.1869
0.37709,4.88589,0.0,3.18601
0.495388,0.135997,0.0,2.0327
0.0520218,0.1263,0.0,0.00556461
0.142188,4.61234,0.0,1.63157
1.47935,1.61691,0.0,0.487005
0.845867,2.172,0.0,0.560685
3.94121,21.2435,0.0,5.55187
4.08983,23.0744,0.0,25.3829
3.18646,14.5095,0.0,18.8466
2.10667,4.96607,0.0,3.67476
0.323475,5.36052,0.0,3.50587
1.25227,0.36788,0.0,4.68746
6.17488,11.2718,0.0,8.49964
0.607897,6.01437,0.0,1.24982
0.353721,6.02903,0.0,1.18377
0.0526615,0.299814,0.0,0.45026
0.0,0.0,0.0,0.0
0.617558,1.04258,0.0,1.70599
1.3771,21.0542,0.0,8.64536
0.891938,6.33749,0.0,1.43356
0.0474651,2.7708,0.0,1.25822
0.00437737,0.635606,0.0,0.210842
4.85431,7.04738,0.0,35.0358
6.36152,28.3785,0.0,5.9269
4.66995,6.97023,0.0,10.192
0.684189,1.34349,0.0,1.9918
9.74013,16.0756,0.0,4.80169
3.92217,2.2902,0.0,2.9343
0.565828,2.52886,0.0,0.613916
0.294179,8.67481,0.0,1.68848
0.205966,16.8084,0.0,4.18508
0.461473,5.24606,0.0,0.897202
0.490499,14.9622,0.0,6.42619
140.688,820.572,0.0,360.068
3.73748,29.7872,0.0,22.6641
0.352344,1.61414,0.0,1.97828
0.460138,13.6452,0.0,3.26222
1.2408,1.47837,0.0,10.0867
2.24517,0.65827,0.0,5.97923
3.5987,1.87976,0.0,12.3769
0.153405,1.0502,0.0,1.51924
0.738927,3.67132,0.0,0.898965
0.327833,4.31044,0.0,1.36393
10.2176,8.59146,0.0,22.1477
6.47524,35.7267,0.0,32.5178
8.56735,9.78138,0.0,2.85722
0.0707916,0.0142694,0.0,0.00955649
3.21371,4.68963,0.0,2.41775
1.10863,2.72061,0.0,0.513744
6.6509,5.97472,0.0,4.15686
2.7586,24.0466,0.0,39.6117
0.350997,3.61446,0.0,5.21135
4.6836,78.3408,0.0,72.799
1.76469,129.468,0.0,79.3007
2.82684,258.614,0.0,54.9697
0.901318,22.3855,0.0,25.91
2.31109,16.9985,0.0,27.8206
0.89651,6.07395,0.0,4.66295
0.0,0.0,0.0,0.0
1.39086,27.6441,0.0,23.0382
4.16705,45.6116,0.0,38.8939
0.97012,8.73335,0.0,4.75861
0.768573,42.4249,0.0,25.3311
0.251556,8.34536,0.0,8.68047
3.32065,41.5093,0.0,75.1256
0.0302952,0.474598,0.0,0.638359
1.25759,7.52004,0.0,5.95411
0.35661,2.63573,0.0,4.27552
0.504328,0.0140504,0.0,0.298682
