0.169708,0.253966,0.168855,0.161363,0.0155827,2.49621e-06,0.0
0.000686983,0.192559,1.97922e-05,0.0189263,0.00046904,1.68423e-12,0.0
0.000104414,1.4361,6.04613e-05,0.00920661,0.000430244,6.06898e-07,0.0
0.104727,1.43184,0.0338655,0.101096,0.0963208,0.00458199,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000502219,0.332383,0.000786421,0.00607884,0.000951996,8.74363e-05,0.0
0.000140228,0.0392617,1.30504e-08,0.00323238,0.00105831,0.000114075,0.0
0.000101792,0.0161152,1.08457e-06,0.00275738,0.00184239,2.42203e-07,0.0
0.0387323,0.0689534,0.0175214,0.0179613,0.00101841,0.000687525,0.0
9.9129e-05,0.128564,0.000749281,0.00168327,0.0033483,1.78944e-06,0.0
0.00100928,4.948,0.000837323,0.0151988,0.017899,0.00013236,0.0
2.31121e-05,0.368698,0.00128005,0.00132917,0.00103869,2.35306e-07,0.0
0.00084767,0.570175,0.00346575,0.00731343,0.00289648,1.35622e-05,0.0
5.21651e-05,1.08906,0.000282995,0.000247464,0.00334792,8.80791e-08,0.0
0.000222793,0.33678,1.79254e-05,0.00470504,0.00726521,2.76913e-06,0.0
3.08896e-06,0.0153968,6.39636e-06,3.55847e-06,0.000792023,1.19559e-07,0.0
8.13252e-05,0.283214,0.00443225,0.00187571,0.0041002,1.01242e-06,0.0
0.000187105,0.269385,0.000698773,0.00581826,0.00712966,0.000324692,0.0
8.07973e-07,0.0314118,2.22202e-08,8.21172e-07,2.64903e-05,7.42535e-12,0.0
0.000798284,0.0147787,0.000211099,8.36798e-05,0.00496947,0.00119842,0.0
0.0670782,0.256149,0.0191743,0.0108744,0.0522174,0.00150823,0.0
0.0147716,0.00238057,0.00441703,0.000463807,0.00173804,6.93239e-06,0.0
4.74781e-05,0.0270623,0.00127047,0.00018605,0.00143372,3.4435e-07,0.0
0.0146431,0.0226029,0.00731022,0.0011646,0.00212777,0.000162097,0.0
0.0755888,3.27002,0.0834203,0.168504,0.011721,4.203e-05,0.0
0.0654743,2.53096,0.107623,0.206094,0.0804826,0.00034332,0.0
0.0300511,0.299494,0.0309464,0.0263478,0.00269885,3.72725e-05,0.0
0.00069055,1.92489e-05,0.000198053,0.000317141,3.16386e-12,0.0,0.0
0.0431261,0.114661,0.0375997,0.0842967,0.00948987,7.1394e-06,0.0
0.0103546,0.819382,0.0085134,0.0238218,0.000175553,3.97432e-05,0.0
0.00946529,13.1115,0.120779,0.262864,0.0264433,4.58121e-05,0.0
0.0108564,0.178389,0.00221023,0.00604428,0.000382446,2.49315e-06,0.0
0.00129172,2.39639,0.0103439,0.0457952,0.00395411,0.00102889,0.0
0.000548533,0.376085,0.00641515,0.0115492,0.00055942,1.29526e-05,0.0
0.00225026,0.064195,0.00268628,0.0232595,0.000122772,4.18447e-05,0.0
0.0109069,2.54311,0.00641814,0.0264005,7.01371e-05,1.3384e-05,0.0
0.000436003,0.0051165,6.29508e-06,0.0308288,0.00130678,1.28882e-06,0.0
0.00102317,1.44881,0.0166392,0.028118,0.000141331,1.24252e-05,0.0
