tas,rlut,rsut,rsdt,pr,clt,tos
13.1977,240.414,96.4333,340.31,1118.01,0.579839,17.819
13.2624,240.508,96.2614,340.311,1119.8,0.57752,17.7908
13.0853,239.939,96.7134,340.319,1115.88,0.580855,17.6749
13.092,240.056,96.6079,340.31,1115.21,0.580832,17.688
13.1731,240.26,96.2596,340.31,1116.54,0.578369,17.7435
13.125,240.078,96.4075,340.311,1111.09,0.579435,17.7163
13.2608,240.357,96.4974,340.319,1123.1,0.581733,17.8153
13.0948,240.34,96.5123,340.31,1115.94,0.577509,17.6579
13.0649,239.98,96.3481,340.31,1112.97,0.579782,17.6927
13.1929,240.376,96.4021,340.311,1122.52,0.578457,17.8298
13.1017,240.193,96.6903,340.319,1118.38,0.580039,17.7725
13.2473,240.411,96.3998,340.31,1124.23,0.579962,17.809
13.2426,240.352,96.2406,340.31,1120.3,0.579111,17.8082
13.2557,240.591,96.5497,340.311,1127.29,0.579793,17.8336
13.1603,240.093,96.1986,340.319,1113.18,0.577493,17.7149
13.0628,239.935,96.7072,340.31,1115.65,0.582536,17.7018
13.0573,240.083,96.6303,340.31,1112.24,0.5803,17.7456
12.9001,239.718,96.5906,340.311,1111.63,0.577894,17.597
12.9803,240.002,96.8865,340.319,1121.58,0.58269,17.6027
13.0986,240.103,96.4633,340.31,1114.54,0.579179,17.6696
13.0199,239.909,96.6603,340.31,1113.9,0.58029,17.6385
13.0158,239.984,96.5724,340.311,1111.4,0.579149,17.6714
13.0705,240.065,96.4098,340.319,1114.41,0.579577,17.7071
13.2265,240.4,96.4554,340.31,1119.52,0.578218,17.7753
13.1317,240.128,96.6534,340.31,1115.26,0.581204,17.7349
13.1519,240.243,96.8323,340.311,1118.15,0.581086,17.6838
12.9643,239.701,96.7517,340.319,1108.03,0.581229,17.6193
13.0468,240.091,96.5108,340.31,1113.29,0.579077,17.6904
12.9254,239.764,96.606,340.31,1111.25,0.578359,17.5766
13.1142,240.049,96.3271,340.311,1113.93,0.580552,17.6764
13.1371,240.012,96.8738,340.319,1119.57,0.583381,17.7371
13.0648,239.803,96.2091,340.31,1110.56,0.581088,17.6925
13.2713,240.421,96.0686,340.31,1120.45,0.577699,17.878
13.3596,240.45,96.4174,340.311,1121.58,0.579748,17.8711
13.2258,240.074,96.5288,340.319,1115.14,0.57954,17.7936
13.1754,240.331,96.2532,340.31,1118.99,0.578421,17.7495
13.1338,239.899,96.471,340.31,1114.15,0.581879,17.7567
13.2173,240.228,96.267,340.311,1119.21,0.577426,17.8452
13.3094,240.876,96.4125,340.319,1126.73,0.578433,17.8759
13.0757,240.163,96.4933,340.31,1115.48,0.57734,17.7383
12.9802,239.841,96.6297,340.31,1109.33,0.579644,17.6944
13.0355,239.827,96.9425,340.311,1117.56,0.582571,17.7672
12.9336,239.938,96.9784,340.319,1118.52,0.577765,17.669
12.8413,239.638,96.636,340.31,1106.73,0.578805,17.6239
12.9821,240.039,96.8145,340.31,1116.84,0.579776,17.7283
13.013,239.879,96.8144,340.311,1118.22,0.581459,17.6754
13.0425,240.02,96.8404,340.319,1115.01,0.57873,17.6771
13.0446,239.93,96.5515,340.31,1113.15,0.581702,17.7136
13.1186,240.103,96.5297,340.31,1120.66,0.579973,17.7612
13.0728,240.246,96.3206,340.311,1118.43,0.578796,17.744
13.1881,240.357,96.4855,340.325,1121.66,0.581012,17.8323
13.1708,240.207,96.5751,340.31,1119.82,0.577924,17.7914
13.2059,240.484,96.3265,340.31,1118.3,0.576751,17.7774
13.1479,240.022,96.53,340.311,1115.91,0.581698,17.7786
13.1646,240.284,96.4906,340.319,1117.32,0.579384,17.7657
13.1656,240.258,96.5501,340.31,1117.77,0.578968,17.7743
13.1811,240.431,96.4164,340.31,1119.39,0.578206,17.7359
13.0364,240.0,96.3173,340.311,1112.74,0.578619,17.676
13.0851,240.004,96.6656,340.319,1114.96,0.582963,17.6835
13.1164,240.279,96.6423,340.31,1117.12,0.578665,17.6658
13.0051,239.766,96.7525,340.31,1116.47,0.581538,17.7021
13.2338,240.257,96.4018,340.311,1121.08,0.58145,17.814
13.2167,240.327,96.3199,340.319,1115.55,0.578707,17.7436
12.9978,239.822,96.7182,340.31,1110.7,0.580036,17.6472
13.0644,240.052,96.3824,340.31,1114.02,0.578258,17.6957
13.0493,240.018,96.5365,340.311,1114.43,0.579392,17.6534
13.0818,240.042,96.3701,340.319,1113.3,0.579064,17.6959
13.1372,240.257,96.485,340.31,1119.58,0.579207,17.7618
13.107,240.093,96.5219,340.31,1114.68,0.580233,17.7067
13.1913,240.187,96.8269,340.311,1124.39,0.581869,17.7951
13.2446,240.48,96.6459,340.319,1125.64,0.581832,17.7599
13.0282,239.91,96.7554,340.31,1114.06,0.579582,17.7431
13.0398,240.08,96.5716,340.31,1113.05,0.579521,17.6653
13.1217,240.249,96.4137,340.311,1117.9,0.578608,17.7304
13.0701,240.283,96.341,340.319,1111.86,0.577574,17.6589
13.2052,240.329,96.415,340.31,1115.82,0.578696,17.7096
13.0733,239.841,96.536,340.31,1109.49,0.580326,17.6193
12.986,239.819,96.6405,340.311,1114.49,0.581989,17.6509
13.1118,240.327,96.3541,340.319,1116.13,0.578855,17.7035
13.1258,240.058,96.5275,340.31,1112.93,0.580363,17.7082
13.2031,240.365,96.3294,340.31,1118.66,0.579295,17.7711
13.1171,240.158,96.4939,340.311,1118.98,0.58055,17.8017
13.161,240.2,96.6145,340.319,1116.57,0.580538,17.7418
13.1291,240.17,96.674,340.31,1115.92,0.581881,17.6874
13.1295,240.13,96.3729,340.31,1113.23,0.579144,17.7326
13.2264,240.13,96.4064,340.311,1117.87,0.580046,17.7835
13.2265,240.255,96.5848,340.319,1123.86,0.582074,17.7746
13.2478,240.041,96.4461,340.31,1117.88,0.581681,17.7544
13.2823,240.487,96.1432,340.31,1121.62,0.578769,17.8232
13.2218,240.284,96.3163,340.311,1120.32,0.58032,17.7916
13.2689,240.523,96.0436,340.319,1119.44,0.576916,17.7575
13.1559,240.034,96.4216,340.31,1114.46,0.579306,17.7313
13.2221,240.369,96.3028,340.31,1119.12,0.579579,17.7937
13.2275,240.525,96.4282,340.311,1121.61,0.5786,17.8201
13.2368,240.205,96.1102,340.319,1117.76,0.578881,17.8739
13.4152,240.748,96.5671,340.31,1127.93,0.579432,17.9434
13.2087,240.048,96.3716,340.31,1118.41,0.580557,17.7962
13.3021,240.572,96.1056,340.311,1118.43,0.577542,17.8371
13.252,240.288,96.5129,340.319,1123.04,0.5798,17.8013
13.1799,239.987,96.4236,340.31,1117.55,0.580804,17.7289
13.2739,240.46,96.4043,340.31,1119.52,0.579845,17.8217
13.212,239.999,96.6886,340.311,1119.58,0.583453,17.8502
13.3185,240.532,96.2266,340.319,1121.87,0.579345,17.8827
13.2074,240.57,96.2294,340.31,1118.87,0.575761,17.8244
13.2759,240.502,95.9561,340.31,1117.92,0.577161,17.8435
13.222,240.371,96.4201,340.311,1122.63,0.579962,17.8484
13.1883,240.23,96.4894,340.319,1118.09,0.580307,17.8274
13.1986,240.297,96.277,340.31,1117.89,0.576914,17.8097
13.2617,240.369,96.2615,340.31,1120.63,0.578795,17.7976
13.2834,240.32,96.4122,340.311,1121.98,0.579644,17.8183
13.2983,240.336,96.2204,340.319,1118.85,0.579652,17.795
13.2616,240.26,96.3646,340.31,1121.92,0.580949,17.8803
13.2131,240.221,96.3198,340.31,1118.26,0.579344,17.8345
13.3315,240.551,96.3045,340.311,1121.97,0.579058,17.9069
13.2676,240.488,96.4082,340.319,1122.61,0.579411,17.8246
13.2294,240.442,96.3174,340.31,1117.01,0.578365,17.8178
13.2957,240.412,96.5409,340.31,1121.57,0.578378,17.823
13.0611,239.991,96.6381,340.311,1115.81,0.580283,17.6956
13.113,240.136,96.5236,340.319,1118.95,0.580569,17.7325
13.2698,240.324,96.2226,340.31,1117.6,0.578614,17.7587
13.2582,240.461,96.2411,340.31,1120.86,0.577423,17.8359
13.2492,240.219,96.7465,340.311,1120.61,0.584227,17.7836
13.1043,239.918,96.6446,340.319,1116.53,0.581865,17.7309
13.1889,240.295,96.3908,340.31,1116.5,0.578181,17.8006
13.1599,240.142,96.6576,340.31,1115.93,0.579696,17.7965
13.3159,240.573,96.2778,340.311,1121.82,0.577954,17.8366
13.2388,240.308,96.4743,340.319,1117.65,0.580276,17.8282
13.3007,240.559,96.1988,340.31,1120.65,0.579137,17.8182
13.2666,240.287,96.5134,340.31,1118.22,0.581077,17.8293
13.2792,240.485,96.0835,340.311,1118.21,0.577712,17.8251
13.2614,240.327,96.2716,340.319,1117.75,0.578968,17.7967
13.263,240.329,96.3287,340.31,1116.46,0.579114,17.8228
13.2964,240.611,96.3666,340.31,1123.52,0.576998,17.8049
13.1719,240.199,96.5328,340.311,1116.62,0.580404,17.7526
13.1405,240.107,96.6705,340.319,1116.36,0.579888,17.7289
13.1124,240.074,96.5979,340.31,1118.63,0.58287,17.7526
13.2416,240.457,96.3922,340.31,1117.19,0.578431,17.8141
13.2497,240.234,96.3106,340.311,1120.49,0.579493,17.8203
13.3245,240.528,96.6691,340.319,1121.64,0.579052,17.8584
13.2368,239.981,96.5538,340.31,1115.99,0.582042,17.8231
13.2518,240.347,96.4749,340.31,1118.81,0.578273,17.8265
13.2469,240.312,96.3618,340.311,1120.05,0.579757,17.8207
13.2834,240.406,96.5457,340.319,1125.14,0.582879,17.8624
13.1857,240.22,96.6705,340.31,1118.26,0.579829,17.8293
13.2134,240.291,96.3268,340.31,1115.85,0.580207,17.7584
13.2681,240.073,96.2453,340.311,1116.15,0.582031,17.8786
13.3917,240.807,96.5166,340.319,1128.66,0.580996,17.8924
13.1791,240.083,96.4865,340.31,1115.15,0.581966,17.7871
13.1805,240.192,96.5135,340.31,1115.69,0.58011,17.7619
13.168,240.063,96.5523,340.311,1115.84,0.581394,17.7162
