tas,rlut,rsut,rsdt,pr,clt,tos
13.6744,240.443,100.882,341.57,1079.71,0.532082,18.1726
13.6397,240.161,101.286,341.58,1072.38,0.533146,18.1205
13.6107,240.004,100.948,341.57,1074.8,0.53151,18.1207
13.6863,240.346,100.764,341.57,1077.24,0.531616,18.1729
13.6691,240.316,101.155,341.57,1076.26,0.533682,18.1077
13.5494,239.669,101.207,341.58,1066.73,0.53305,18.0477
13.657,239.867,101.207,341.57,1070.85,0.532859,18.1072
13.5574,240.116,101.16,341.57,1074.98,0.532943,18.0445
13.5443,239.813,101.16,341.57,1066.86,0.53332,18.0365
13.7504,240.244,100.568,341.58,1075.47,0.532187,18.1307
13.5298,239.636,101.854,341.57,1067.89,0.535863,17.995
13.4837,239.526,101.319,341.57,1064.72,0.534403,17.9812
13.5535,239.803,100.934,341.57,1067.11,0.532953,18.0404
13.4539,240.144,100.939,341.58,1072.26,0.528844,18.0367
13.5286,239.953,101.124,341.57,1072.67,0.532411,18.0562
13.5818,239.936,101.035,341.57,1069.29,0.531849,18.0765
13.5989,239.992,100.884,341.57,1067.91,0.532255,18.0754
13.636,239.934,101.201,341.58,1074.76,0.534752,18.099
13.555,240.039,101.155,341.57,1080.12,0.533807,18.0741
13.6696,240.238,100.886,341.57,1076.1,0.533667,18.095
13.5624,239.909,101.041,341.57,1070.26,0.533941,18.0764
13.6169,240.132,100.796,341.58,1070.97,0.530936,18.1136
13.553,239.704,101.366,341.57,1066.68,0.534913,18.0691
13.4868,239.495,101.03,341.57,1067.62,0.533016,18.0489
13.5097,240.144,101.367,341.57,1078.24,0.533725,18.0612
13.5404,239.85,101.304,341.58,1069.09,0.53287,18.0072
13.5466,239.983,101.173,341.57,1072.97,0.532522,17.9789
13.5558,239.865,101.237,341.57,1064.99,0.533007,17.9851
13.4861,239.823,101.566,341.57,1069.32,0.534839,17.9666
13.393,239.41,101.424,341.58,1060.56,0.532676,17.9226
13.4548,239.736,101.147,341.57,1064.85,0.533228,17.9468
13.4318,239.773,101.126,341.57,1071.09,0.531263,17.9996
13.4887,239.947,100.802,341.57,1068.87,0.531414,17.9932
13.5552,240.154,100.774,341.58,1070.06,0.530994,18.0766
13.4473,239.885,101.263,341.57,1073.98,0.533815,18.0268
13.5275,239.721,101.216,341.57,1067.92,0.534847,18.0199
13.6142,240.036,100.883,341.57,1072.2,0.533675,18.082
13.6711,240.298,100.921,341.58,1076.91,0.533444,18.0751
13.592,239.919,101.411,341.57,1070.47,0.534148,18.0489
13.4784,239.602,101.465,341.57,1066.47,0.534281,18.0115
13.6514,239.998,100.636,341.57,1069.82,0.531342,18.1026
13.5732,239.903,101.384,341.58,1070.31,0.533662,18.0696
13.6066,239.657,100.912,341.57,1067.64,0.532201,18.1229
13.6347,240.314,100.858,341.57,1073.81,0.531665,18.0965
13.6094,240.124,100.942,341.57,1071.65,0.53258,18.078
13.7315,240.139,101.079,341.58,1068.23,0.534381,18.1342
13.6617,240.258,100.802,341.57,1072.09,0.531474,18.1224
13.6682,239.937,100.865,341.57,1067.57,0.53357,18.1244
13.7529,240.2,100.595,341.57,1074.01,0.532593,18.1479
13.6902,240.082,100.981,341.57,1068.53,0.534756,18.1209
13.6282,240.163,101.047,341.57,1069.8,0.533287,18.1222
13.6069,239.608,100.926,341.57,1062.79,0.532558,18.1005
13.733,240.1,100.848,341.57,1070.81,0.534309,18.1552
13.6035,239.547,101.496,341.58,1064.43,0.536647,18.0985
13.6284,239.916,100.911,341.57,1072.74,0.532848,18.1181
13.8397,240.453,100.496,341.57,1080.8,0.534464,18.2339
13.7628,240.256,100.89,341.57,1078.07,0.53647,18.1425
13.6172,239.859,101.236,341.58,1067.57,0.535193,18.0915
13.6111,240.104,100.819,341.57,1072.27,0.531813,18.0848
13.6798,239.867,101.107,341.57,1068.59,0.534885,18.1441
13.5495,239.917,101.26,341.57,1068.73,0.534401,18.0623
13.5995,240.067,101.017,341.58,1071.44,0.534657,18.069
13.5509,239.725,101.27,341.57,1066.53,0.534974,18.049
13.6105,239.921,100.868,341.57,1069.44,0.53351,18.092
13.6615,240.402,101.145,341.57,1075.38,0.534173,18.1163
13.4754,239.425,101.728,341.58,1066.66,0.536997,18.0403
13.458,239.585,101.477,341.57,1066.87,0.533896,18.0452
13.4976,239.921,101.038,341.57,1070.84,0.532803,18.0515
13.589,239.902,100.798,341.57,1067.33,0.530702,18.1349
13.7147,240.327,100.95,341.58,1073.96,0.532356,18.0989
13.4251,239.185,102.062,341.57,1062.88,0.536662,18.0014
13.5206,239.762,101.273,341.57,1065.86,0.532648,18.0342
13.6622,240.156,101.104,341.57,1072.37,0.532824,18.1131
13.6215,240.227,101.156,341.58,1075.5,0.533477,18.0997
13.4066,239.621,101.487,341.57,1060.59,0.53186,17.9828
13.5266,239.908,100.877,341.57,1071.62,0.531093,18.0847
13.5207,239.987,101.371,341.57,1072.69,0.533488,18.0709
13.5493,239.925,101.042,341.58,1070.68,0.530829,18.0783
13.623,240.134,101.022,341.57,1078.92,0.533438,18.1184
13.5653,239.931,101.292,341.57,1066.48,0.533708,18.0251
13.5075,240.057,100.991,341.57,1070.15,0.531141,18.0292
13.3342,239.289,102.012,341.58,1061.96,0.535364,17.9354
13.3995,239.254,101.761,341.57,1060.96,0.534493,17.9252
13.4344,239.89,100.946,341.57,1071.38,0.53127,17.9833
13.4913,239.852,101.262,341.57,1068.15,0.533093,18.0186
13.5346,240.1,100.858,341.58,1071.3,0.531386,18.0332
13.5835,240.008,101.12,341.57,1069.49,0.5331,18.0472
13.5242,239.962,101.193,341.57,1069.17,0.532764,18.0342
13.5692,239.92,100.906,341.57,1066.27,0.533397,18.017
13.4655,239.665,101.243,341.58,1061.38,0.532049,18.0301
13.5638,240.005,100.819,341.57,1070.9,0.532759,18.0645
13.5569,240.275,101.003,341.57,1077.93,0.532503,18.0889
13.5707,239.976,100.882,341.57,1070.17,0.532207,18.075
13.5069,239.781,101.461,341.58,1070.19,0.535005,18.0479
13.5593,239.857,101.111,341.57,1071.39,0.532998,18.0578
13.5733,240.02,100.9,341.57,1068.53,0.530825,18.0412
13.4205,239.848,100.829,341.57,1066.42,0.529212,18.039
13.505,239.942,101.301,341.58,1069.33,0.532854,18.0602
13.5209,239.722,100.839,341.57,1068.06,0.532024,18.0785
13.5053,240.195,100.902,341.57,1073.56,0.531744,18.0902
13.5749,239.921,101.131,341.57,1069.43,0.533364,18.0893
13.5137,239.805,101.144,341.58,1071.05,0.532786,18.0517
13.5378,239.855,101.087,341.57,1067.15,0.53115,18.0609
13.4833,239.814,101.224,341.57,1068.03,0.533819,18.0576
13.6157,240.153,100.795,341.57,1068.38,0.532075,18.0529
13.4747,239.812,101.24,341.58,1064.99,0.532102,18.0176
13.5081,239.585,101.448,341.57,1066.62,0.535026,18.0364
13.5631,239.908,100.71,341.57,1072.05,0.530012,18.0845
13.6324,240.344,101.005,341.57,1074.17,0.532735,18.1051
13.5842,239.91,101.114,341.58,1070.66,0.531913,18.0487
13.6274,240.093,100.756,341.57,1070.77,0.533047,18.0986
13.5422,239.989,101.297,341.57,1070.45,0.534194,18.023
13.573,239.891,100.989,341.57,1067.0,0.530914,18.0709
13.7448,240.66,100.788,341.58,1076.73,0.532024,18.1768
13.7039,240.249,100.64,341.57,1073.67,0.531403,18.1636
13.7383,240.297,101.044,341.57,1076.41,0.534099,18.1425
13.627,239.921,100.968,341.57,1064.28,0.531612,18.094
13.5712,239.879,101.148,341.58,1069.44,0.531416,18.0594
13.6602,240.155,100.662,341.57,1072.81,0.532395,18.1517
13.6054,239.996,101.035,341.57,1070.81,0.532189,18.1336
13.6898,240.245,100.691,341.57,1075.48,0.530637,18.1817
13.6094,240.17,101.162,341.58,1073.96,0.532957,18.1529
13.6178,239.984,100.85,341.57,1071.89,0.531376,18.1425
13.5083,240.007,101.331,341.57,1074.78,0.532597,18.1061
13.4329,239.895,101.186,341.57,1070.18,0.531599,18.0385
13.5034,239.748,101.489,341.58,1070.25,0.533399,18.0051
13.4882,239.592,101.687,341.57,1063.31,0.535438,18.0199
13.5372,239.586,101.326,341.57,1067.54,0.53371,18.0544
13.6385,240.311,100.956,341.57,1072.46,0.532032,18.0911
13.6277,240.022,101.118,341.58,1070.31,0.534005,18.09
13.5545,240.004,101.033,341.57,1070.84,0.531313,18.1324
13.4883,239.729,101.532,341.57,1065.91,0.53423,18.0327
13.5896,239.983,100.637,341.57,1069.88,0.531254,18.1158
13.5695,240.329,101.161,341.58,1078.08,0.531828,18.1709
13.4724,239.55,101.713,341.57,1065.25,0.536236,18.0309
13.541,239.855,100.933,341.57,1064.9,0.530639,18.0543
13.7012,239.983,100.972,341.57,1071.6,0.533402,18.1243
13.6073,240.082,101.072,341.58,1074.5,0.53273,18.1087
13.6377,239.934,101.111,341.57,1070.86,0.534162,18.1289
13.7689,240.74,100.664,341.57,1080.59,0.532185,18.1484
13.5998,240.294,101.095,341.57,1076.37,0.531738,18.0973
13.5171,239.755,101.354,341.58,1068.68,0.531351,18.0446
13.5753,239.836,100.965,341.57,1069.19,0.530583,18.1308
13.5282,239.985,101.488,341.57,1072.89,0.533106,18.0861
