tas,rlut,rsut,rsdt,pr,clt,tos
14.665,231.886,100.112,340.302,1044.96,0.621531,18.0733
15.4283,233.49,100.149,340.302,1071.73,0.619847,18.6114
16.0912,234.604,99.4368,340.295,1089.21,0.616175,19.0639
16.3429,235.116,99.7661,340.302,1090.77,0.617116,19.2881
16.7627,235.501,99.1452,340.302,1101.83,0.616601,19.5245
17.192,236.281,98.9985,340.302,1114.11,0.614878,19.8019
17.0775,236.621,99.4573,340.295,1118.04,0.615708,19.7722
17.1197,236.479,99.159,340.302,1116.65,0.613851,19.8199
17.1423,236.42,99.2063,340.302,1116.96,0.615289,19.8193
17.296,236.924,98.8043,340.302,1120.21,0.610896,19.8603
17.356,236.781,98.6549,340.295,1120.86,0.611981,19.9953
17.6007,237.175,99.1334,340.302,1130.76,0.614796,20.1619
17.7088,237.655,98.9145,340.302,1136.79,0.612139,20.2596
17.695,237.514,99.3592,340.302,1129.23,0.613346,20.253
17.7473,237.504,98.6185,340.295,1134.2,0.612203,20.307
17.8515,237.673,98.8363,340.302,1134.97,0.612722,20.3408
17.8712,237.868,99.0213,340.302,1131.07,0.612468,20.3847
17.9514,238.197,98.652,340.302,1137.67,0.609598,20.4621
18.0843,237.819,98.9149,340.295,1138.38,0.614174,20.5318
18.2319,238.13,99.2725,340.302,1146.26,0.615492,20.6439
18.0457,238.176,98.8993,340.302,1138.84,0.610037,20.4598
17.9037,237.888,98.8356,340.302,1136.82,0.609161,20.3953
17.953,237.892,98.8467,340.295,1137.68,0.610963,20.4046
18.0085,237.957,98.5181,340.302,1138.46,0.610719,20.4719
18.0941,238.094,98.5923,340.302,1138.72,0.609727,20.5617
18.1621,238.016,99.0189,340.302,1136.5,0.614321,20.6004
18.3974,238.609,98.479,340.295,1146.95,0.612198,20.7622
18.2741,238.395,99.0293,340.302,1147.44,0.61234,20.6929
18.1924,238.435,98.6343,340.302,1142.62,0.609846,20.6149
18.3265,238.257,98.4494,340.302,1147.52,0.611803,20.7733
18.4574,238.792,99.3994,340.295,1154.96,0.613718,20.8005
18.1812,238.354,98.9057,340.302,1148.58,0.610743,20.6674
18.2527,238.295,98.5969,340.302,1141.72,0.609619,20.6957
18.4935,238.807,98.6611,340.302,1150.75,0.611841,20.8388
18.4265,238.924,98.3706,340.295,1146.37,0.608419,20.7593
18.3907,238.506,98.4756,340.302,1146.01,0.610168,20.7592
18.578,238.829,98.6212,340.302,1153.85,0.610991,20.8326
18.4092,238.526,98.7859,340.302,1154.85,0.614728,20.8133
18.4672,239.016,98.3382,340.295,1154.32,0.608287,20.8841
18.4698,238.702,98.8426,340.302,1165.24,0.612357,20.8597
18.3103,238.77,98.8225,340.302,1152.53,0.607264,20.7592
18.2807,238.335,98.8696,340.302,1145.6,0.611068,20.7361
18.5605,238.821,99.2223,340.295,1158.67,0.613036,20.8341
18.2199,238.488,98.5184,340.302,1148.09,0.609807,20.6902
18.3038,238.732,98.6417,340.302,1151.93,0.609242,20.7157
18.388,238.554,98.1204,340.302,1147.47,0.60865,20.8075
18.5852,238.836,98.7499,340.295,1151.43,0.611875,20.9349
18.7241,238.983,99.0951,340.302,1163.23,0.612208,20.9912
18.357,238.682,98.5673,340.302,1151.51,0.609089,20.7999
18.4118,238.517,98.245,340.302,1149.35,0.609118,20.7969
18.7943,239.087,98.2221,340.302,1156.92,0.60944,21.0152
18.7453,239.065,98.5565,340.302,1153.22,0.61096,21.007
18.4327,239.084,98.2323,340.302,1155.95,0.607453,20.8306
18.6634,238.956,98.5274,340.302,1156.68,0.610892,21.0012
18.8408,239.2,98.6909,340.295,1161.97,0.612152,21.118
18.6485,239.26,98.1191,340.302,1160.08,0.606792,20.9296
18.6352,239.088,98.2053,340.302,1155.41,0.608212,20.9678
18.7476,239.06,98.7904,340.302,1154.13,0.611992,21.0153
18.766,239.132,98.3547,340.295,1160.62,0.60929,21.1153
18.8545,239.392,99.1006,340.302,1167.65,0.613812,21.1074
18.4144,238.953,98.5439,340.302,1154.59,0.607916,20.8019
18.407,238.766,98.2077,340.302,1151.28,0.60862,20.8431
18.6935,239.111,98.4536,340.295,1157.8,0.608944,21.0214
18.9802,239.584,98.3375,340.302,1167.9,0.610219,21.1603
18.8593,239.273,98.6561,340.302,1163.78,0.610202,21.1564
18.7691,239.122,98.5185,340.302,1161.09,0.610253,21.0427
18.827,239.201,98.3264,340.295,1158.41,0.610626,21.0814
18.8884,239.301,98.4167,340.302,1156.31,0.609666,21.1605
18.9297,239.48,98.4111,340.302,1161.62,0.607471,21.1117
18.8922,239.443,98.1238,340.302,1165.37,0.607875,21.1372
18.9399,239.389,98.5729,340.295,1163.25,0.611266,21.2031
18.6392,239.179,98.4162,340.302,1162.24,0.610869,21.0145
18.6122,239.068,98.1295,340.302,1157.41,0.608686,20.9885
18.8164,239.247,98.498,340.302,1160.9,0.610429,21.1504
18.8332,238.959,98.7705,340.295,1163.88,0.613006,21.165
18.8372,239.324,98.7523,340.302,1163.46,0.611588,21.124
18.9156,239.303,98.0542,340.302,1161.27,0.608562,21.2326
19.1443,239.748,98.3736,340.302,1170.7,0.61056,21.3762
18.8712,239.317,98.847,340.295,1166.52,0.611435,21.1901
18.9193,239.42,98.0842,340.302,1162.02,0.607095,21.2064
19.1185,239.668,98.7574,340.302,1177.72,0.610593,21.3203
18.8543,239.209,98.8627,340.302,1167.44,0.61445,21.1218
18.6524,238.97,98.541,340.295,1159.0,0.6104,20.9971
18.9122,239.241,97.9028,340.302,1158.63,0.608523,21.1982
19.0353,239.633,98.2795,340.302,1161.62,0.608217,21.2422
19.0276,239.451,98.2328,340.302,1163.56,0.609471,21.2721
18.9843,239.697,98.3038,340.295,1164.32,0.607671,21.2247
18.9681,239.6,98.355,340.302,1165.73,0.604879,21.2223
19.0197,239.563,98.427,340.302,1169.41,0.608955,21.2638
19.0369,239.527,98.0158,340.302,1163.65,0.608969,21.2582
19.1143,239.466,98.2966,340.295,1164.05,0.610242,21.3196
19.0505,239.777,98.6914,340.302,1167.6,0.608855,21.2688
18.9945,239.542,98.1597,340.302,1162.92,0.607429,21.1968
19.0399,239.597,98.1803,340.302,1161.84,0.608751,21.2705
19.0107,239.337,98.8987,340.295,1164.95,0.612655,21.303
19.1379,239.881,98.4197,340.302,1170.66,0.610331,21.2929
18.9318,239.433,98.6346,340.302,1168.1,0.609353,21.2166
18.8837,239.569,98.3308,340.302,1164.44,0.607007,21.1764
18.8941,239.344,98.5559,340.295,1162.38,0.607763,21.1834
19.0176,239.443,97.9464,340.302,1164.92,0.608345,21.3088
19.1779,239.947,98.0931,340.302,1169.79,0.607893,21.3952
19.092,239.815,98.5392,340.302,1170.85,0.608682,21.2975
18.864,239.387,97.7717,340.295,1160.18,0.605898,21.1718
19.1136,239.743,97.5914,340.302,1165.98,0.606116,21.3209
19.2476,239.569,98.1866,340.302,1164.24,0.611748,21.4196
19.2732,239.922,98.4871,340.302,1172.8,0.609257,21.4362
19.3414,239.945,98.1067,340.295,1175.9,0.608693,21.4845
19.1707,239.829,98.3504,340.302,1169.94,0.609705,21.3663
19.1856,239.395,97.8523,340.302,1164.03,0.610168,21.4319
19.3481,240.085,98.1674,340.302,1175.48,0.606902,21.4816
19.0375,239.802,98.466,340.295,1168.19,0.608747,21.283
19.0947,239.622,97.5469,340.302,1160.83,0.604605,21.3546
19.3531,239.992,98.0643,340.302,1173.0,0.609363,21.521
19.3019,239.876,98.3978,340.302,1172.07,0.609216,21.4546
19.3476,240.164,97.9199,340.295,1174.27,0.60841,21.5013
19.3135,239.955,98.3127,340.302,1176.81,0.609846,21.5174
19.1818,240.005,98.2171,340.302,1177.41,0.606264,21.3841
19.0801,239.502,98.2671,340.302,1170.76,0.608426,21.3519
19.4548,240.132,97.9523,340.295,1172.64,0.607383,21.5868
19.4748,240.351,98.2139,340.302,1176.73,0.609005,21.5919
19.2821,239.868,98.0383,340.302,1172.41,0.608106,21.4806
19.2087,239.902,97.8767,340.302,1169.48,0.607431,21.4632
19.3438,240.072,97.9664,340.295,1168.86,0.605133,21.5171
19.5278,240.02,98.2583,340.302,1180.43,0.611299,21.6266
19.3267,239.911,98.5723,340.302,1176.61,0.608631,21.514
19.3143,240.206,97.6251,340.302,1170.63,0.606113,21.4936
19.4187,240.167,97.8068,340.295,1173.19,0.604508,21.5632
19.25,240.179,97.8225,340.302,1170.21,0.605882,21.4475
19.2117,240.102,97.9146,340.302,1171.07,0.605069,21.4019
19.4449,239.925,97.6912,340.302,1174.78,0.608434,21.5684
19.4763,240.268,97.9441,340.295,1178.32,0.606073,21.6321
19.4572,240.5,98.0586,340.302,1179.03,0.605299,21.5799
19.3295,240.016,97.7999,340.302,1173.45,0.607067,21.518
19.4226,240.151,97.4329,340.302,1173.73,0.605282,21.5902
19.4952,240.168,98.4031,340.295,1182.03,0.609673,21.6304
19.335,240.013,98.1695,340.302,1175.4,0.60984,21.5065
19.5121,240.262,97.8396,340.302,1176.86,0.605639,21.6399
19.4972,240.371,98.0871,340.302,1176.93,0.608144,21.636
19.3485,240.267,97.6204,340.295,1173.22,0.604058,21.5254
19.5962,240.448,97.7717,340.302,1178.39,0.607142,21.7034
19.5666,240.442,98.0288,340.302,1183.41,0.605534,21.678
19.4066,240.145,97.5587,340.302,1175.15,0.604908,21.5775
19.519,240.392,97.5272,340.295,1176.22,0.603485,21.5969
19.3885,239.978,98.0059,340.302,1170.43,0.608578,21.5875
19.5523,240.273,97.829,340.302,1176.14,0.609502,21.668
19.5564,240.365,97.8903,340.302,1169.71,0.606252,21.642
19.5145,240.075,97.6379,340.295,1171.52,0.606833,21.6632
19.7356,240.622,97.5841,340.302,1181.4,0.606527,21.7887
19.7098,240.535,98.2622,340.302,1182.79,0.609252,21.7836
19.4896,240.347,98.0681,340.302,1181.78,0.60588,21.6712
