tas,rlut,rsut,rsdt,pr,clt,tos
15.4892,235.014,100.059,341.539,1112.92,0.608299,18.8703
16.1495,235.924,100.986,341.539,1143.55,0.61036,19.3872
16.3498,236.333,100.937,341.539,1147.31,0.609658,19.5309
16.4613,236.516,100.985,341.539,1152.32,0.609966,19.6496
16.704,237.043,100.98,341.539,1162.57,0.607814,19.8277
16.8444,236.937,101.486,341.539,1167.35,0.61111,19.9167
16.892,237.079,101.348,341.539,1169.0,0.610957,19.9557
16.8723,237.321,101.535,341.539,1168.73,0.608462,19.9586
16.913,237.141,101.48,341.539,1168.93,0.609806,19.9481
16.8516,237.017,101.658,341.539,1169.04,0.613543,19.9472
16.8771,236.945,101.84,341.539,1166.78,0.613089,19.9638
16.882,237.186,101.44,341.539,1171.61,0.610011,19.9476
16.8311,237.023,101.825,341.539,1169.88,0.611669,19.9289
16.8681,237.233,101.438,341.539,1173.7,0.609302,19.962
16.8869,237.188,101.76,341.539,1173.85,0.611382,20.0016
16.9226,237.396,101.499,341.539,1174.21,0.610092,19.9769
16.9545,237.597,101.105,341.539,1175.91,0.604809,19.9979
16.868,237.194,101.76,341.539,1170.93,0.611399,19.9531
16.9128,237.284,101.257,341.539,1168.87,0.611475,19.9972
17.0627,237.539,101.123,341.539,1175.45,0.608667,20.0848
16.9854,237.276,101.79,341.539,1172.79,0.613304,20.0439
16.9506,237.282,101.683,341.539,1176.42,0.609506,20.0848
17.0358,237.521,101.317,341.539,1177.57,0.610052,20.1131
17.0723,237.353,101.639,341.539,1182.78,0.610608,20.1658
17.0457,237.557,101.498,341.539,1178.8,0.610571,20.117
17.0298,237.741,101.085,341.539,1180.27,0.605072,20.1486
17.0835,237.648,101.559,341.539,1182.0,0.609606,20.1264
17.0312,237.524,101.376,341.539,1178.86,0.607356,20.1176
17.2028,237.317,101.512,341.539,1175.17,0.611842,20.1945
17.1618,237.592,101.424,341.539,1179.6,0.609822,20.2238
17.1135,237.635,101.335,341.539,1179.88,0.608799,20.1623
17.1641,237.719,101.506,341.539,1179.54,0.610438,20.1627
17.1348,237.509,101.568,341.539,1174.63,0.610015,20.1245
17.0404,237.638,101.665,341.539,1178.04,0.609457,20.1058
17.0473,237.505,101.637,341.539,1179.56,0.608336,20.1339
17.0838,237.614,101.59,341.539,1179.4,0.608029,20.1366
