tas,rlut,rsut,rsdt,pr,clt,tos
14.3183,240.371,100.851,341.537,1156.64,0.616095,18.3331
14.3196,240.95,100.661,341.537,1161.73,0.612799,18.3167
14.2387,240.624,100.897,341.537,1158.1,0.615472,18.2438
14.2535,240.609,100.681,341.537,1158.02,0.614718,18.2794
14.3319,240.663,100.732,341.537,1159.8,0.61491,18.3332
14.3464,240.536,100.868,341.537,1162.01,0.615682,18.3486
14.3434,240.481,101.373,341.537,1158.75,0.61845,18.338
14.2344,240.615,101.049,341.537,1160.93,0.614721,18.2534
14.2001,240.324,100.972,341.537,1156.32,0.616628,18.2348
14.2683,240.69,100.749,341.537,1159.65,0.614949,18.2672
14.2022,240.677,100.865,341.537,1161.23,0.614476,18.2164
14.1244,240.185,100.847,341.537,1158.92,0.615175,18.2528
14.3174,240.717,100.94,341.537,1164.84,0.615795,18.3304
14.3528,240.703,100.67,341.537,1161.33,0.614208,18.3501
14.3163,240.974,100.497,341.537,1158.94,0.610997,18.3081
14.3124,240.526,100.93,341.537,1160.51,0.615964,18.3274
14.3745,240.539,101.113,341.537,1161.22,0.616493,18.3777
14.2985,240.585,101.273,341.537,1161.09,0.616323,18.3351
14.2188,240.324,101.111,341.537,1155.13,0.614547,18.2736
14.2922,240.38,100.859,341.537,1163.14,0.615934,18.337
14.2764,240.713,100.883,341.537,1162.07,0.614746,18.3202
14.2563,240.571,100.722,341.537,1159.85,0.612482,18.314
14.2585,240.887,100.652,341.537,1165.32,0.612348,18.296
14.2343,240.403,100.694,341.537,1156.6,0.615956,18.2865
14.2834,240.653,100.848,341.537,1157.38,0.614232,18.3311
14.2334,240.487,100.903,341.537,1158.65,0.615244,18.3128
14.3395,240.542,100.984,341.537,1159.93,0.616389,18.3601
14.406,240.981,100.752,341.537,1159.94,0.61484,18.4244
14.2885,240.528,101.119,341.537,1157.49,0.61699,18.341
14.2409,240.565,101.204,341.537,1162.94,0.618188,18.3046
14.2685,240.815,100.692,341.537,1161.05,0.613145,18.3366
14.3559,240.666,100.939,341.537,1161.69,0.617584,18.3658
14.3543,240.919,100.601,341.537,1163.62,0.612281,18.3283
14.2596,240.617,100.699,341.537,1161.66,0.613904,18.2974
14.4266,240.789,100.742,341.537,1161.64,0.613571,18.3832
14.3453,240.878,100.703,341.537,1163.51,0.613201,18.3359
14.1934,240.485,100.904,341.537,1162.22,0.613235,18.2593
14.2386,240.603,100.877,341.537,1161.88,0.612825,18.2757
14.3385,240.443,100.948,341.537,1159.76,0.616879,18.3178
14.3144,240.738,101.002,341.537,1162.43,0.615112,18.3138
14.2351,240.406,101.312,341.537,1159.42,0.617498,18.2893
14.2051,240.544,101.077,341.537,1160.87,0.614619,18.2839
14.2322,240.647,100.796,341.537,1160.35,0.613886,18.2542
