tas,rlut,rsut,rsdt,pr,clt,tos
13.5595,237.027,102.621,340.37,1097.35,0.719911,17.8528
13.5884,237.04,102.78,340.37,1103.51,0.723044,17.9229
13.6467,237.166,103.34,340.37,1109.08,0.724536,17.8961
13.4113,236.75,103.056,340.37,1096.75,0.721749,17.7292
13.4577,236.758,103.254,340.37,1105.23,0.724451,17.8259
13.541,237.162,103.219,340.37,1108.4,0.72308,17.9014
13.5141,236.837,103.193,340.37,1104.23,0.723369,17.8542
13.6126,237.282,102.821,340.37,1109.31,0.721912,17.951
13.5966,237.228,103.213,340.37,1110.64,0.72315,17.9197
13.5306,236.899,103.13,340.37,1104.23,0.723442,17.8768
13.577,237.152,103.333,340.37,1109.09,0.726938,17.8825
13.4948,236.947,103.354,340.37,1105.94,0.724969,17.8317
13.6172,236.989,102.795,340.37,1101.49,0.720569,17.9318
13.6441,237.227,102.744,340.37,1106.23,0.722448,17.9723
13.4662,236.932,103.242,340.37,1107.93,0.722836,17.881
13.5743,236.776,102.967,340.37,1102.89,0.725204,17.9361
13.7463,237.222,102.318,340.37,1106.68,0.720375,18.0067
13.7039,237.362,102.725,340.37,1108.0,0.721833,17.9781
13.5892,237.102,102.612,340.37,1103.77,0.720295,17.9214
13.644,237.104,102.534,340.37,1106.31,0.720298,18.0169
13.7895,237.359,102.329,340.37,1106.67,0.718888,18.0532
13.7673,237.383,102.754,340.37,1111.28,0.722302,18.077
13.7233,237.517,102.956,340.37,1109.45,0.722376,17.9924
13.7181,237.353,102.585,340.37,1109.03,0.720546,18.0095
13.6241,236.933,102.735,340.37,1106.42,0.723421,18.0157
13.7787,237.648,102.493,340.37,1108.24,0.721027,18.0458
13.9048,237.798,102.282,340.37,1119.47,0.717305,18.1791
13.7214,237.398,103.144,340.37,1111.17,0.722915,18.0523
13.7361,237.223,102.452,340.37,1104.7,0.71885,18.0106
13.711,237.318,102.492,340.37,1107.93,0.719637,18.0793
13.7935,237.915,102.866,340.37,1115.81,0.720779,18.0615
13.6639,236.967,102.572,340.37,1105.93,0.721203,18.0257
13.7322,237.526,102.902,340.37,1111.65,0.720276,18.0262
13.826,237.435,102.428,340.37,1107.17,0.72085,18.0718
13.8335,237.68,102.918,340.37,1117.03,0.72471,18.089
13.6718,237.255,102.798,340.37,1103.38,0.721322,17.9391
13.8043,237.283,102.144,340.37,1110.16,0.722089,18.1008
13.7405,237.714,103.16,340.37,1109.96,0.723753,18.0076
13.6666,236.97,102.748,340.37,1103.78,0.722943,17.9599
13.6651,237.409,103.032,340.37,1106.12,0.721702,17.9886
13.7411,237.29,102.702,340.37,1104.88,0.721918,17.9798
13.7563,237.281,102.727,340.37,1103.96,0.720569,17.9724
13.7371,237.341,102.731,340.37,1110.84,0.721469,18.0051
13.6817,237.423,102.916,340.37,1106.21,0.722473,17.9745
13.7763,237.108,102.597,340.37,1105.1,0.721176,18.0334
13.9839,237.778,102.477,340.37,1117.56,0.721452,18.1263
13.5132,237.103,103.538,340.37,1104.68,0.72466,17.8924
13.733,237.277,102.459,340.37,1102.61,0.719271,17.9958
13.6164,237.212,103.14,340.37,1109.98,0.723843,17.9644
13.5327,237.158,103.327,340.37,1107.36,0.723124,17.9277
13.5517,236.946,103.047,340.37,1103.73,0.724876,17.9237
13.5827,237.245,103.602,340.37,1111.32,0.727174,17.8695
13.3606,236.547,103.439,340.37,1098.99,0.725234,17.7739
13.4754,236.937,103.188,340.37,1103.26,0.72468,17.8611
13.4907,237.126,103.117,340.37,1107.46,0.723165,17.8801
13.4968,236.861,103.257,340.37,1104.35,0.726491,17.8408
13.6009,237.213,103.19,340.37,1105.28,0.721217,17.8555
13.6539,237.034,102.737,340.37,1101.05,0.723305,17.9217
13.6214,237.645,103.567,340.37,1115.85,0.722444,17.9057
13.3673,236.539,103.339,340.37,1098.05,0.726082,17.7452
13.3752,236.534,103.212,340.37,1101.93,0.725803,17.849
13.688,237.316,102.835,340.37,1105.18,0.723289,18.0198
13.7394,237.477,102.933,340.37,1109.83,0.721308,18.0029
13.5953,237.005,103.19,340.37,1111.16,0.722925,17.9122
13.5302,236.693,103.06,340.37,1100.59,0.723978,17.8382
13.7897,237.406,102.478,340.37,1111.5,0.722741,17.9998
13.7172,237.237,102.494,340.37,1103.96,0.719215,18.0109
13.6349,237.449,103.286,340.37,1110.42,0.720374,17.964
13.6365,236.838,103.053,340.37,1103.86,0.724638,17.8975
13.5696,237.016,103.054,340.37,1106.81,0.72388,17.8988
13.6902,237.118,102.59,340.37,1107.97,0.722821,17.9715
13.853,237.434,102.824,340.37,1111.89,0.724339,18.0172
13.65,237.099,102.641,340.37,1104.75,0.720684,17.9543
13.6227,236.921,102.775,340.37,1103.52,0.72279,17.9368
13.8478,237.661,102.173,340.37,1111.42,0.719254,18.0628
13.7829,237.476,102.739,340.37,1113.35,0.72304,18.0052
13.632,236.848,102.791,340.37,1105.08,0.723498,17.9401
13.7843,237.538,102.183,340.37,1106.02,0.720154,18.0775
13.9185,237.481,102.779,340.37,1111.67,0.72416,18.1276
13.8361,237.455,102.464,340.37,1110.37,0.72164,18.1184
13.9686,237.605,102.008,340.37,1111.46,0.719113,18.2158
13.9566,237.848,102.546,340.37,1118.97,0.721225,18.2411
13.9258,237.44,102.554,340.37,1117.43,0.722893,18.229
14.0563,237.866,102.473,340.37,1115.96,0.721267,18.2331
13.9766,237.649,102.156,340.37,1110.03,0.719363,18.1761
13.9867,237.729,102.409,340.37,1113.15,0.720687,18.1557
13.816,237.256,102.739,340.37,1109.79,0.721783,18.0607
13.8637,237.48,102.496,340.37,1105.48,0.719707,18.0726
13.9689,237.697,102.334,340.37,1114.47,0.721506,18.1735
13.9384,237.587,102.582,340.37,1116.26,0.723706,18.1771
13.7554,237.287,102.837,340.37,1112.07,0.72363,18.1036
13.8646,237.523,102.445,340.37,1110.96,0.720786,18.1502
13.8556,238.038,102.936,340.37,1119.73,0.720522,18.0546
13.6233,236.967,102.749,340.37,1102.9,0.722353,17.892
13.696,237.288,102.968,340.37,1112.72,0.722723,17.959
13.6652,237.303,102.886,340.37,1106.94,0.721321,17.959
13.7336,237.404,102.918,340.37,1110.89,0.722364,17.9679
13.721,237.234,102.843,340.37,1110.01,0.723592,18.0182
13.6596,237.258,103.009,340.37,1108.65,0.722938,17.9982
13.7106,237.34,102.736,340.37,1109.7,0.722177,17.9801
13.7263,237.61,102.828,340.37,1110.47,0.722041,17.9445
13.6405,237.091,102.902,340.37,1103.36,0.720083,17.9241
13.7231,237.263,102.682,340.37,1110.44,0.721086,18.0172
13.8231,237.411,102.717,340.37,1110.02,0.720881,18.0745
13.8856,237.414,102.897,340.37,1118.62,0.726727,18.1049
13.6711,237.234,102.973,340.37,1105.18,0.722118,17.9632
13.7336,237.405,102.563,340.37,1109.74,0.721333,18.0048
13.6795,237.341,103.255,340.37,1111.21,0.723609,18.002
13.8538,237.524,102.509,340.37,1107.66,0.720911,18.0378
13.7395,237.326,102.94,340.37,1106.32,0.722997,17.9923
13.7065,237.191,102.6,340.37,1106.02,0.721352,18.0334
13.7615,237.355,102.877,340.37,1110.82,0.724084,18.0909
13.9188,237.511,102.31,340.37,1111.59,0.721182,18.137
13.7772,237.748,103.151,340.37,1115.92,0.724468,18.0367
13.5262,236.761,103.166,340.37,1102.94,0.724894,17.8844
13.7078,237.361,102.813,340.37,1107.27,0.721312,17.9633
13.6765,237.001,102.994,340.37,1106.01,0.723578,17.9132
13.6769,237.139,102.585,340.37,1104.7,0.720114,17.9401
13.6924,237.1,102.675,340.37,1104.02,0.721457,18.0163
13.7569,237.247,102.972,340.37,1110.76,0.724824,18.0008
13.8006,237.254,102.448,340.37,1110.0,0.722429,18.1033
13.7773,237.64,103.182,340.37,1117.71,0.722681,18.0533
13.6237,237.015,102.858,340.37,1104.63,0.723533,17.9084
13.5871,236.871,103.266,340.37,1105.35,0.724123,17.8951
13.4955,236.958,102.834,340.37,1103.53,0.722305,17.8938
13.6057,237.09,102.478,340.37,1105.86,0.721259,18.0193
13.7539,237.498,102.478,340.37,1109.83,0.717228,18.0648
13.7614,237.557,102.384,340.37,1111.34,0.719598,18.0826
13.7948,237.668,102.432,340.37,1114.69,0.718973,18.1241
13.8161,237.627,102.882,340.37,1111.21,0.724299,18.1053
13.8089,237.182,102.434,340.37,1108.86,0.721348,18.0667
13.8807,237.645,102.568,340.37,1112.54,0.721046,18.1023
13.6305,236.939,102.959,340.37,1105.38,0.724383,17.9574
13.7641,237.203,102.167,340.37,1104.13,0.721104,18.0911
13.7283,237.886,102.825,340.37,1119.42,0.720688,18.0819
13.6015,236.853,102.904,340.37,1107.44,0.723135,17.9637
13.9086,237.553,102.343,340.37,1108.9,0.721258,18.171
13.8264,237.845,102.631,340.37,1117.68,0.722467,18.1396
13.7371,237.261,102.583,340.37,1108.89,0.720074,18.0408
13.8606,237.507,102.384,340.37,1109.14,0.719402,18.1594
13.9139,237.921,102.653,340.37,1115.94,0.719234,18.125
13.8102,237.528,102.554,340.37,1108.2,0.719805,18.1068
