tas,rlut,rsut,rsdt,pr,clt,tos
13.7161,235.978,103.275,338.485,1022.98,0.578223,17.4463
13.7542,235.866,103.529,338.485,1022.11,0.578532,17.4418
13.7718,236.029,103.414,338.485,1023.11,0.577066,17.5058
13.5861,235.621,103.835,338.485,1017.87,0.578201,17.402
13.6733,235.689,103.156,338.485,1019.45,0.57719,17.393
13.7085,235.954,103.246,338.485,1018.84,0.575745,17.4271
13.7635,235.874,103.346,338.485,1020.7,0.579137,17.4839
13.7407,235.884,103.563,338.485,1020.05,0.577649,17.4636
13.8211,236.019,103.188,338.485,1020.51,0.57597,17.4957
13.7638,235.874,103.204,338.485,1024.12,0.576951,17.4261
13.7818,235.893,103.489,338.485,1025.46,0.579924,17.5114
13.7617,235.992,103.178,338.485,1024.24,0.576937,17.46
13.7259,235.945,103.178,338.485,1023.84,0.574641,17.4472
13.7174,235.725,103.625,338.485,1021.9,0.578477,17.3932
13.6971,235.579,103.561,338.485,1021.49,0.57933,17.4213
13.736,235.938,103.603,338.485,1022.58,0.578791,17.3871
13.7574,235.848,103.321,338.485,1020.35,0.57841,17.4452
13.7776,235.888,103.346,338.485,1022.53,0.578211,17.4939
13.6809,235.78,103.449,338.485,1019.09,0.57727,17.4459
13.8002,236.104,103.299,338.485,1024.91,0.577283,17.5192
13.694,235.963,103.561,338.485,1019.93,0.578557,17.4439
13.7156,235.709,103.286,338.485,1020.88,0.576501,17.4883
13.7394,235.88,103.927,338.485,1026.05,0.579781,17.4003
13.6244,235.677,103.518,338.485,1018.44,0.577474,17.3797
13.642,235.604,103.38,338.485,1017.86,0.576308,17.417
13.7361,235.754,103.446,338.485,1022.07,0.578455,17.4928
13.7708,235.883,103.582,338.485,1021.12,0.5782,17.4507
13.7759,235.979,103.156,338.485,1019.84,0.5765,17.406
13.7329,235.834,103.58,338.485,1019.95,0.578237,17.4265
13.6304,235.526,104.047,338.485,1022.89,0.581517,17.3358
13.7127,235.678,103.448,338.485,1021.62,0.578231,17.3835
13.7231,235.764,103.65,338.485,1018.26,0.579403,17.4037
13.7535,235.843,103.099,338.485,1022.46,0.576263,17.4327
13.7388,236.109,103.069,338.485,1023.63,0.576867,17.478
13.661,235.777,103.368,338.485,1015.23,0.576685,17.4143
13.7798,235.846,103.692,338.485,1028.05,0.577651,17.4755
13.6459,235.724,103.517,338.485,1015.77,0.578596,17.3929
13.7632,235.688,103.498,338.485,1021.74,0.579513,17.4356
13.7006,235.844,103.558,338.485,1018.34,0.577213,17.3743
13.6357,235.537,103.464,338.485,1015.83,0.577022,17.3406
13.7039,235.596,103.432,338.485,1018.99,0.579859,17.4333
13.7173,235.927,103.291,338.485,1020.94,0.575441,17.4466
13.6953,235.804,103.39,338.485,1016.92,0.575635,17.4121
13.7179,235.848,103.359,338.485,1022.71,0.57777,17.4466
13.7006,235.939,103.285,338.485,1018.85,0.574577,17.4102
13.6916,235.733,103.199,338.485,1018.94,0.576513,17.4198
13.7358,235.761,103.684,338.485,1021.41,0.580628,17.4549
13.746,235.841,103.535,338.485,1025.38,0.57862,17.4774
13.7291,236.033,103.488,338.485,1028.24,0.577719,17.4308
13.6158,235.668,103.319,338.485,1021.9,0.577307,17.415
13.7438,235.889,103.349,338.485,1023.04,0.578074,17.4525
13.7494,235.889,103.412,338.485,1025.65,0.577904,17.4562
13.7253,236.077,103.478,338.485,1024.49,0.576407,17.418
13.8127,235.876,103.016,338.485,1017.19,0.575032,17.4729
13.7347,235.839,103.557,338.485,1023.41,0.577865,17.4373
13.6875,235.889,103.302,338.485,1017.78,0.575846,17.4045
13.698,235.634,103.671,338.485,1022.42,0.578969,17.4313
13.6184,235.754,103.623,338.485,1019.34,0.577587,17.3643
13.7218,235.837,103.137,338.485,1017.26,0.575593,17.4306
13.7705,235.818,103.559,338.485,1024.6,0.577873,17.434
13.7532,235.63,103.674,338.485,1019.01,0.579253,17.3944
13.8245,235.707,103.438,338.485,1021.01,0.57953,17.4476
13.8689,235.894,103.669,338.485,1021.51,0.579053,17.4606
13.8587,235.837,103.135,338.485,1018.64,0.577177,17.4468
13.9182,236.146,103.157,338.485,1020.56,0.578251,17.5114
13.8416,235.982,103.145,338.485,1021.21,0.576722,17.498
13.8469,235.857,103.536,338.485,1027.36,0.579098,17.4992
13.7003,235.797,103.651,338.485,1017.97,0.579419,17.4417
13.6527,235.812,103.56,338.485,1019.16,0.576518,17.4256
13.7007,235.778,103.459,338.485,1022.2,0.57726,17.4517
13.7773,235.943,103.262,338.485,1020.79,0.575782,17.4358
13.7575,235.732,103.821,338.485,1021.48,0.579644,17.4104
13.7496,235.577,103.564,338.485,1020.1,0.578682,17.433
13.6826,235.737,103.584,338.485,1022.66,0.580489,17.4179
13.6795,235.399,103.621,338.485,1020.36,0.580541,17.4687
13.8028,235.924,103.581,338.485,1022.5,0.579847,17.4594
13.6586,235.681,103.502,338.485,1020.99,0.576548,17.4048
13.7397,235.6,103.537,338.485,1018.24,0.580293,17.4198
13.8106,235.966,103.427,338.485,1023.39,0.577308,17.4714
13.7234,236.01,103.347,338.485,1020.43,0.577256,17.4541
13.656,235.809,103.48,338.485,1018.47,0.578624,17.4253
13.6163,235.75,103.41,338.485,1019.13,0.576225,17.3633
13.6254,235.919,103.371,338.485,1021.88,0.575161,17.3522
13.7103,235.857,103.245,338.485,1019.17,0.576921,17.3776
13.5762,235.565,103.602,338.485,1017.68,0.578986,17.3777
13.761,235.581,103.303,338.485,1017.8,0.578568,17.416
