CO2,CH4,N2O,FGAS,ODS,OC,BC,SOX,NOX,BBAER,DUST,CLOUD,O3S,O3T,H2OS,LCC,BCSNOW,VOLC,SOLAR
1.5327,0.479349,0.143001,0.0129504,0.319561,-0.0466785,0.186982,-0.383899,-0.0965845,0.023583,-0.0961873,-0.686086,-0.0611506,0.373672,0.0820173,-0.192375,0.0954649,0.228674,0.181191
1.5559,0.479231,0.14503,0.0141809,0.320331,-0.0478466,0.189391,-0.386164,-0.0988064,0.0228134,-0.0969686,-0.690713,-0.0592393,0.373532,0.081997,-0.193937,0.0962426,0.232444,0.190562
1.5855,0.479785,0.147437,0.0155953,0.321029,-0.0490211,0.193791,-0.39016,-0.0991473,0.0248743,-0.0978269,-0.693303,-0.0574986,0.373914,0.0820924,-0.195654,0.0973574,0.232444,0.174151
1.61755,0.480748,0.14989,0.017084,0.321281,-0.0496549,0.196804,-0.3941,-0.0994884,0.0269294,-0.0986996,-0.695994,-0.0551123,0.37475,0.0822583,-0.197399,0.0984169,0.232444,0.130187
1.64679,0.480862,0.152086,0.0186534,0.321257,-0.0498851,0.198935,-0.398034,-0.0998295,0.0289768,-0.0995682,-0.698667,-0.0522666,0.375368,0.082278,-0.199136,0.0994726,0.232444,0.0860781
1.67513,0.480365,0.154397,0.0202831,0.321146,-0.0499846,0.200246,-0.398526,-0.100163,0.0307166,-0.1,-0.699783,-0.0497123,0.37583,0.0821922,-0.200838,0.100115,0.184018,0.0592681
1.70352,0.480655,0.156801,0.0219181,0.320488,-0.0498236,0.199921,-0.392146,-0.100484,0.0318417,-0.1,-0.697796,-0.0477661,0.376492,0.0822423,-0.202495,0.0999341,0.0677962,0.0431769
1.73086,0.481977,0.158999,0.0236673,0.31953,-0.0495325,0.198781,-0.382348,-0.100801,0.0326574,-0.1,-0.694248,-0.0461083,0.377322,0.08247,-0.204111,0.0993423,0.0,0.0322656
1.75906,0.483983,0.161236,0.0255956,0.31862,-0.0492412,0.197645,-0.372574,-0.101121,0.0334701,-0.1,-0.69068,-0.0443753,0.378235,0.0828157,-0.205686,0.098753,0.0,0.025655
1.78974,0.486601,0.163513,0.0276717,0.317634,-0.0489499,0.196511,-0.36281,-0.101443,0.0342815,-0.1,-0.687085,-0.0424774,0.379313,0.0832667,-0.207219,0.0981648,0.0,0.0725287
1.82162,0.489663,0.165827,0.0299236,0.316567,-0.0486972,0.195402,-0.354904,-0.101856,0.0345341,-0.1,-0.684281,-0.0405882,0.380509,0.0837943,-0.208719,0.0975861,0.0,0.146252
1.85334,0.493132,0.16818,0.0323372,0.315465,-0.0485221,0.194343,-0.350713,-0.102451,0.0336688,-0.1,-0.683099,-0.0389831,0.381806,0.0843923,-0.210195,0.0970266,0.0,0.181191
1.88564,0.497048,0.170587,0.03487,0.314322,-0.0483856,0.193308,-0.34838,-0.103137,0.0322446,-0.1,-0.682734,-0.0370471,0.383629,0.0850672,-0.211656,0.0964766,0.0,0.190562
1.91889,0.501437,0.173062,0.0374815,0.313142,-0.0482492,0.192274,-0.346047,-0.103823,0.0308204,-0.1,-0.682367,-0.034951,0.385985,0.0858236,-0.2131,0.0959266,0.0,0.174151
1.95307,0.506264,0.175606,0.0401635,0.311927,-0.0481128,0.19124,-0.343713,-0.10451,0.0293962,-0.1,-0.681999,-0.0331631,0.388447,0.0866558,-0.214527,0.0953766,0.0,0.130187
1.98815,0.511502,0.178217,0.0429094,0.310678,-0.0479764,0.190205,-0.34138,-0.105196,0.027972,-0.1,-0.681628,-0.0314512,0.391007,0.0875587,-0.215939,0.0948266,0.0,0.0860781
2.02401,0.51711,0.180895,0.0457132,0.309385,-0.04784,0.189171,-0.339046,-0.105882,0.0265478,-0.1,-0.681256,-0.0297778,0.393654,0.0885258,-0.217334,0.0942766,0.0,0.0592681
2.06053,0.523045,0.183639,0.0485695,0.308055,-0.0477036,0.188137,-0.336713,-0.106568,0.0251236,-0.1,-0.680883,-0.0281298,0.396376,0.0895492,-0.218712,0.0937266,0.0,0.0431769
2.09762,0.529266,0.186448,0.0514738,0.306704,-0.0475671,0.187102,-0.33438,-0.107254,0.0236995,-0.1,-0.680508,-0.026508,0.399163,0.0906221,-0.220075,0.0931767,0.0,0.0322656
2.13528,0.535741,0.189321,0.0544219,0.30532,-0.0474307,0.186068,-0.332046,-0.10794,0.0222753,-0.1,-0.680131,-0.0244691,0.402005,0.091739,-0.221421,0.0926267,0.0,0.025655
2.1735,0.542439,0.192258,0.0574104,0.303896,-0.0472817,0.184899,-0.329356,-0.108415,0.0209384,-0.1,-0.679297,-0.0223735,0.404895,0.0928946,-0.222748,0.0920133,0.0,0.0725287
2.21219,0.549306,0.195256,0.060435,0.302418,-0.0471074,0.183462,-0.325951,-0.108468,0.0197763,-0.1,-0.677549,-0.02076,0.407817,0.0940795,-0.224053,0.0912732,0.0,0.146252
2.25125,0.556275,0.198311,0.063443,0.300878,-0.0469206,0.18189,-0.322189,-0.108309,0.0187015,-0.1,-0.675337,-0.0193033,0.409912,0.0952822,-0.225334,0.0904696,0.0,0.181191
