NAmerica,S&CAmerica,Europe,NA&ME,Africa,FSU,China,S&SEAsia,PCDV
0.0,0.0,0.26,0.0,0.0,0.206,0.0,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
0.0,0.0,0.26,0.024,0.0,0.206,0.046,0.0,0.004
