NAmerica,S&CAmerica,Europe,NA&ME,Africa,FSU,China,S&SEAsia,PCDV
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
0.0,0.0147,0.0,0.01,0.0,0.0,0.0,0.0,0.002
