Slash,Fuel,Short,Long
2.3589399999999996,1.3138399999999999,0.28366999999999998,0.17916000000000001
0.22987819999999992,0.70958964264705882,0.034985166176470586,0.063306491176470581
1.4193352000000008,0.79281171364981706,0.049574074541060519,0.063841911809122451
1.5928296999999998,2.8546817999999998,0.2275471,0.28960539999999996
0.0,0.0,0.0,0.0
0.099916000000000005,0.34471019999999997,0.1024139,0.024979000000000001
0.076530600000000004,0.077953989041095878,0.032524865753424663,0.025160745205479448
0.0,0.0,0.0,0.0
0.23028779999999999,0.38688328858856769,0.0034144633767147704,0.012783648034717494
0.034319600000000006,0.28061320000000001,0.0010094000000000001,0.0010094000000000001
7.0729568,2.7325441900990102,0.39100457821782181,0.21934403168316832
0.67729299999999992,0.2644239306122449,0.0016072448979591843,0.0080362244897959206
1.0612182000000001,0.36430013999999999,0.0065361600000000001,0.032680799999999996
1.5055615999999996,0.92441472994350293,0.048817030508474579,0.27662983954802262
0.1939245,0.34032600000000002,0.010730999999999999,0.024527999999999998
8.2000000000000001e-05,5.1518072289156625e-05,4.0481927710843363e-06,2.8337349397590358e-06
0.50844959999999995,0.19050120000000001,0.015623999999999999,0.023436000000000005
0.57671460000000008,0.21247379999999999,0.011037600000000002,0.027594
0.070512000000000019,0.030692843860406424,7.4317030814185161e-05,0.012217239108779386
0.051046799999999996,0.019892970114942527,0.00014585747126436786,0.00043757241379310363
0.095807599999999882,1.5062323399999999,0.020188029999999999,0.020188030000000003
0.12838070000000001,0.034477747761194028,0.0013294567164179106,0.0028250955223880596
0.042408000000000001,0.0098580000000000004,0.00018600000000000002,0.001488
0.31780890000000006,0.31226314419335177,0.00072925134793004837,0.020691604458718177
6.2336934000000008,1.7367503999999994,2.9462730000000001,2.7291792000000004
5.5636026000000012,2.5841869999999991,3.9218837999999998,4.1042969999999999
1.0173913999999997,0.5400166666666667,0.1914059074074074,0.046201425925925924
0.0,0.0,0.0,0.0
1.8051599999999999,0.32216766467065872,0.21204970059880238,0.17138263473053891
2.5623807999999997,1.0004100363636363,0.0,0.24646276363636366
17.819604600000005,30.288132599999997,4.1042237999999998,2.7534666000000008
0.44797560000000003,0.36357439999999996,0.20937989999999998,0.10225529999999999
3.1943471999999997,2.3973303107594939,0.16832506582278473,0.078150923417721507
0.32949100000000009,0.48733099999999996,0.0098650000000000005,0.099636500000000017
0.63471020000000022,0.82897006570048304,0.0070667748792270545,0.18020275942028985
4.9362192,2.0805552,0.04079519999999999,0.28556639999999994
