Slash,Fuel,Short,Long
0.13550880000000001,0.026334400000000001,0.0010464000000000001,0.00087199999999999995
1.5455850000000004,2.3719456105990782,0.12086944700460829,0.30682244239631329
2.4964613,1.2947343629178698,0.03609241489267638,0.322015422189454
0.123998,0.072418999999999997,0.0005210000000000002,0.0070335000000000016
0.051929400000000014,0.17407320000000001,0.0,0.0010971000000000002
0.16940160000000004,0.12923099999999998,0.0,0.00093420000000000016
0.11931170000000002,0.18823290000000001,0.0029259000000000008,0.0045514000000000015
0.20998320000000004,0.23281899999999994,0.0012392999999999998,0.0076098999999999993
0.23645640000000007,0.093040499897925219,0.0026476317610364714,0.052862068341038321
0.054806699999999986,0.065790437652439013,0.087590819359756086,0.10199464298780488
0.015187200000000005,0.0073355461400359066,0.012565518850987431,0.017931335008976656
0.00031140000000000031,0.0013384825242718447,0.00047969708737864074,0.00017132038834951458
0.14586930000000004,0.0308212,0.054734200000000004,0.087946700000000003
0.0073439999999999998,0.0084508635346756157,0.0092141673378076053,0.0067061691275167781
0.030816299999999977,0.025717199999999999,0.033698400000000003,0.041901300000000002
0.21935430000000006,0.10812413652968038,0.29554807488584484,0.090428888584474884
0.40682699999999994,0.18506639999999999,0.19463879999999997,0.20261579999999998
0.29683680000000001,0.14710970382978727,0.32517250723404256,0.31300618893617022
0.024588900000000004,0.010928399999999994,0.0046835999999999996,0.025759799999999999
0.032666899999999999,0.030232100000000001,0.015420399999999997,0.0351017
0.0013302000000000001,0.0021431000000000002,0.0039906000000000004,0.010641599999999998
0.164682,0.13865698533724338,0.079362879765395869,0.093046134897360688
0.063055200000000006,0.023813400000000002,0.028844399999999999,0.0898872
0.017927999999999999,0.024624,0.019871999999999997,0.061560000000000004
0.0028797000000000015,0.00084389999999999975,0.0024533999999999997,0.0025577999999999994
0.0,0.0,0.0,0.0
0.0072269999999999973,0.0040150000000000003,0.0054750000000000016,0.0062780000000000023
0.27917630000000004,0.056955699999999991,0.11391139999999998,0.28944700000000001
0.034905599999999995,0.013132800000000003,0.022463999999999998,0.0065663999999999991
0.059536400000000003,0.0210697,0.042912600000000002,0.0518044
0.045358600000000013,0.014409500000000002,0.018669700000000004,0.060519900000000008
0.12902829999999996,0.043615200000000007,0.11267260000000003,0.049067100000000009
0.26228790000000013,0.15511649999999999,0.44842770000000004,0.15229619999999999
0.031402900000000011,0.013208128187919464,0.047951247986577177,0.024406323825503357
0.020832000000000017,0.023187999999999993,0.040299999999999996,0.032735999999999994
0.11272799999999991,0.055357500000000004,0.11876700000000001,0.048312000000000001
0.0,0.0,0.0,0.0
0.020098400000000006,0.010582655707762555,0.0,0.0063341442922374425
0.020813099999999973,0.05458530000000001,0.017671500000000003,0.075398400000000004
0.14239499999999999,0.057096583941605848,0.032008690997566917,0.26645072506082729
0.11443200000000001,0.013986799999999997,0.014178399999999997,0.063802799999999993
0.22151009999999999,0.072807663389121369,0.040011418619246869,0.2007130179916318
7.6054460000000006,4.0454499999999998,6.2299930000000003,8.0908999999999995
0.13684049999999998,0.19255116122448979,0.038899224489795922,0.24506511428571431
0.014320599999999998,0.0076814000000000014,0.00034739999999999993,0.0026633999999999994
0.014421000000000003,0.032119499999999995,0.0032775000000000005,0.045229499999999999
0.023493899999999984,0.0,0.0,0.0
0.031577399999999999,0.0,0.0,0.0
0.014290000000000001,0.0090131909090909092,0.00089345454545454548,0.00089345454545454569
0.0034060000000000002,0.0063403999999999995,0.00023580000000000004,0.00086460000000000009
0.020685600000000002,0.019524057831325301,0.0,0.0091175421686747003
0.063340200000000013,0.092739208695652164,0.0021830028985507254,0.010096388405797104
0.095244999999999982,0.063127500000000003,0.028795000000000001,0.0276875
0.30601800000000001,0.14394180000000001,0.0238014,0.17681040000000001
0.028867299999999992,0.03521098672469785,3.1804219759616987e-05,0.0037868090555425349
0.0034020000000000001,0.0,0.0,0.0
0.14007630000000001,0.021199131578947365,0.017751459649122808,0.0026105087719298244
0.0011065999999999993,0.0059354000000000004,0.0,0.0
0.0375032,0.026912934117647058,0.00030015529411764715,0.0006003105882352943
0.58856910000000007,0.32700601538461538,0.0,0.014743784615384618
0.18386410000000003,0.063547500000000007,0.0,0.028808199999999996
2.7346995000000009,1.3871527903759429,0.0025276933918700873,0.093423416232187251
4.8905064000000014,5.2158722581232126,0.075655223866412311,0.5648821180103738
9.468932999999998,10.774086127250319,0.021455814113574865,0.34274455863610864
0.10697519999999999,0.074917771428571422,0.0,0.0013174285714285712
0.76196710000000001,0.62639469999999997,0.0012553,0.0050212
0.018774599999999989,0.1019655,0.0,0.0022658999999999999
0.0010919999999999997,0.00051449999999999998,0.00018199999999999998,0.00018199999999999998
0.93652800000000003,0.39690948571428569,0.0,0.016723714285714286
1.3672051999999999,0.34096559999999998,0.0033427999999999999,0.0200568
0.052290000000000003,0.038545200000000002,0.0,0.00029880000000000011
1.2564871999999998,0.78497905263157897,0.0,0.031242947368421047
0.23592240000000003,0.1749888,0.0,0.0
1.4502440000000001,0.48748084860383489,0.0014610821080155842,0.085244469288149494
0.0,0.0,0.0,0.0
0.51195139999999995,0.120133,0.033267600000000008,0.013861499999999999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
