0.0,2.5643,0.59289,2.56415,1.29381
0.0,2.54687,0.59288,2.54809,1.23562
0.0,2.52944,0.592871,2.53203,1.17743
0.0,2.51201,0.592861,2.51596,1.11924
0.0,2.49458,0.592852,2.4999,1.06105
0.0,2.47715,0.592842,2.48384,1.00286
0.0,2.45972,0.592833,2.46778,0.944676
0.0,2.44229,0.592823,2.45172,0.886486
0.0,2.42486,0.592814,2.43566,0.828297
0.0,2.40743,0.592805,2.4196,0.770108
0.0,2.39,0.592795,2.40354,0.711919
0.0,2.38839,0.594364,2.40245,0.708906
0.0,2.38678,0.595934,2.40135,0.705893
0.0,2.38518,0.597503,2.40025,0.70288
0.0,2.38357,0.599072,2.39915,0.699868
0.0,2.38197,0.600641,2.39806,0.696855
0.0,2.38036,0.602211,2.39696,0.693842
0.0,2.37875,0.60378,2.39586,0.690829
0.0,2.37715,0.605349,2.39476,0.687817
0.0,2.37554,0.606919,2.39366,0.684804
0.0,2.37394,0.608488,2.39257,0.681791
0.0,2.37207,0.610518,2.40576,0.681569
0.0,2.37021,0.612548,2.41896,0.681346
0.0,2.36834,0.614578,2.43215,0.681124
0.0,2.36648,0.616608,2.44534,0.680901
0.0,2.36461,0.618638,2.45854,0.680678
0.0,2.36275,0.620668,2.47173,0.680456
0.0,2.36088,0.622698,2.48493,0.680233
0.0,2.35902,0.624728,2.49812,0.680011
0.0,2.35716,0.626758,2.51131,0.679788
0.0,2.35529,0.628788,2.52451,0.679566
0.0,2.35249,0.628217,2.52508,0.681405
0.0,2.34969,0.627647,2.52564,0.683244
0.0,2.34689,0.627076,2.52621,0.685084
0.0,2.34409,0.626506,2.52678,0.686923
0.0,2.34129,0.625935,2.52734,0.688763
0.0,2.33849,0.625365,2.52791,0.690602
0.0,2.33569,0.624794,2.52848,0.692442
0.0,2.33288,0.624224,2.52905,0.694281
0.0,2.33008,0.623654,2.52961,0.69612
0.0,2.32728,0.623083,2.53018,0.69796
0.0,2.32396,0.621868,2.53022,0.699412
0.0,2.32064,0.620653,2.53026,0.700865
0.0,2.31733,0.619438,2.53029,0.702317
0.0,2.31401,0.618223,2.53033,0.70377
0.0,2.31069,0.617008,2.53037,0.705222
0.0,2.30737,0.615793,2.53041,0.706675
0.0,2.30405,0.614578,2.53045,0.708127
0.0,2.30073,0.613363,2.53048,0.70958
0.0,2.29741,0.612148,2.53052,0.711032
0.0,2.29409,0.610932,2.53056,0.712485
0.0,2.29042,0.609494,2.52194,0.7086
0.0,2.28675,0.608056,2.51332,0.704715
0.0,2.28308,0.606617,2.5047,0.700829
0.0,2.27941,0.605179,2.49608,0.696944
0.0,2.27573,0.60374,2.48746,0.693059
0.0,2.27206,0.602302,2.47884,0.689174
0.0,2.26839,0.600864,2.47022,0.685289
0.0,2.26472,0.599425,2.4616,0.681404
0.0,2.26105,0.597987,2.45299,0.677519
0.0,2.25737,0.596548,2.44437,0.673634
0.0,2.25336,0.594892,2.43346,0.66747
0.0,2.24934,0.593235,2.42256,0.661306
0.0,2.24532,0.591578,2.41165,0.655142
0.0,2.2413,0.589921,2.40075,0.648978
0.0,2.23728,0.588264,2.38984,0.642814
0.0,2.23327,0.586608,2.37894,0.63665
0.0,2.22925,0.584951,2.36803,0.630486
0.0,2.22523,0.583294,2.35713,0.624322
0.0,2.22121,0.581637,2.34622,0.618159
0.0,2.21719,0.57998,2.33532,0.611995
0.0,2.21445,0.578995,2.32721,0.607376
0.0,2.2117,0.57801,2.31909,0.602757
0.0,2.20896,0.577024,2.31098,0.598137
0.0,2.20621,0.576039,2.30286,0.593518
0.0,2.20346,0.575054,2.29475,0.588899
0.0,2.20072,0.574068,2.28663,0.58428
0.0,2.19797,0.573083,2.27852,0.579661
0.0,2.19522,0.572098,2.27041,0.575042
0.0,2.19248,0.571113,2.26229,0.570423
0.0,2.18973,0.570127,2.25418,0.565804
0.0,2.18709,0.569549,2.2511,0.563678
0.0,2.18445,0.56897,2.24802,0.561552
0.0,2.18181,0.568391,2.24495,0.559426
0.0,2.17917,0.567813,2.24187,0.5573
0.0,2.17653,0.567234,2.23879,0.555173
0.0,2.17389,0.566655,2.23571,0.553047
0.0,2.17125,0.566077,2.23263,0.550921
0.0,2.16861,0.565498,2.22956,0.548795
0.0,2.16597,0.564919,2.22648,0.546669
0.0,2.16333,0.564341,2.2234,0.544543
0.0,2.16081,0.563779,2.22088,0.542829
0.0,2.1583,0.563217,2.21835,0.541115
0.0,2.15578,0.562654,2.21583,0.539401
0.0,2.15326,0.562092,2.21331,0.537687
0.0,2.15075,0.56153,2.21078,0.535973
0.0,2.14823,0.560968,2.20826,0.534259
0.0,2.14572,0.560406,2.20573,0.532545
0.0,2.1432,0.559844,2.20321,0.530831
0.0,2.14068,0.559282,2.20069,0.529117
0.0,2.13817,0.55872,2.19816,0.527403
