0.0,0.687961,3.32181,25.5535,3.4228,2.08288
0.0,0.687369,3.32945,25.549,3.42264,2.08291
0.0,0.686777,3.33709,25.5445,3.42248,2.08293
0.0,0.686184,3.34472,25.54,3.42232,2.08295
0.0,0.685592,3.35236,25.5355,3.42216,2.08298
0.0,0.685,3.36,25.531,3.422,2.083
0.0,0.6844,3.3676,25.5262,3.422,2.083
0.0,0.6838,3.3752,25.5214,3.422,2.083
0.0,0.6832,3.3828,25.5166,3.422,2.083
0.0,0.6826,3.3904,25.5118,3.422,2.083
0.0,0.682,3.398,25.507,3.422,2.083
0.0,0.6821,3.3994,25.4861,3.4223,2.0833
0.0,0.6822,3.4008,25.4652,3.4226,2.0836
0.0,0.6823,3.4022,25.4443,3.4229,2.0839
0.0,0.6824,3.4036,25.4234,3.4232,2.0842
0.0,0.6825,3.405,25.4025,3.4235,2.0845
0.0,0.6826,3.4064,25.3816,3.4238,2.0848
0.0,0.6827,3.4078,25.3607,3.4241,2.0851
0.0,0.6828,3.4092,25.3398,3.4244,2.0854
0.0,0.6829,3.4106,25.3189,3.4247,2.0857
0.0,0.683,3.412,25.298,3.425,2.086
0.0,0.683398,3.41309,25.2743,3.42489,2.08639
0.0,0.683796,3.41418,25.2507,3.42478,2.08679
0.0,0.684194,3.41527,25.227,3.42467,2.08718
0.0,0.684592,3.41636,25.2033,3.42456,2.08758
0.0,0.68499,3.41745,25.1796,3.42445,2.08797
0.0,0.685388,3.41854,25.156,3.42434,2.08836
0.0,0.685786,3.41963,25.1323,3.42423,2.08876
0.0,0.686184,3.42072,25.1086,3.42412,2.08915
0.0,0.686582,3.42181,25.0849,3.42401,2.08955
0.0,0.68698,3.4229,25.0613,3.4239,2.08994
0.0,0.687082,3.42261,25.0324,3.42351,2.09025
0.0,0.687184,3.42232,25.0036,3.42312,2.09055
0.0,0.687286,3.42203,24.9748,3.42273,2.09086
0.0,0.687388,3.42174,24.946,3.42234,2.09116
0.0,0.68749,3.42145,24.9171,3.42195,2.09147
0.0,0.687592,3.42116,24.8883,3.42156,2.09178
0.0,0.687694,3.42087,24.8595,3.42117,2.09208
0.0,0.687796,3.42058,24.8307,3.42078,2.09239
0.0,0.687898,3.42029,24.8018,3.42039,2.09269
0.0,0.688,3.42,24.773,3.42,2.093
0.0,0.688098,3.41979,24.7457,3.41979,2.09329
0.0,0.688196,3.41958,24.7185,3.41958,2.09359
0.0,0.688294,3.41937,24.6912,3.41937,2.09388
0.0,0.688392,3.41916,24.6639,3.41916,2.09418
0.0,0.68849,3.41895,24.6366,3.41895,2.09447
0.0,0.688588,3.41874,24.6094,3.41874,2.09476
0.0,0.688686,3.41853,24.5821,3.41853,2.09506
0.0,0.688784,3.41832,24.5548,3.41832,2.09535
0.0,0.688882,3.41811,24.5276,3.41811,2.09564
0.0,0.68898,3.4179,24.5003,3.4179,2.09594
0.0,0.689182,3.41741,24.4739,3.41741,2.09614
0.0,0.689384,3.41692,24.4474,3.41692,2.09635
0.0,0.689586,3.41643,24.421,3.41643,2.09656
0.0,0.689788,3.41594,24.3946,3.41594,2.09676
0.0,0.68999,3.41545,24.3681,3.41545,2.09697
0.0,0.690192,3.41496,24.3417,3.41496,2.09718
0.0,0.690394,3.41447,24.3153,3.41447,2.09738
0.0,0.690596,3.41398,24.2889,3.41398,2.09759
0.0,0.690798,3.41349,24.2624,3.41349,2.09779
0.0,0.691,3.413,24.236,3.413,2.098
0.0,0.6911,3.4129,24.2154,3.4128,2.0981
0.0,0.6912,3.4128,24.1948,3.4126,2.0982
0.0,0.6913,3.4127,24.1742,3.4124,2.0983
0.0,0.6914,3.4126,24.1536,3.4122,2.0984
0.0,0.6915,3.4125,24.133,3.412,2.0985
0.0,0.6916,3.4124,24.1124,3.4118,2.0986
0.0,0.6917,3.4123,24.0918,3.4116,2.0987
0.0,0.6918,3.4122,24.0712,3.4114,2.0988
0.0,0.6919,3.4121,24.0506,3.4112,2.0989
0.0,0.692,3.412,24.03,3.411,2.099
0.0,0.692,3.4121,24.0196,3.4109,2.099
0.0,0.692,3.4122,24.0092,3.4108,2.099
0.0,0.692,3.4123,23.9988,3.4107,2.099
0.0,0.692,3.4124,23.9884,3.4106,2.099
0.0,0.692,3.4125,23.978,3.4105,2.099
0.0,0.692,3.4126,23.9676,3.4104,2.099
0.0,0.692,3.4127,23.9572,3.4103,2.099
0.0,0.692,3.4128,23.9468,3.4102,2.099
0.0,0.692,3.4129,23.9364,3.4101,2.099
0.0,0.692,3.413,23.926,3.41,2.099
0.0,0.691798,3.41119,23.8939,3.40939,2.09939
0.0,0.691596,3.40938,23.8619,3.40878,2.09979
0.0,0.691394,3.40757,23.8298,3.40817,2.10018
0.0,0.691192,3.40576,23.7977,3.40756,2.10057
